n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,2,24.0215,50.7467,41.404,13377.0831,12128.646,12770.9241,44.784,67.7376,89.4377,7254.069,6830.5915,4601.9659
0.02,2,23.863,50.0926,40.909,13380.9499,12156.0722,12783.3766,44.4399,66.948,88.2797,7255.6466,6833.3061,4653.5679
0.03,2,23.7065,49.4546,40.4258,13384.6789,12182.681,12795.5643,44.1015,66.1773,87.1501,7257.2431,6836.1752,4703.7166
0.04,2,23.5522,48.8321,39.954,13388.2785,12208.5063,12807.4938,43.7687,65.4248,86.0479,7258.8578,6839.187,4752.4696
0.05,2,23.3998,48.2246,39.4933,13391.7562,12233.5803,12819.1719,43.4413,64.69,84.9722,7260.49,6842.3307,4799.8814
0.06,2,23.2494,47.6316,39.0431,13395.119,12257.9333,12830.6049,43.1192,63.9722,83.9221,7262.1391,6845.5958,4846.0041
0.07,2,23.101,47.0525,38.6032,13398.3737,12281.5944,12841.7992,42.8022,63.2709,82.8967,7263.8043,6848.9728,4890.8871
0.08,2,22.9545,46.4871,38.1733,13401.5263,12304.591,12852.7612,42.4902,62.5855,81.8952,7265.4851,6852.4528,4934.5774
0.09,2,22.8098,45.9347,37.7529,13404.5827,12326.9492,12863.4969,42.1831,61.9154,80.9167,7267.1807,6856.0273,4977.1198
0.1,2,22.667,45.3949,37.3419,13407.548,12348.6939,12874.0122,41.8807,61.2602,79.9607,7268.8905,6859.6885,5018.557
0.11,2,22.526,44.8674,36.9399,13410.4274,12369.8487,12884.3131,41.583,60.6194,79.0262,7270.6139,6863.4291,5058.9297
0.12,2,22.3867,44.3517,36.5465,13413.2254,12390.4362,12894.4053,41.2897,59.9925,78.1127,7272.3503,6867.2424,5098.2767
0.13,2,22.2492,43.8475,36.1616,13415.9465,12410.4777,12904.2941,41.0009,59.3791,77.2194,7274.099,6871.1218,5136.635
0.14,2,22.1134,43.3543,35.7849,13418.5946,12429.9938,12913.9852,40.7164,58.7787,76.3457,7275.8595,6875.0614,5174.04
0.15,2,21.9792,42.872,35.4161,13421.1736,12449.0038,12923.4836,40.4361,58.191,75.491,7277.6312,6879.0557,5210.5254
0.16,2,21.8467,42.4,35.0549,13423.687,12467.5263,12932.7945,40.1599,57.6155,74.6547,7279.4135,6883.0993,5246.1233
0.17,2,21.7158,41.9381,34.7012,13426.1382,12485.579,12941.9229,39.8877,57.0518,73.8363,7281.2058,6887.1874,5280.8647
0.18,2,21.5864,41.486,34.3547,13428.5303,12503.1789,12950.8737,39.6194,56.4996,73.0351,7283.0077,6891.3155,5314.7789
0.19,2,21.4586,41.0433,34.0152,13430.8662,12520.3419,12959.6514,39.355,55.9586,72.2507,7284.8186,6895.4792,5347.8941
0.2,2,21.3324,40.6099,33.6825,13433.1487,12537.0836,12968.2606,39.0942,55.4284,71.4825,7286.638,6899.6746,5380.2372
0.21,2,21.2076,40.1854,33.3564,13435.3803,12553.4186,12976.7059,38.8371,54.9087,70.7301,7288.4653,6903.8979,5411.834
0.22,2,21.0843,39.7695,33.0366,13437.5634,12569.3611,12984.9914,38.5836,54.3992,69.993,7290.3002,6908.1456,5442.7093
0.23,2,20.9624,39.362,32.7231,13439.7003,12584.9244,12993.1214,38.3336,53.8995,69.2707,7292.1421,6912.4144,5472.8866
0.24,2,20.8419,38.9627,32.4156,13441.7932,12600.1214,13001.0998,38.087,53.4095,68.5629,7293.9906,6916.7013,5502.3885
0.25,2,20.7228,38.5712,32.1139,13443.844,12614.9645,13008.9307,37.8437,52.9287,67.8691,7295.8452,6921.0034,5531.237
0.26,2,20.6051,38.1875,31.818,13445.8546,12629.4654,13016.6177,37.6036,52.457,67.1888,7297.7055,6925.3179,5559.4527
0.27,2,20.4887,37.8112,31.5275,13447.8269,12643.6354,13024.1647,37.3668,51.9941,66.5218,7299.571,6929.6425,5587.0556
0.28,2,20.3737,37.4422,31.2425,13449.7625,12657.4853,13031.5752,37.1331,51.5398,65.8676,7301.4414,6933.9748,5614.065
0.29,2,20.2599,37.0803,30.9626,13451.6629,12671.0255,13038.8526,36.9024,51.0938,65.2259,7303.3163,6938.3125,5640.4992
0.3,2,20.1474,36.7252,30.6879,13453.5297,12684.266,13046.0004,36.6748,50.6558,64.5964,7305.1953,6942.6536,5666.3759
0.31,2,20.0362,36.3767,30.4181,13455.3642,12697.2163,13053.0218,36.45,50.2257,63.9786,7307.078,6946.9963,5691.7122
0.32,2,19.9262,36.0348,30.1531,13457.1679,12709.8855,13059.92,36.2282,49.8033,63.3724,7308.9641,6951.3386,5716.5242
0.33,2,19.8174,35.6992,29.8928,13458.9418,12722.2823,13066.698,36.0091,49.3883,62.7773,7310.8532,6955.679,5740.8278
0.34,2,19.7097,35.3697,29.6371,13460.6873,12734.4153,13073.3589,35.7928,48.9806,62.193,7312.7449,6960.0158,5764.638
0.35,2,19.6033,35.0461,29.3858,13462.4055,12746.2925,13079.9055,35.5792,48.5799,61.6194,7314.639,6964.3477,5787.9694
0.36,2,19.498,34.7284,29.1389,13464.0973,12757.9218,13086.3406,35.3683,48.186,61.056,7316.5351,6968.6732,5810.8358
0.37,2,19.3938,34.4164,28.8961,13465.7638,12769.3105,13092.6671,35.16,47.7989,60.5027,7318.433,6972.9912,5833.2508
0.38,2,19.2908,34.1099,28.6575,13467.406,12780.4658,13098.8874,34.9542,47.4183,59.9592,7320.3322,6977.3003,5855.2272
0.39,2,19.1888,33.8087,28.4229,13469.0247,12791.3948,13105.0043,34.7508,47.0441,59.4252,7322.2326,6981.5995,5876.7776
0.4,2,19.0879,33.5128,28.1921,13470.6208,12802.104,13111.0201,34.55,46.676,58.9004,7324.1339,6985.8879,5897.914
0.41,2,18.9881,33.222,27.9652,13472.195,12812.5998,13116.9373,34.3515,46.314,58.3847,7326.0358,6990.1643,5918.6479
0.42,2,18.8893,32.9362,27.742,13473.7483,12822.8884,13122.7582,34.1554,45.9579,57.8778,7327.938,6994.428,5938.9906
0.43,2,18.7915,32.6552,27.5224,13475.2812,12832.9757,13128.4851,33.9616,45.6075,57.3795,7329.8403,6998.6781,5958.9527
0.44,2,18.6948,32.379,27.3063,13476.7946,12842.8674,13134.1203,33.7701,45.2627,56.8896,7331.7424,7002.9139,5978.5446
0.45,2,18.599,32.1074,27.0937,13478.2889,12852.5691,13139.6658,33.5807,44.9234,56.4079,7333.6442,7007.1346,5997.7764
0.46,2,18.5043,31.8402,26.8845,13479.7649,12862.0861,13145.1237,33.3936,44.5894,55.9341,7335.5454,7011.3396,6016.6577
0.47,2,18.4104,31.5775,26.6785,13481.2232,12871.4234,13150.4961,33.2086,44.2606,55.4681,7337.4457,7015.5282,6035.1979
0.48,2,18.3176,31.319,26.4758,13482.6643,12880.5861,13155.785,33.0257,43.9369,55.0097,7339.345,7019.7,6053.406
0.49,2,18.2256,31.0647,26.2761,13484.0887,12889.5787,13160.9922,32.8449,43.6181,54.5587,7341.2431,7023.8544,6071.2906
0.5,2,18.1346,30.8145,26.0796,13485.4969,12898.4061,13166.1195,32.6661,43.3043,54.115,7343.1398,7027.9909,6088.8602
0.51,2,18.0445,30.5683,25.886,13486.8896,12907.0725,13171.1689,32.4893,42.9951,53.6783,7345.0348,7032.1091,6106.123
0.52,2,17.9553,30.326,25.6953,13488.267,12915.5823,13176.142,32.3145,42.6906,53.2485,7346.9281,7036.2085,6123.0867
0.53,2,17.867,30.0875,25.5075,13489.6297,12923.9396,13181.0405,32.1416,42.3906,52.8254,7348.8194,7040.2889,6139.759
0.54,2,17.7795,29.8527,25.3225,13490.978,12932.1484,13185.8661,31.9706,42.095,52.409,7350.7085,7044.3498,6156.1472
0.55,2,17.6929,29.6215,25.1402,13492.3124,12940.2126,13190.6205,31.8014,41.8037,51.9989,7352.5954,7048.3911,6172.2584
0.56,2,17.6071,29.3939,24.9605,13493.6333,12948.1358,13195.305,31.6341,41.5166,51.5952,7354.4798,7052.4123,6188.0995
0.57,2,17.5221,29.1697,24.7835,13494.941,12955.9218,13199.9214,31.4685,41.2337,51.1976,7356.3617,7056.4133,6203.6772
0.58,2,17.438,28.9489,24.609,13496.2359,12963.5739,13204.471,31.3047,40.9548,50.806,7358.2408,7060.3937,6218.9979
0.59,2,17.3546,28.7315,24.437,13497.5183,12971.0955,13208.9553,31.1427,40.6799,50.4202,7360.117,7064.3535,6234.0678
0.6,2,17.2721,28.5172,24.2675,13498.7886,12978.4899,13213.3756,30.9823,40.4088,50.0402,7361.9902,7068.2925,6248.8931
0.61,2,17.1903,28.3062,24.1003,13500.047,12985.7604,13217.7334,30.8237,40.1415,49.6659,7363.8603,7072.2104,6263.4794
0.62,2,17.1093,28.0982,23.9355,13501.2938,12992.9098,13222.03,30.6666,39.8779,49.297,7365.7271,7076.1071,6277.8326
0.63,2,17.0291,27.8933,23.773,13502.5293,12999.9412,13226.2666,30.5113,39.618,48.9335,7367.5905,7079.9826,6291.9581
0.64,2,16.9496,27.6913,23.6127,13503.7539,13006.8574,13230.4445,30.3575,39.3616,48.5753,7369.4505,7083.8367,6305.8612
0.65,2,16.8709,27.4923,23.4546,13504.9676,13013.6612,13234.5649,30.2052,39.1086,48.2222,7371.3068,7087.6693,6319.5472
0.66,2,16.7928,27.2961,23.2986,13506.1709,13020.3554,13238.629,30.0545,38.8591,47.8742,7373.1595,7091.4804,6333.021
0.67,2,16.7155,27.1026,23.1448,13507.364,13026.9424,13242.6379,29.9054,38.6128,47.531,7375.0084,7095.2699,6346.2874
0.68,2,16.6389,26.9119,22.993,13508.5469,13033.4249,13246.5929,29.7577,38.3699,47.1928,7376.8534,7099.0377,6359.3513
0.69,2,16.563,26.7239,22.8432,13509.7201,13039.8052,13250.4948,29.6115,38.1301,46.8592,7378.6944,7102.7839,6372.2171
0.7,2,16.4878,26.5384,22.6954,13510.8837,13046.0858,13254.345,29.4668,37.8935,46.5303,7380.5313,7106.5083,6384.8894
0.71,2,16.4132,26.3556,22.5495,13512.0379,13052.2689,13258.1443,29.3235,37.6599,46.2059,7382.3641,7110.2111,6397.3725
0.72,2,16.3393,26.1752,22.4056,13513.1829,13058.3568,13261.8938,29.1816,37.4294,45.886,7384.1926,7113.8922,6409.6704
0.73,2,16.2661,25.9973,22.2635,13514.3189,13064.3516,13265.5944,29.041,37.2018,45.5704,7386.0169,7117.5516,6421.7874
0.74,2,16.1936,25.8217,22.1232,13515.446,13070.2555,13269.2472,28.9019,36.9771,45.2591,7387.8367,7121.1893,6433.7273
0.75,2,16.1216,25.6486,21.9847,13516.5645,13076.0705,13272.8531,28.764,36.7552,44.9519,7389.6521,7124.8054,6445.494
0.76,2,16.0503,25.4777,21.848,13517.6745,13081.7985,13276.4129,28.6275,36.5361,44.6489,7391.463,7128.3999,6457.0913
0.77,2,15.9797,25.3092,21.7129,13518.7762,13087.4416,13279.9276,28.4923,36.3197,44.3498,7393.2693,7131.9729,6468.5226
0.78,2,15.9096,25.1428,21.5796,13519.8697,13093.0015,13283.3981,28.3584,36.106,44.0548,7395.071,7135.5244,6479.7917
0.79,2,15.8401,24.9786,21.4479,13520.9552,13098.48,13286.8251,28.2258,35.8949,43.7635,7396.868,7139.0544,6490.9019
0.8,2,15.7713,24.8166,21.3179,13522.0329,13103.879,13290.2095,28.0944,35.6864,43.4761,7398.6602,7142.5631,6501.8565
0.81,2,15.703,24.6566,21.1894,13523.1028,13109.2002,13293.5522,27.9642,35.4805,43.1924,7400.4477,7146.0505,6512.6588
0.82,2,15.6354,24.4987,21.0626,13524.1651,13114.4451,13296.8538,27.8352,35.277,42.9123,7402.2303,7149.5167,6523.312
0.83,2,15.5683,24.3428,20.9372,13525.22,13119.6155,13300.1152,27.7074,35.0759,42.6358,7404.008,7152.9617,6533.819
0.84,2,15.5017,24.1889,20.8134,13526.2675,13124.7129,13303.3371,27.5808,34.8772,42.3628,7405.7807,7156.3857,6544.183
0.85,2,15.4358,24.0369,20.691,13527.3079,13129.7389,13306.5202,27.4554,34.6809,42.0932,7407.5485,7159.7888,6554.4068
0.86,2,15.3704,23.8868,20.5701,13528.3411,13134.6949,13309.6653,27.331,34.4869,41.827,7409.3112,7163.171,6564.4932
0.87,2,15.3055,23.7386,20.4506,13529.3674,13139.5823,13312.773,27.2079,34.2951,41.5641,7411.0689,7166.5324,6574.445
0.88,2,15.2412,23.5922,20.3325,13530.3868,13144.4027,13315.844,27.0858,34.1055,41.3045,7412.8215,7169.8732,6584.2648
0.89,2,15.1774,23.4476,20.2158,13531.3995,13149.1573,13318.879,26.9648,33.9182,41.0481,7414.569,7173.1935,6593.9554
0.9,2,15.1141,23.3048,20.1004,13532.4055,13153.8475,13321.8787,26.8449,33.7329,40.7948,7416.3113,7176.4933,6603.5192
0.91,2,15.0514,23.1637,19.9864,13533.405,13158.4746,13324.8436,26.726,33.5498,40.5446,7418.0484,7179.7727,6612.9587
0.92,2,14.9892,23.0244,19.8737,13534.398,13163.0398,13327.7744,26.6082,33.3688,40.2974,7419.7804,7183.032,6622.2764
0.93,2,14.9274,22.8867,19.7622,13535.3847,13167.5445,13330.6716,26.4915,33.1897,40.0531,7421.5071,7186.2712,6631.4745
0.94,2,14.8662,22.7506,19.652,13536.3652,13171.9897,13333.536,26.3757,33.0127,39.8118,7423.2285,7189.4904,6640.5555
0.95,2,14.8055,22.6161,19.5431,13537.3395,13176.3768,13336.3679,26.261,32.8376,39.5734,7424.9446,7192.6897,6649.5214
0.96,2,14.7453,22.4833,19.4354,13538.3077,13180.7067,13339.1681,26.1472,32.6645,39.3377,7426.6555,7195.8694,6658.3746
0.97,2,14.6855,22.3519,19.3288,13539.2699,13184.9806,13341.937,26.0345,32.4933,39.1048,7428.361,7199.0294,6667.1171
0.98,2,14.6262,22.2222,19.2235,13540.2262,13189.1996,13344.6753,25.9227,32.3239,38.8747,7430.0612,7202.1699,6675.7511
0.99,2,14.5674,22.0939,19.1193,13541.1767,13193.3648,13347.3833,25.8118,32.1563,38.6472,7431.7561,7205.2911,6684.2785
