n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,3,78.1254,39.0523,39.0731,11123.5044,13799.4481,11277.7298,117.1848,117.178,0.006903939,168.54672,6829.2689,6969.6613
0.02,3,77.2101,38.5949,38.6152,11122.9712,13799.4481,11341.0878,115.8114,115.8047,0.006903936,333.14178,6762.8454,7037.0663
0.03,3,76.2936,38.1368,38.1568,11125.0223,13799.4481,11403.4943,114.4364,114.4297,0.006903934,493.77895,6700.0175,7101.5888
0.04,3,75.3776,37.679,37.6986,11129.4727,13799.4481,11464.8513,113.0621,113.0554,0.006903931,650.46473,6640.7498,7163.3011
0.05,3,74.4636,37.2222,37.2414,11136.1409,13799.4481,11525.0764,111.6907,111.684,0.006903929,803.21805,6584.9921,7222.2813
0.06,3,73.5528,36.767,36.7858,11144.8508,13799.4481,11584.1015,110.3242,110.3175,0.006903926,952.0689,6532.6811,7278.6114
0.07,3,72.6465,36.314,36.3325,11155.4318,13799.4481,11641.8716,108.9645,108.9579,0.006903923,1097.057,6483.7418,7332.3767
0.08,3,71.7459,35.8638,35.882,11167.7203,13799.4481,11698.3438,107.6132,107.6066,0.006903921,1238.2307,6438.0893,7383.6646
0.09,3,70.8518,35.417,35.4348,11181.5598,13799.4481,11753.4855,106.2718,106.2653,0.006903918,1375.6456,6395.6304,7432.5635
0.1,3,69.9652,34.9739,34.9914,11196.8016,13799.4481,11807.2738,104.9417,104.9352,0.006903916,1509.3638,6356.2648,7479.1628
0.11,3,69.087,34.5349,34.5521,11213.3049,13799.4481,11859.6944,103.624,103.6175,0.006903913,1639.4526,6319.8865,7523.5514
0.12,3,68.2177,34.1004,34.1172,11230.9371,13799.4481,11910.7403,102.3199,102.3134,0.006903911,1765.9837,6286.3855,7565.8176
0.13,3,67.358,33.6708,33.6872,11249.5734,13799.4481,11960.4114,101.0301,101.0236,0.006903908,1889.0325,6255.6482,7606.0486
0.14,3,66.5085,33.2462,33.2623,11269.0974,13799.4481,12008.7129,99.7555,99.7491,0.00690391,2008.6774,6227.5594,7644.3302
0.15,3,65.6695,32.8268,32.8427,11289.4,13799.4481,12055.6553,98.4968,98.4905,0.0069039,2124.9987,6202.0024,7680.7463
0.16,3,64.8415,32.413,32.4285,11310.3804,13799.4481,12101.2533,97.2546,97.2483,0.0069039,2238.0784,6178.8606,7715.3787
0.17,3,64.0248,32.0048,32.02,11331.9447,13799.4481,12145.5251,96.0294,96.0231,0.0069039,2347.9997,6158.0177,7748.3068
0.18,3,63.2197,31.6024,31.6173,11354.0062,13799.4481,12188.4921,94.8215,94.8153,0.0069039,2454.8463,6139.3586,7779.6079
0.19,3,62.4264,31.2059,31.2205,11376.4851,13799.4481,12230.178,93.6314,93.6251,0.00690389,2558.7018,6122.7703,7809.3565
0.2,3,61.6451,30.8154,30.8297,11399.3079,13799.4481,12270.6089,92.4592,92.4529,0.00690389,2659.65,6108.1419,7837.6247
0.21,3,60.8758,30.4309,30.4449,11422.4074,13799.4481,12309.8122,91.3051,91.2989,0.00690389,2757.7739,6095.365,7864.4817
0.22,3,60.1188,30.0525,30.0663,11445.7217,13799.4481,12347.8168,90.1693,90.1631,0.00690389,2853.1558,6084.3346,7889.9943
0.23,3,59.3739,29.6802,29.6937,11469.1948,13799.4481,12384.6527,89.0518,89.0456,0.00690388,2945.8769,6074.9489,7914.2264
0.24,3,58.6413,29.314,29.3272,11492.7753,13799.4481,12420.3503,87.9526,87.9466,0.00690388,3036.0172,6067.1096,7937.2394
0.25,3,57.9208,28.954,28.9669,11516.4169,13799.4481,12454.9406,86.8719,86.8658,0.00690388,3123.6553,6060.7221,7959.0921
0.26,3,57.2126,28.6,28.6127,11540.0773,13799.4481,12488.455,85.8094,85.8033,0.00690388,3208.8684,6055.6956,7979.8407
0.27,3,56.5165,28.2521,28.2645,11563.7186,13799.4481,12520.9247,84.7651,84.7591,0.00690387,3291.7317,6051.9431,7999.5388
0.28,3,55.8325,27.9102,27.9224,11587.3065,13799.4481,12552.381,83.7388,83.7329,0.00690387,3372.3191,6049.3817,8018.2378
0.29,3,55.1604,27.5742,27.5862,11610.8102,13799.4481,12582.8548,82.7306,82.7246,0.00690387,3450.7023,6047.9322,8035.9864
