n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,3,40.8097,19.8709,20.9419,12303.8049,13830.8894,13662.5283,61.7389,60.6614,1.20245,6206.4436,6008.8969,8943.7275
0.02,3,40.3761,19.6534,20.7258,12320.8224,13830.9118,13665.8773,61.0891,60.0102,1.20322,6220.5546,6029.4016,8934.8912
0.03,3,39.9514,19.4404,20.5142,12337.4691,13830.9336,13669.1217,60.4528,59.3725,1.20396,6234.5092,6049.5131,8926.2201
0.04,3,39.5356,19.2318,20.307,12353.7568,13830.9547,13672.2659,59.8297,58.748,1.20469,6248.307,6069.2419,8917.7099
0.05,3,39.1282,19.0275,20.1039,12369.6969,13830.9752,13675.3141,59.2192,58.1362,1.2054,6261.948,6088.598,8909.3562
0.06,3,38.729,18.8273,19.905,12385.3003,13830.995,13678.27,58.6211,57.5367,1.20608,6275.4321,6107.5912,8901.1551
0.07,3,38.3378,18.6311,19.71,12400.5772,13831.0144,13681.1376,58.0349,56.9492,1.20675,6288.7596,6126.2311,8893.1024
0.08,3,37.9543,18.4387,19.5189,12415.5378,13831.0331,13683.9202,57.4603,56.3733,1.2074,6301.9312,6144.5269,8885.1943
0.09,3,37.5784,18.2502,19.3315,12430.1917,13831.0514,13686.6212,56.8969,55.8087,1.20803,6314.9475,6162.4874,8877.4271
0.1,3,37.2097,18.0653,19.1478,12444.548,13831.0691,13689.2439,56.3445,55.2551,1.20864,6327.8093,6180.1214,8869.7971
0.11,3,36.8482,17.8839,18.9676,12458.6157,13831.0863,13691.7912,55.8027,54.7121,1.20924,6340.5176,6197.4371,8862.301
0.12,3,36.4935,17.706,18.7909,12472.4033,13831.103,13694.2662,55.2713,54.1795,1.20982,6353.0735,6214.4428,8854.9353
0.13,3,36.1455,17.5315,18.6174,12485.919,13831.1192,13696.6714,54.7498,53.6569,1.21038,6365.4783,6231.1463,8847.6967
0.14,3,35.804,17.3602,18.4473,12499.1706,13831.135,13699.0097,54.2381,53.1441,1.21093,6377.7332,6247.5551,8840.5821
0.15,3,35.4689,17.1921,18.2802,12512.1658,13831.1504,13701.2834,53.7359,52.6408,1.21147,6389.8396,6263.6768,8833.5884
0.16,3,35.1399,17.0271,18.1163,12524.9119,13831.1653,13703.495,53.243,52.1468,1.21199,6401.799,6279.5184,8826.7126
0.17,3,34.8169,16.8651,17.9553,12537.4158,13831.1798,13705.6467,52.759,51.6617,1.2125,6413.613,6295.0868,8819.952
0.18,3,34.4997,16.706,17.7972,12549.6844,13831.1939,13707.7408,52.2837,51.1854,1.21299,6425.283,6310.3889,8813.3036
0.19,3,34.1882,16.5498,17.642,12561.7242,13831.2075,13709.7793,51.8169,50.7176,1.21348,6436.8108,6325.4311,8806.7649
0.2,3,33.8823,16.3963,17.4895,12573.5416,13831.2209,13711.7642,51.3584,50.2581,1.21394,6448.1979,6340.2198,8800.3331
0.21,3,33.5817,16.2456,17.3397,12585.1424,13831.2338,13713.6975,50.908,49.8067,1.2144,6459.4462,6354.761,8794.0058
