n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,5,38.7469,75.634,37.0486,11489.5447,11172.9925,13935.7446,5.244448,114.3147,112.6263,7421.5604,642.94043,6893.6518
0.02,5,37.1834,72.204,35.1817,11721.0098,11201.2177,13935.7127,5.241654,109.3212,107.3273,7645.5778,1227.5372,6685.2303
0.03,5,35.6301,68.8289,33.3592,11933.5218,11256.2793,13935.6621,5.238415,104.3931,102.128,7831.8114,1755.2045,6526.4266
0.04,5,34.1166,65.5648,31.6077,12125.5537,11329.5468,13935.5996,5.23497,99.6158,97.1107,7985.3051,2229.2557,6411.5188
0.05,5,32.6621,62.447,29.9433,12297.25,11414.1244,13935.5305,5.23148,95.0441,92.3271,8111.0191,2654.0333,6333.8421
0.06,5,31.2784,59.4954,28.3742,12449.7343,11504.7926,13935.4585,5.22807,90.7093,87.8053,8213.4954,3034.2855,6286.6819
0.07,5,29.9712,56.7184,26.9032,12584.6262,11597.7714,13935.3866,5.22482,86.6258,83.5563,8296.7172,3374.7595,6263.8324
0.08,5,28.7423,54.1168,25.5292,12703.731,11690.4293,13935.3166,5.22178,82.7959,79.5798,8364.0808,3679.9608,6259.8793
0.09,5,27.5907,51.6861,24.249,12808.8535,11781.0085,13935.2499,5.21896,79.2143,75.868,8418.431,3954.0275,6270.2871
0.1,5,26.5138,49.4188,23.0575,12901.6952,11868.3931,13935.187,5.21639,75.8708,72.4085,8462.1219,4200.6799,6291.367
0.11,5,25.5079,47.3056,21.9492,12983.8054,11951.9259,13935.1286,5.21407,72.7524,69.1863,8497.0878,4423.2161,6320.1846
0.12,5,24.5687,45.3364,20.9183,13056.5641,12031.2698,13935.0747,5.21198,69.8445,66.1855,8524.9108,4624.533,6354.4446
0.13,5,23.6917,43.5008,19.9588,13121.183,12106.306,13935.0254,5.21012,67.1325,63.3898,8546.882,4807.1603,6392.3756
0.14,5,22.8724,41.7887,19.0651,13178.7168,12177.061,13934.9806,5.20847,64.6017,60.7833,8564.0545,4973.2999,6432.6256
0.15,5,22.1066,40.1903,18.2319,13230.0781,12243.6543,13934.9401,5.20702,62.2381,58.3512,8577.2874,5124.8647,6474.1732
0.16,5,21.39,38.6966,17.4541,13276.0543,12306.2626,13934.9038,5.20577,60.0283,56.0791,8587.2823,5263.5162,6516.2546
0.17,5,20.7189,37.2991,16.7272,13317.3233,12365.0947,13934.8714,5.20468,57.9602,53.9541,8594.6134,5390.6979,6558.3051
0.18,5,20.0895,35.9899,16.0469,13354.4689,12420.3742,13934.8427,5.20376,56.0222,51.964,8599.7511,5507.6657,6599.9124
0.19,5,19.4987,34.7619,15.4093,13387.9937,12472.3289,13934.8175,5.20299,54.2039,50.0978,8603.0821,5615.5136,6640.7809
0.2,5,18.9434,33.6085,14.8109,13418.3315,12521.1827,13934.7955,5.20236,52.4956,48.3455,8604.9245,5715.1968,6680.704
0.21,5,18.4207,32.5238,14.2485,13445.8565,12567.1515,13934.7766,5.20186,50.8886,46.6978,8605.5412,5807.551,6719.5417
0.22,5,17.9282,31.5022,13.7192,13470.8929,12610.4404,13934.7606,5.20148,49.375,45.1465,8605.1493,5893.3088,6757.205
0.23,5,17.4635,30.5389,13.2205,13493.7216,12651.2421,13934.7472,5.20121,47.9474,43.6838,8603.9291,5973.1147,6793.6426
0.24,5,17.0246,29.6294,12.7498,13514.5868,12689.7365,13934.7363,5.20104,46.5993,42.303,8602.0301,6047.5362,6828.8316
0.25,5,16.6094,28.7695,12.305,13533.7012,12726.0906,13934.7277,5.20097,45.3246,40.9978,8599.5769,6117.075,6862.7698
0.26,5,16.2162,27.9556,11.8842,13551.2508,12760.4586,13934.7213,5.20099,44.1179,39.7625,8596.6735,6182.1756,6895.4704
0.27,5,15.8434,27.1842,11.4855,13567.3983,12792.9832,13934.717,5.20109,42.9741,38.5919,8593.4067,6243.2323,6926.9573
0.28,5,15.4896,26.4523,11.1075,13582.2863,12823.7956,13934.7146,5.20127,41.8887,37.4813,8589.8489,6300.5967,6957.2624
0.29,5,15.1535,25.7571,10.7484,13596.0406,12853.0163,13934.714,5.20152,40.8577,36.4265,8586.061,6354.582,6986.4223
0.3,5,14.8337,25.0959,10.4071,13608.7719,12880.7564,13934.715,5.20184,39.8771,35.4234,8582.094,6405.4688,7014.4774
0.31,5,14.5293,24.4665,10.0823,13620.5784,12907.1179,13934.7177,5.20223,38.9436,34.4686,8577.9906,6453.5084,7041.4696
0.32,5,14.2391,23.8668,9.77283,13631.5467,12932.1944,13934.7219,5.20268,38.054,33.5588,8573.7866,6498.9268,7067.4421
0.33,5,13.9623,23.2946,9.4777,13641.7541,12956.0722,13934.7275,5.20318,37.2053,32.6909,8569.5121,6541.9276,7092.4377
0.34,5,13.6979,22.7483,9.19595,13651.2692,12978.8305,13934.7344,5.20374,36.395,31.8623,8565.1923,6582.6944,7116.4991
0.35,5,13.4452,22.2262,8.92673,13660.1532,13000.5423,13934.7426,5.20435,35.6205,31.0703,8560.8484,6621.3935,7139.668
0.36,5,13.2035,21.7268,8.66923,13668.4611,13021.2747,13934.752,5.20501,34.8796,30.3128,8556.4981,6658.1753,7161.9847
0.37,5,12.9721,21.2486,8.42273,13676.2418,13041.0897,13934.7625,5.20571,34.1703,29.5875,8552.1561,6693.1767,7183.4884
0.38,5,12.7503,20.7904,8.18655,13683.5395,13060.0444,13934.7741,5.20646,33.4906,28.8924,8547.8348,6726.522,7204.2168
0.39,5,12.5376,20.351,7.96006,13690.3938,13078.1916,13934.7868,5.20725,32.8388,28.2259,8543.5444,6758.3248,7224.2057
0.4,5,12.3335,19.9292,7.7427,13696.8404,13095.58,13934.8004,5.20809,32.2132,27.5861,8539.2932,6788.6886,7243.4897
