n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,3,62.5715,31.2815,31.2899,11292.3892,13799.4481,12728.2272,93.8474,93.842,0.00690387,3878.2519,5524.0083,8497.449
0.02,3,61.6543,30.8231,30.8312,11329.2037,13799.4481,12759.6676,92.4715,92.4661,0.00690387,3944.7007,5536.091,8504.8761
0.03,3,60.7599,30.3759,30.3839,11365.2861,13799.4481,12789.8269,91.1297,91.1243,0.00690386,4009.5825,5549.0611,8511.5912
0.04,3,59.8875,29.9399,29.9476,11400.6379,13799.4481,12818.7678,89.821,89.8157,0.00690386,4072.9108,5562.8155,8517.6448
0.05,3,59.0366,29.5145,29.5221,11435.2632,13799.4481,12846.5492,88.5445,88.5392,0.00690386,4134.7048,5577.26,8523.0834
0.06,3,58.2065,29.0996,29.1069,11469.1677,13799.4481,12873.2275,87.2992,87.2939,0.00690386,4194.9879,5592.3082,8527.9504
0.07,3,57.3966,28.6948,28.7019,11502.3589,13799.4481,12898.8556,86.0842,86.079,0.00690385,4253.7871,5607.8816,8532.286
0.08,3,56.6063,28.2997,28.3066,11534.8458,13799.4481,12923.484,84.8987,84.8935,0.00690385,4311.132,5623.9084,8536.1275
0.09,3,55.8351,27.9142,27.9209,11566.6384,13799.4481,12947.1602,83.7416,83.7365,0.00690385,4367.0543,5640.3234,8539.5095
0.1,3,55.0822,27.5378,27.5444,11597.7477,13799.4481,12969.9294,82.6123,82.6071,0.00690385,4421.5869,5657.0671,8542.4643
0.11,3,54.3473,27.1705,27.1768,11628.1855,13799.4481,12991.8344,81.5097,81.5046,0.00690384,4474.764,5674.0856,8545.0218
0.12,3,53.6297,26.8118,26.818,11657.964,13799.4481,13012.9156,80.4332,80.4282,0.00690384,4526.6199,5691.3301,8547.2097
0.13,3,52.929,26.4615,26.4675,11687.0962,13799.4481,13033.2113,79.382,79.3769,0.00690384,4577.1898,5708.7561,8549.054
0.14,3,52.2445,26.1193,26.1252,11715.5951,13799.4481,13052.7579,78.3552,78.3502,0.00690384,4626.5083,5726.3236,8550.5787
0.15,3,51.5759,25.7851,25.7908,11743.4743,13799.4481,13071.5897,77.3522,77.3472,0.00690383,4674.6104,5743.996,8551.8062
0.16,3,50.9227,25.4586,25.4641,11770.7472,13799.4481,13089.7393,76.3722,76.3672,0.00690383,4721.5304,5761.7408,8552.7572
0.17,3,50.2843,25.1395,25.1448,11797.4276,13799.4481,13107.2375,75.4146,75.4096,0.00690383,4767.3024,5779.5282,8553.4513
0.18,3,49.6604,24.8276,24.8328,11823.5292,13799.4481,13124.1137,74.4786,74.4737,0.00690383,4811.9596,5797.3316,8553.9063
0.19,3,49.0505,24.5227,24.5278,11849.0656,13799.4481,13140.3956,73.5637,73.5588,0.00690382,4855.5348,5815.127,8554.1391
0.2,3,48.4542,24.2247,24.2296,11874.0504,13799.4481,13156.1095,72.6692,72.6643,0.00690382,4898.0602,5832.8929,8554.1654
0.21,3,47.8711,23.9332,23.938,11898.497,13799.4481,13171.2804,71.7944,71.7896,0.00690382,4939.5669,5850.61,8553.9998
0.22,3,47.3008,23.6481,23.6527,11922.4188,13799.4481,13185.9318,70.9389,70.9341,0.00690382,4980.0855,5868.2609,8553.6558
0.23,3,46.743,23.3692,23.3737,11945.8288,13799.4481,13200.0864,70.102,70.0972,0.00690381,5019.6456,5885.8304,8553.1462
0.24,3,46.1972,23.0964,23.1008,11968.74,13799.4481,13213.7654,69.2832,69.2784,0.00690381,5058.2762,5903.3046,8552.4828
0.25,3,45.6631,22.8294,22.8337,11991.1651,13799.4481,13226.9891,68.482,68.4772,0.00690381,5096.0051,5920.6713,8551.6767
0.26,3,45.1403,22.5681,22.5722,12013.1165,13799.4481,13239.7767,67.6978,67.6931,0.00690381,5132.8597,5937.9198,8550.738
0.27,3,44.6287,22.3123,22.3163,12034.6063,13799.4481,13252.1466,66.9302,66.9255,0.0069038,5168.8662,5955.0406,8549.6765
0.28,3,44.1277,22.0619,22.0658,12055.6467,13799.4481,13264.116,66.1787,66.174,0.0069038,5204.0502,5972.0252,8548.5012
0.29,3,43.6371,21.8167,21.8204,12076.2491,13799.4481,13275.7016,65.4428,65.4381,0.0069038,5238.4364,5988.8663,8547.2204
0.3,3,43.1567,21.5765,21.5802,12096.425,13799.4481,13286.919,64.7221,64.7174,0.0069038,5272.0487,6005.5576,8545.842
0.31,3,42.6861,21.3413,21.3448,12116.1856,13799.4481,13297.7832,64.0161,64.0115,0.00690379,5304.9103,6022.0936,8544.3732
0.32,3,42.2251,21.1108,21.1142,12135.5416,13799.4481,13308.3084,63.3245,63.3198,0.00690379,5337.0436,6038.4695,8542.821
0.33,3,41.7733,20.885,20.8883,12154.5037,13799.4481,13318.5082,62.6467,62.6421,0.00690379,5368.4701,6054.6815,8541.1917
0.34,3,41.3306,20.6637,20.6669,12173.0822,13799.4481,13328.3955,61.9826,61.978,0.00690379,5399.2108,6070.726,8539.4914
0.35,3,40.8966,20.4468,20.4498,12191.287,13799.4481,13337.9826,61.3316,61.327,0.00690378,5429.286,6086.6004,8537.7255
0.36,3,40.4712,20.2341,20.2371,12209.1279,13799.4481,13347.2812,60.6934,60.6888,0.00690378,5458.7151,6102.3024,8535.8994
0.37,3,40.054,20.0256,20.0285,12226.6145,13799.4481,13356.3024,60.0676,60.0631,0.00690378,5487.517,6117.8303,8534.018
