n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,2,78.1871,78.2024,78.1254,10184.2367,10186.9539,10187.8613,135.3361,135.4695,135.3626,169.931,162.1845,168.5583
0.02,2,77.3289,77.3615,77.21,10226.6813,10231.7814,10233.8478,133.7733,134.0356,133.8299,336.1226,320.8817,333.1638
0.03,2,76.4652,76.5168,76.2935,10270.6235,10277.7841,10281.2252,132.205,132.5916,132.2947,498.542,476.0708,493.8113
0.04,2,75.5977,75.67,75.3775,10315.8334,10324.7471,10329.7447,130.6341,131.1404,130.7597,657.1696,627.7413,650.5076
0.05,2,74.7281,74.8222,74.4634,10362.0958,10372.4711,10379.1754,129.0636,129.6847,129.2272,811.9997,775.8941,803.2719
0.06,2,73.8579,73.975,73.5527,10409.2098,10420.7727,10429.3044,127.496,128.2269,127.6994,963.0395,920.5403,952.1344
0.07,2,72.9886,73.1294,72.6464,10456.989,10469.4839,10479.9369,125.9336,126.7695,126.1783,1110.3076,1061.7004,1097.135
0.08,2,72.1215,72.2866,71.7457,10505.2617,10518.4514,10530.8952,124.3785,125.3145,124.6657,1253.833,1199.4033,1238.3221
0.09,2,71.2577,71.4475,70.8517,10553.8703,10567.5364,10582.0186,122.8328,123.8639,123.1632,1393.6537,1333.6853,1375.7517
0.1,2,70.3983,70.6132,69.9652,10602.6712,10616.6136,10633.1622,121.2981,122.4195,121.6723,1529.8155,1464.5888,1509.4859
0.11,2,69.5443,69.7844,69.0869,10651.5338,10665.5706,10684.1963,119.776,120.983,120.1942,1662.3712,1592.1624,1639.5922
0.12,2,68.6967,68.9619,68.2177,10700.3406,10714.3072,10735.0054,118.2679,119.5558,118.7302,1791.3796,1716.4593,1766.1425
0.13,2,67.856,68.1464,67.358,10748.9856,10762.7341,10785.4873,116.775,118.1393,117.2813,1916.9045,1837.5367,1889.2125
0.14,2,67.0232,67.3385,66.5085,10797.3746,10810.7728,10835.552,115.2985,116.7348,115.8484,2039.0138,1955.4554,2008.8804
0.15,2,66.1988,66.5386,65.6696,10845.4235,10858.3545,10885.1211,113.8392,115.3431,114.4322,2157.7789,2070.2793,2125.2268
0.16,2,65.3833,65.7474,64.8417,10893.0585,10905.4191,10934.1267,112.398,113.9654,113.0334,2273.2739,2182.0742,2238.3338
0.17,2,64.5772,64.9651,64.0251,10940.2146,10951.9148,10982.5102,110.9755,112.6025,111.6527,2385.5751,2290.9078,2348.2846
0.18,2,63.781,64.1922,63.2201,10986.8354,10997.7974,11030.222,109.5723,111.255,110.2905,2494.7602,2396.8493,2455.163
0.19,2,62.995,63.4289,62.4268,11032.8723,11043.0293,11077.2204,108.189,109.9237,108.9471,2600.9081,2499.9687,2559.0528
0.2,2,62.2194,62.6756,61.6456,11078.2835,11087.5791,11123.4707,106.8259,108.609,107.6229,2704.0982,2600.3365,2660.0376
