n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,5,28.6464,57.285,28.6387,13024.7105,11517.9894,13799.4829,0.00865363,85.9177,85.9105,8681.4307,4576.1759,5505.0975
0.02,5,28.3736,56.7396,28.366,13032.9708,11540.009,13799.4822,0.0086123,85.0996,85.0924,8673.4374,4592.6477,5524.518
0.03,5,28.106,56.2045,28.0985,13041.0597,11561.6133,13799.4815,0.00857187,84.2967,84.2896,8665.6133,4609.2786,5543.6852
0.04,5,27.8434,55.6793,27.8359,13048.9826,11582.8136,13799.4809,0.00853231,83.5088,83.5018,8657.9533,4626.046,5562.6016
0.05,5,27.5855,55.1637,27.5782,13056.7445,11603.621,13799.4802,0.00849361,82.7354,82.7284,8650.4524,4642.9292,5581.2702
0.06,5,27.3324,54.6575,27.3251,13064.35,11624.0462,13799.4796,0.00845574,81.976,81.9691,8643.1059,4659.9085,5599.6937
0.07,5,27.0839,54.1605,27.0767,13071.8038,11644.0995,13799.4789,0.00841866,81.2304,81.2235,8635.9092,4676.9662,5617.8753
0.08,5,26.8398,53.6724,26.8326,13079.1104,11663.7909,13799.4783,0.00838237,80.4982,80.4913,8628.8579,4694.0855,5635.8179
0.09,5,26.6,53.193,26.5929,13086.2741,11683.1299,13799.4777,0.00834683,79.7789,79.7721,8621.9477,4711.2509,5653.5247
0.1,5,26.3645,52.7219,26.3575,13093.2988,11702.1257,13799.4771,0.00831202,79.0723,79.0655,8615.1746,4728.4482,5670.9988
0.11,5,26.1331,52.2592,26.1261,13100.1886,11720.7874,13799.4765,0.00827794,78.378,78.3713,8608.5348,4745.6641,5688.2434
0.12,5,25.9056,51.8044,25.8987,13106.9473,11739.1235,13799.4759,0.00824454,77.6957,77.6891,8602.0243,4762.8864,5705.2617
0.13,5,25.6821,51.3574,25.6753,13113.5784,11757.1424,13799.4753,0.00821182,77.0252,77.0185,8595.6396,4780.1038,5722.057
0.14,5,25.4624,50.918,25.4556,13120.0857,11774.8522,13799.4747,0.00817976,76.366,76.3594,8589.3771,4797.3057,5738.6325
0.15,5,25.2464,50.486,25.2397,13126.4724,11792.2607,13799.4741,0.00814834,75.718,75.7114,8583.2335,4814.4827,5754.9914
0.16,5,25.034,50.0613,25.0273,13132.7418,11809.3753,13799.4736,0.00811754,75.0808,75.0743,8577.2056,4831.6257,5771.137
0.17,5,24.8251,49.6436,24.8185,13138.8971,11826.2035,13799.473,0.00808734,74.4542,74.4477,8571.2901,4848.7267,5787.0725
0.18,5,24.6196,49.2328,24.6131,13144.9414,11842.7522,13799.4725,0.00805774,73.8379,73.8315,8565.4841,4865.778,5802.801
0.19,5,24.4175,48.8287,24.4111,13150.8775,11859.0283,13799.4719,0.0080287,73.2316,73.2253,8559.7845,4882.7728,5818.3258
0.2,5,24.2187,48.4311,24.2124,13156.7084,11875.0384,13799.4714,0.00800023,72.6352,72.6289,8554.1887,4899.7046,5833.6501
0.21,5,24.0231,48.0399,24.0168,13162.4368,11890.789,13799.4709,0.0079723,72.0484,72.0421,8548.6938,4916.5677,5848.777
0.22,5,23.8306,47.655,23.8244,13168.0652,11906.2861,13799.4704,0.0079449,71.4709,71.4646,8543.2973,4933.3568,5863.7095
0.23,5,23.6412,47.2762,23.635,13173.5964,11921.5359,13799.4699,0.00791801,70.9026,70.8963,8537.9965,4950.0669,5878.4508
0.24,5,23.4547,46.9033,23.4486,13179.0327,11936.5441,13799.4694,0.00789163,70.3432,70.337,8532.789,4966.6936,5893.004
0.25,5,23.2711,46.5362,23.265,13184.3766,11951.3163,13799.4689,0.00786574,69.7925,69.7863,8527.6725,4983.2328,5907.372
0.26,5,23.0904,46.1748,23.0844,13189.6303,11965.8582,13799.4684,0.00784032,69.2503,69.2442,8522.6446,4999.6809,5921.5578
0.27,5,22.9124,45.8189,22.9065,13194.7961,11980.1748,13799.4679,0.00781537,68.7164,68.7103,8517.7031,5016.0345,5935.5643
0.28,5,22.7372,45.4684,22.7313,13199.8762,11994.2715,13799.4674,0.00779088,68.1907,68.1846,8512.8458,5032.2906,5949.3945
0.29,5,22.5646,45.1233,22.5587,13204.8727,12008.1532,13799.4669,0.00776682,67.6729,67.6669,8508.0708,5048.4466,5963.0511
0.3,5,22.3946,44.7833,22.3888,13209.7875,12021.8247,13799.4665,0.0077432,67.1628,67.1569,8503.3758,5064.4998,5976.5371
0.31,5,22.2271,44.4484,22.2213,13214.6227,12035.2907,13799.466,0.00772001,66.6604,66.6545,8498.7591,5080.4483,5989.8552
0.32,5,22.0621,44.1184,22.0564,13219.3802,12048.5558,13799.4656,0.00769722,66.1654,66.1595,8494.2187,5096.29,6003.0081
0.33,5,21.8995,43.7933,21.8938,13224.0617,12061.6244,13799.4651,0.00767483,65.6777,65.6718,8489.7528,5112.0232,6015.9985
0.34,5,21.7393,43.473,21.7337,13228.6691,12074.5008,13799.4647,0.00765284,65.1971,65.1912,8485.3595,5127.6464,6028.829
0.35,5,21.5814,43.1572,21.5758,13233.2041,12087.1892,13799.4643,0.00763123,64.7234,64.7176,8481.0373,5143.1583,6041.5023
0.36,5,21.4258,42.846,21.4202,13237.6684,12099.6936,13799.4638,0.00760999,64.2565,64.2507,8476.7843,5158.5578,6054.021
0.37,5,21.2724,42.5392,21.2669,13242.0637,12112.018,13799.4634,0.00758911,63.7963,63.7906,8472.5991,5173.8439,6066.3875
0.38,5,21.1211,42.2368,21.1157,13246.3914,12124.1663,13799.463,0.00756859,63.3426,63.3369,8468.4799,5189.0158,6078.6043
0.39,5,20.972,41.9386,20.9666,13250.6531,12136.1421,13799.4626,0.00754842,62.8953,62.8896,8464.4254,5204.0728,6090.6739
0.4,5,20.825,41.6446,20.8197,13254.8503,12147.949,13799.4622,0.00752859,62.4543,62.4486,8460.434,5219.0143,6102.5987
0.41,5,20.68,41.3547,20.6747,13258.9845,12159.5906,13799.4618,0.00750909,62.0193,62.0137,8456.5044,5233.8401,6114.3809
0.42,5,20.537,41.0688,20.5318,13263.057,12171.0703,13799.4614,0.00748992,61.5904,61.5847,8452.635,5248.5498,6126.023
0.43,5,20.396,40.7868,20.3908,13267.0692,12182.3915,13799.461,0.00747106,61.1673,61.1617,8448.8246,5263.1432,6137.5272
0.44,5,20.2569,40.5086,20.2517,13271.0224,12193.5573,13799.4606,0.00745251,60.75,60.7444,8445.0719,5277.6202,6148.8957
0.45,5,20.1196,40.2342,20.1145,13274.9179,12204.571,13799.4602,0.00743427,60.3383,60.3327,8441.3755,5291.9808,6160.1307
0.46,5,19.9843,39.9634,19.9792,13278.757,12215.4356,13799.4598,0.00741632,59.9321,59.9266,8437.7343,5306.2251,6171.2343
0.47,5,19.8507,39.6963,19.8456,13282.5408,12226.154,13799.4594,0.00739866,59.5313,59.5259,8434.1471,5320.3533,6182.2087
0.48,5,19.7188,39.4327,19.7138,13286.2705,12236.7293,13799.4591,0.00738128,59.1359,59.1304,8430.6126,5334.3656,6193.056
0.49,5,19.5888,39.1725,19.5838,13289.9473,12247.1641,13799.4587,0.00736419,58.7456,58.7402,8427.1298,5348.2623,6203.7782
0.5,5,19.4604,38.9158,19.4554,13293.5722,12257.4614,13799.4583,0.00734736,58.3605,58.3551,8423.6975,5362.0439,6214.3772
0.51,5,19.3337,38.6624,19.3288,13297.1464,12267.6237,13799.458,0.00733079,57.9803,57.975,8420.3147,5375.7106,6224.8551
0.52,5,19.2086,38.4123,19.2037,13300.6709,12277.6538,13799.4576,0.00731449,57.6051,57.5997,8416.9804,5389.263,6235.2137
0.53,5,19.0851,38.1653,19.0803,13304.1468,12287.554,13799.4573,0.00729844,57.2347,57.2293,8413.6935,5402.7017,6245.455
0.54,5,18.9632,37.9216,18.9584,13307.5749,12297.3271,13799.4569,0.00728264,56.8689,56.8636,8410.453,5416.0271,6255.5808
0.55,5,18.8428,37.6809,18.8381,13310.9563,12306.9752,13799.4566,0.00726708,56.5078,56.5026,8407.258,5429.2399,6265.5929
0.56,5,18.724,37.4432,18.7192,13314.292,12316.5009,13799.4563,0.00725177,56.1513,56.146,8404.1076,5442.3408,6275.4931
0.57,5,18.6066,37.2085,18.6019,13317.5828,12325.9064,13799.4559,0.00723668,55.7992,55.794,8401.0008,5455.3303,6285.2832
0.58,5,18.4907,36.9767,18.486,13320.8296,12335.194,13799.4556,0.00722182,55.4515,55.4463,8397.9367,5468.2093,6294.9649
0.59,5,18.3762,36.7478,18.3716,13324.0333,12344.3659,13799.4553,0.00720719,55.1081,55.1029,8394.9146,5480.9784,6304.5398
0.6,5,18.2631,36.5217,18.2586,13327.1948,12353.4241,13799.455,0.00719277,54.7689,54.7637,8391.9335,5493.6385,6314.0097
0.61,5,18.1514,36.2983,18.1469,13330.3149,12362.3709,13799.4546,0.00717857,54.4338,54.4286,8388.9927,5506.1902,6323.3761
0.62,5,18.0411,36.0777,18.0366,13333.3943,12371.2082,13799.4543,0.00716458,54.1028,54.0977,8386.0913,5518.6344,6332.6407
0.63,5,17.9321,35.8597,17.9276,13336.4339,12379.938,13799.454,0.0071508,53.7758,53.7707,8383.2286,5530.972,6341.805
0.64,5,17.8244,35.6443,17.82,13339.4344,12388.5622,13799.4537,0.00713721,53.4527,53.4476,8380.4038,5543.2037,6350.8705
0.65,5,17.718,35.4315,17.7136,13342.3965,12397.0828,13799.4534,0.00712383,53.1334,53.1284,8377.6162,5555.3305,6359.8389
0.66,5,17.6128,35.2212,17.6084,13345.3211,12405.5016,13799.4531,0.00711064,52.8179,52.8129,8374.8651,5567.3531,6368.7114
0.67,5,17.5089,35.0134,17.5045,13348.2088,12413.8204,13799.4528,0.00709763,52.5062,52.5012,8372.1498,5579.2724,6377.4896
0.68,5,17.4062,34.808,17.4019,13351.0602,12422.0409,13799.4525,0.00708482,52.1981,52.1931,8369.4695,5591.0894,6386.175
0.69,5,17.3047,34.6051,17.3004,13353.8761,12430.1649,13799.4522,0.00707219,51.8936,51.8886,8366.8237,5602.805,6394.7689
0.7,5,17.2043,34.4044,17.2001,13356.6571,12438.1941,13799.4519,0.00705973,51.5926,51.5876,8364.2116,5614.4199,6403.2726
0.71,5,17.1052,34.2061,17.1009,13359.4039,12446.1301,13799.4516,0.00704745,51.295,51.2901,8361.6327,5625.9352,6411.6876
0.72,5,17.0071,34.01,17.0029,13362.117,12453.9746,13799.4513,0.00703535,51.0009,50.996,8359.0863,5637.3518,6420.0152
0.73,5,16.9102,33.8162,16.906,13364.7972,12461.7289,13799.4511,0.00702341,50.7101,50.7052,8356.5719,5648.6705,6428.2566
0.74,5,16.8143,33.6245,16.8102,13367.4449,12469.3949,13799.4508,0.00701164,50.4226,50.4177,8354.0888,5659.8923,6436.4132
0.75,5,16.7196,33.435,16.7155,13370.0608,12476.9738,13799.4505,0.00700003,50.1383,50.1335,8351.6365,5671.018,6444.4861
0.76,5,16.6259,33.2477,16.6218,13372.6454,12484.4672,13799.4502,0.00698858,49.8572,49.8524,8349.2143,5682.0487,6452.4767
0.77,5,16.5332,33.0624,16.5292,13375.1993,12491.8765,13799.45,0.00697729,49.5793,49.5745,8346.8219,5692.9853,6460.386
0.78,5,16.4416,32.8792,16.4376,13377.723,12499.2032,13799.4497,0.00696615,49.3044,49.2996,8344.4586,5703.8285,6468.2154
0.79,5,16.351,32.6979,16.347,13380.2171,12506.4485,13799.4494,0.00695516,49.0325,49.0277,8342.1238,5714.5794,6475.9659
0.8,5,16.2613,32.5187,16.2574,13382.6821,12513.6139,13799.4492,0.00694431,48.7636,48.7589,8339.8172,5725.2389,6483.6388
0.81,5,16.1727,32.3414,16.1687,13385.1184,12520.7006,13799.4489,0.00693362,48.4977,48.4929,8337.5382,5735.8079,6491.235
0.82,5,16.085,32.166,16.0811,13387.5266,12527.7099,13799.4487,0.00692306,48.2346,48.2299,8335.2863,5746.2873,6498.7558
0.83,5,15.9982,31.9926,15.9944,13389.9072,12534.6431,13799.4484,0.00691265,47.9744,47.9696,8333.0611,5756.678,6506.2022
0.84,5,15.9124,31.8209,15.9086,13392.2605,12541.5014,13799.4482,0.00690237,47.7169,47.7122,8330.8621,5766.9809,6513.5752
0.85,5,15.8275,31.6512,15.8237,13394.5872,12548.286,13799.4479,0.00689223,47.4622,47.4575,8328.6887,5777.1969,6520.876
0.86,5,15.7435,31.4832,15.7397,13396.8876,12554.9981,13799.4477,0.00688222,47.2101,47.2055,8326.5407,5787.3268,6528.1055
0.87,5,15.6604,31.3169,15.6566,13399.1621,12561.6388,13799.4474,0.00687234,46.9608,46.9561,8324.4176,5797.3717,6535.2647
0.88,5,15.5781,31.1525,15.5744,13401.4113,12568.2093,13799.4472,0.00686259,46.714,46.7094,8322.3188,5807.3323,6542.3547
0.89,5,15.4967,30.9897,15.493,13403.6355,12574.7107,13799.4469,0.00685296,46.4698,46.4652,8320.2441,5817.2095,6549.3763
0.9,5,15.4162,30.8286,15.4125,13405.8351,12581.144,13799.4467,0.00684345,46.2282,46.2236,8318.193,5827.0042,6556.3306
0.91,5,15.3365,30.6692,15.3328,13408.0105,12587.5103,13799.4465,0.00683407,45.9891,45.9845,8316.1652,5836.7173,6563.2184
0.92,5,15.2576,30.5114,15.2539,13410.1622,12593.8107,13799.4462,0.00682481,45.7524,45.7478,8314.1601,5846.3495,6570.0408
0.93,5,15.1795,30.3553,15.1758,13412.2905,12600.0462,13799.446,0.00681566,45.5181,45.5135,8312.1776,5855.9019,6576.7986
0.94,5,15.1022,30.2007,15.0985,13414.3957,12606.2176,13799.4458,0.00680663,45.2862,45.2817,8310.2171,5865.3751,6583.4926
0.95,5,15.0256,30.0477,15.0221,13416.4784,12612.3262,13799.4455,0.00679771,45.0567,45.0521,8308.2783,5874.7701,6590.1238
0.96,5,14.9499,29.8962,14.9463,13418.5387,12618.3727,13799.4453,0.0067889,44.8294,44.8249,8306.3609,5884.0876,6596.693
0.97,5,14.8749,29.7463,14.8714,13420.5772,12624.3581,13799.4451,0.0067802,44.6045,44.6,8304.4646,5893.3285,6603.2011
0.98,5,14.8007,29.5978,14.7971,13422.594,12630.2834,13799.4449,0.00677161,44.3817,44.3773,8302.5889,5902.4936,6609.6488
0.99,5,14.7272,29.4508,14.7237,13424.5897,12636.1494,13799.4447,0.00676312,44.1612,44.1568,8300.7336,5911.5837,6616.0371
