n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,3,14.9643,7647.7114,25.9155,2646.0139
0.02,3,14.7421,7652.8264,25.5305,2661.1283
0.03,3,14.5263,7657.7826,25.1567,2676.4349
0.04,3,14.3167,7662.587,24.7937,2691.8878
0.05,3,14.113,7667.2465,24.4409,2707.4462
0.06,3,13.9151,7671.7674,24.0979,2723.074
0.07,3,13.7225,7676.1558,23.7644,2738.7393
0.08,3,13.5352,7680.4174,23.44,2754.4137
0.09,3,13.3529,7684.5575,23.1242,2770.0722
0.1,3,13.1754,7688.5811,22.8168,2785.6928
0.11,3,13.0026,7692.4932,22.5174,2801.2561
0.12,3,12.8342,7696.2981,22.2258,2816.7452
0.13,3,12.6701,7700.0003,21.9415,2832.145
0.14,3,12.5101,7703.6037,21.6644,2847.4427
0.15,3,12.3541,7707.1123,21.3942,2862.6269
0.16,3,12.2019,7710.5297,21.1306,2877.688
0.17,3,12.0535,7713.8594,20.8734,2892.6174
0.18,3,11.9085,7717.1046,20.6223,2907.408
0.19,3,11.767,7720.2686,20.3772,2922.0536
0.2,3,11.6288,7723.3543,20.1378,2936.5492
0.21,3,11.4938,7726.3646,19.904,2950.8905
0.22,3,11.3619,7729.3021,19.6755,2965.0739
0.23,3,11.233,7732.1695,19.4522,2979.0966
0.24,3,11.1069,7734.9693,19.2338,2992.9565
0.25,3,10.9837,7737.7037,19.0203,3006.6518
0.26,3,10.8631,7740.375,18.8115,3020.1813
0.27,3,10.7452,7742.9853,18.6072,3033.5444
0.28,3,10.6297,7745.5368,18.4073,3046.7407
0.29,3,10.5168,7748.0314,18.2116,3059.77
0.3,3,10.4061,7750.4708,18.02,3072.6328
0.31,3,10.2978,7752.857,17.8323,3085.3295
0.32,3,10.1917,7755.1917,17.6486,3097.8609
0.33,3,10.0878,7757.4764,17.4685,3110.228
0.34,3,9.986,7759.7128,17.2921,3122.4318
0.35,3,9.8861,7761.9024,17.1193,3134.4739
0.36,3,9.7883,7764.0465,16.9498,3146.3554
0.37,3,9.6924,7766.1467,16.7836,3158.0781
0.38,3,9.5983,7768.2042,16.6207,3169.6436
0.39,3,9.506,7770.2203,16.4609,3181.0536
0.4,3,9.4155,7772.1962,16.3041,3192.31
0.41,3,9.3267,7774.1332,16.1502,3203.4146
0.42,3,9.2396,7776.0324,15.9993,3214.3694
0.43,3,9.154,7777.8947,15.8511,3225.1764
0.44,3,9.07,7779.7214,15.7056,3235.8375
0.45,3,8.9876,7781.5134,15.5628,3246.3548
0.46,3,8.9066,7783.2717,15.4226,3256.7304
0.47,3,8.8271,7784.9973,15.2848,3266.9662
0.48,3,8.749,7786.6909,15.1495,3277.0645
0.49,3,8.6722,7788.3535,15.0165,3287.0272
0.5,3,8.5968,7789.986,14.8859,3296.8564
0.51,3,8.5227,7791.5891,14.7575,3306.5543
0.52,3,8.4498,7793.1637,14.6313,3316.1227
0.53,3,8.3782,7794.7104,14.5072,3325.5639
0.54,3,8.3077,7796.2301,14.3852,3334.8798
0.55,3,8.2385,7797.7234,14.2653,3344.0725
0.56,3,8.1704,7799.1909,14.1473,3353.1439
0.57,3,8.1034,7800.6334,14.0312,3362.0961
0.58,3,8.0375,7802.0515,13.9171,3370.9309
0.59,3,7.9726,7803.4457,13.8047,3379.6503
0.6,3,7.9088,7804.8168,13.6942,3388.2562
0.61,3,7.846,7806.1652,13.5854,3396.7505
0.62,3,7.7842,7807.4915,13.4784,3405.1351
0.63,3,7.7234,7808.7963,13.373,3413.4118
0.64,3,7.6635,7810.08,13.2692,3421.5823
0.65,3,7.6045,7811.3432,13.1671,3429.6485
0.66,3,7.5464,7812.5864,13.0665,3437.6121
0.67,3,7.4892,7813.8099,12.9674,3445.4748
0.68,3,7.4329,7815.0144,12.8698,3453.2383
0.69,3,7.3774,7816.2002,12.7736,3460.9043
0.7,3,7.3227,7817.3677,12.6789,3468.4744
0.71,3,7.2688,7818.5174,12.5856,3475.9502
0.72,3,7.2157,7819.6497,12.4936,3483.3333
0.73,3,7.1634,7820.765,12.403,3490.6253
0.74,3,7.1118,7821.8636,12.3137,3497.8276
0.75,3,7.061,7822.9459,12.2256,3504.9418
0.76,3,7.0109,7824.0123,12.1388,3511.9693
0.77,3,6.9615,7825.0631,12.0533,3518.9116
0.78,3,6.9128,7826.0987,11.9689,3525.77
0.79,3,6.8647,7827.1194,11.8857,3532.5461
0.8,3,6.8173,7828.1255,11.8036,3539.2411
0.81,3,6.7706,7829.1173,11.7226,3545.8564
0.82,3,6.7245,7830.0951,11.6428,3552.3932
0.83,3,6.679,7831.0592,11.564,3558.853
0.84,3,6.6342,7832.0099,11.4863,3565.2368
0.85,3,6.5899,7832.9475,11.4097,3571.5461
0.86,3,6.5463,7833.8722,11.334,3577.7819
0.87,3,6.5031,7834.7844,11.2594,3583.9456
0.88,3,6.4606,7835.6842,11.1857,3590.0382
0.89,3,6.4186,7836.5719,11.113,3596.0609
0.9,3,6.3772,7837.4477,11.0412,3602.0148
0.91,3,6.3363,7838.3119,10.9703,3607.9011
0.92,3,6.2959,7839.1648,10.9003,3613.7208
0.93,3,6.256,7840.0065,10.8313,3619.475
0.94,3,6.2166,7840.8372,10.7631,3625.1647
0.95,3,6.1777,7841.6572,10.6957,3630.7909
0.96,3,6.1393,7842.4666,10.6292,3636.3547
0.97,3,6.1014,7843.2658,10.5635,3641.857
0.98,3,6.0639,7844.0548,10.4986,3647.2988
0.99,3,6.0269,7844.8338,10.4345,3652.6811
