n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,4,10.105,10.091,20.196,13799.3597,13917.8714,13160.4003,30.2792,0.00690528,30.2774,6954.6357,8597.0661,7359.371
0.02,4,9.98045,9.96663,19.9471,13799.3619,13911.8084,13165.4281,29.9057,0.00686566,29.904,6966.525,8584.6632,7352.886
0.03,4,9.85863,9.84504,19.7036,13799.3641,13905.9953,13170.4421,29.5404,0.00682858,29.5388,6978.2024,8572.6295,7346.9352
0.04,4,9.73948,9.72612,19.4656,13799.3662,13900.4206,13175.4381,29.1832,0.00679393,29.1817,6989.6705,8560.9517,7341.4879
0.05,4,9.62293,9.60978,19.2327,13799.3682,13895.0733,13180.4122,28.8337,0.00676158,28.8323,7000.9321,8549.6167,7336.5148
0.06,4,9.50889,9.49596,19.0048,13799.3702,13889.9428,13185.3608,28.4918,0.00673143,28.4905,7011.9901,8538.6122,7331.9885
0.07,4,9.3973,9.38459,18.7819,13799.3722,13885.0194,13190.2808,28.1572,0.00670338,28.156,7022.8475,8527.9261,7327.8831
0.08,4,9.28809,9.27558,18.5637,13799.374,13880.2935,13195.1695,27.8297,0.00667732,27.8287,7033.5077,8517.547,7324.1741
0.09,4,9.1812,9.16888,18.3501,13799.3759,13875.7562,13200.0243,27.5092,0.00665317,27.5083,7043.9737,8507.4639,7320.8386
0.1,4,9.07654,9.06443,18.1409,13799.3777,13871.399,13204.843,27.1954,0.00663082,27.1946,7054.2492,8497.6662,7317.8549
0.11,4,8.97407,8.96215,17.9362,13799.3794,13867.2139,13209.6238,26.8882,0.00661019,26.8874,7064.3373,8488.1438,7315.2026
0.12,4,8.87372,8.86199,17.7357,13799.3811,13863.1932,13214.365,26.5873,0.00659119,26.5866,7074.2417,8478.8869,7312.8623
0.13,4,8.77543,8.76388,17.5393,13799.3828,13859.3296,13219.065,26.2926,0.00657375,26.292,7083.9658,8469.8861,7310.8159
0.14,4,8.67914,8.66778,17.3469,13799.3844,13855.6161,13223.7225,26.0039,0.00655778,26.0034,7093.513,8461.1325,7309.0463
0.15,4,8.5848,8.57362,17.1584,13799.386,13852.0463,13228.3366,25.721,0.00654322,25.7206,7102.8869,8452.6174,7307.5373
0.16,4,8.49236,8.48135,16.9737,13799.3876,13848.6139,13232.9061,25.4439,0.00652999,25.4436,7112.091,8444.3326,7306.2737
0.17,4,8.40176,8.39092,16.7927,13799.3891,13845.3128,13237.4304,25.1722,0.00651802,25.172,7121.1286,8436.2701,7305.2411
0.18,4,8.31296,8.30228,16.6152,13799.3906,13842.1375,13241.9088,24.9059,0.00650725,24.9058,7130.0033,8428.4223,7304.426
0.19,4,8.22589,8.21538,16.4412,13799.392,13839.0826,13246.3408,24.6449,0.00649761,24.6448,7138.7183,8420.7818,7303.8156
0.2,4,8.14053,8.13017,16.2707,13799.3934,13836.1429,13250.7259,24.3889,0.00648906,24.389,7147.2772,8413.3415,7303.3979
0.21,4,8.05681,8.04661,16.1034,13799.3948,13833.3136,13255.0638,24.1379,0.00648152,24.138,7155.6831,8406.0948,7303.1615
0.22,4,7.9747,7.96466,15.9393,13799.3961,13830.59,13259.3544,23.8917,0.00647496,23.8919,7163.9394,8399.0352,7303.0957
0.23,4,7.89416,7.88426,15.7784,13799.3975,13827.9678,13263.5974,23.6502,0.00646932,23.6505,7172.0493,8392.1563,7303.1902
0.24,4,7.81514,7.80539,15.6205,13799.3987,13825.4426,13267.7928,23.4133,0.00646454,23.4136,7180.0159,8385.4522,7303.4357
0.25,4,7.7376,7.728,15.4656,13799.4,13823.0106,13271.9406,23.1808,0.00646059,23.1812,7187.8423,8378.9172,7303.823
0.26,4,7.6615,7.65204,15.3135,13799.4012,13820.6678,13276.0409,22.9527,0.00645741,22.9531,7195.5317,8372.5456,7304.3437
0.27,4,7.58681,7.5775,15.1643,13799.4024,13818.4106,13280.0938,22.7287,0.00645498,22.7293,7203.087,8366.3322,7304.9896
0.28,4,7.51349,7.50431,15.0178,13799.4036,13816.2355,13284.0994,22.5089,0.00645324,22.5095,7210.5112,8360.2718,7305.7533
0.29,4,7.44151,7.43247,14.8739,13799.4048,13814.1393,13288.0581,22.2931,0.00645216,22.2938,7217.8071,8354.3596,7306.6275
0.3,4,7.37083,7.36191,14.7327,13799.4059,13812.1187,13291.9699,22.0812,0.0064517,22.0819,7224.9775,8348.5907,7307.6055
0.31,4,7.30141,7.29263,14.594,13799.407,13810.1708,13295.8354,21.873,0.00645183,21.8738,7232.0253,8342.9607,7308.6809
0.32,4,7.23324,7.22458,14.4578,13799.4081,13808.2926,13299.6547,21.6686,0.00645252,21.6695,7238.9531,8337.4651,7309.8476
0.33,4,7.16626,7.15773,14.324,13799.4091,13806.4815,13303.4282,21.4678,0.00645374,21.4687,7245.7636,8332.0997,7311.0999
0.34,4,7.10046,7.09205,14.1925,13799.4101,13804.7347,13307.1564,21.2705,0.00645544,21.2715,7252.4593,8326.8605,7312.4325
0.35,4,7.03581,7.02752,14.0633,13799.4112,13803.0498,13310.8395,21.0767,0.00645762,21.0777,7259.0428,8321.7436,7313.8402
0.36,4,6.97227,6.9641,13.9363,13799.4121,13801.4244,13314.4781,20.8862,0.00646024,20.8873,7265.5166,8316.7452,7315.3181
0.37,4,6.90983,6.90177,13.8116,13799.4131,13799.8561,13318.0726,20.6989,0.00646327,20.7001,7271.883,8311.8616,7316.8619
0.38,4,6.84845,6.84051,13.6889,13799.4141,13798.3429,13321.6234,20.5149,0.0064667,20.5161,7278.1444,8307.0894,7318.467
0.39,4,6.7881,6.78027,13.5683,13799.415,13796.8825,13325.1311,20.334,0.00647049,20.3352,7284.3031,8302.4253,7320.1296
0.4,4,6.72877,6.72105,13.4498,13799.4159,13795.473,13328.596,20.1561,0.00647464,20.1574,7290.3614,8297.8659,7321.8456
0.41,4,6.67043,6.66282,13.3332,13799.4168,13794.1125,13332.0187,19.9812,0.0064791,19.9825,7296.3214,8293.4082,7323.6116
