n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,4,19.8243,20.9622,40.7848,13830.0841,13665.6319,12308.2447,60.5903,1.21192,61.7347,6010.4646,8944.4105,6218.9067
0.02,4,19.602,20.7408,40.3411,13830.1357,13668.2691,12325.3112,59.9243,1.21315,61.0696,6031.7151,8934.5775,6231.3302
0.03,4,19.3845,20.5242,39.9069,13830.1861,13670.8297,12341.9996,59.2726,1.21436,60.4188,6052.5345,8924.9526,6243.6745
0.04,4,19.1716,20.3121,39.482,13830.2353,13673.3168,12358.3222,58.6346,1.21554,59.7817,6072.9355,8915.5294,6255.9351
0.05,4,18.9632,20.1045,39.0659,13830.2833,13675.7333,12374.2908,58.0101,1.2167,59.158,6092.93,8906.3016,6268.1079
0.06,4,18.7591,19.9012,38.6585,13830.3302,13678.082,12389.9169,57.3984,1.21783,58.5472,6112.5296,8897.2635,6280.1896
0.07,4,18.5592,19.7021,38.2594,13830.376,13680.3657,12405.2111,56.7994,1.21894,57.949,6131.7457,8888.4092,6292.1771
0.08,4,18.3633,19.5071,37.8685,13830.4208,13682.5868,12420.184,56.2125,1.22002,57.363,6150.5889,8879.7333,6304.0677
0.09,4,18.1714,19.3159,37.4854,13830.4646,13684.7477,12434.8455,55.6374,1.22108,56.7887,6169.0697,8871.2306,6315.8591
0.1,4,17.9833,19.1286,37.1099,13830.5074,13686.8507,12449.2052,55.0738,1.22212,56.2259,6187.1981,8862.896,6327.5495
0.11,4,17.799,18.945,36.7419,13830.5492,13688.8981,12463.2723,54.5214,1.22313,55.6742,6204.9839,8854.7247,6339.137
0.12,4,17.6182,18.7649,36.3811,13830.5902,13690.8919,12477.0555,53.9797,1.22413,55.1333,6222.4364,8846.712,6350.6205
0.13,4,17.4409,18.5884,36.0272,13830.6302,13692.8341,12490.5634,53.4485,1.2251,54.6028,6239.5646,8838.8533,6361.9986
0.14,4,17.267,18.4152,35.6801,13830.6694,13694.7265,12503.8041,52.9275,1.22606,54.0825,6256.3774,8831.1444,6373.2706
0.15,4,17.0965,18.2453,35.3396,13830.7078,13696.5711,12516.7855,52.4164,1.22699,53.5721,6272.883,8823.581,6384.4356
0.16,4,16.9291,18.0786,35.0056,13830.7454,13698.3694,12529.515,51.9149,1.22791,53.0713,6289.0897,8816.1592,6395.4933
0.17,4,16.7649,17.915,34.6777,13830.7822,13700.1232,12541.9999,51.4227,1.22881,52.5799,6305.0053,8808.8751,6406.4432
0.18,4,16.6037,17.7545,34.3559,13830.8182,13701.834,12554.2471,50.9397,1.22969,52.0975,6320.6374,8801.725,6417.2851
0.19,4,16.4454,17.5969,34.04,13830.8535,13703.5033,12566.2634,50.4655,1.23056,51.6239,6335.9934,8794.7051,6428.0191
0.2,4,16.29,17.4421,33.7299,13830.8881,13705.1326,12578.0552,49.9999,1.23141,51.159,6351.0804,8787.8121,6438.6452
0.21,4,16.1375,17.2901,33.4253,13830.922,13706.7232,12589.6287,49.5426,1.23224,50.7024,6365.9052,8781.0427,6449.1636
0.22,4,15.9876,17.1409,33.1261,13830.9552,13708.2764,12600.99,49.0935,1.23306,50.2539,6380.4745,8774.3935,6459.5746
0.23,4,15.8404,16.9942,32.8322,13830.9878,13709.7935,12612.1448,48.6524,1.23386,49.8134,6394.7947,8767.8614,6469.8785
0.24,4,15.6957,16.8502,32.5435,13831.0198,13711.2758,12623.0987,48.2189,1.23465,49.3806,6408.872,8761.4435,6480.076
0.25,4,15.5536,16.7086,32.2598,13831.0511,13712.7243,12633.857,47.793,1.23542,48.9553,6422.7126,8755.1367,6490.1675
0.26,4,15.4139,16.5695,31.9809,13831.0818,13714.1401,12644.425,47.3745,1.23618,48.5373,6436.322,8748.9384,6500.1536
0.27,4,15.2766,16.4328,31.7069,13831.112,13715.5244,12654.8076,46.963,1.23693,48.1264,6449.7062,8742.8457,6510.0351
0.28,4,15.1416,16.2983,31.4374,13831.1416,13716.8781,12665.0097,46.5585,1.23766,47.7225,6462.8704,8736.856,6519.8127
0.29,4,15.0089,16.1661,31.1725,13831.1706,13718.2022,12675.0359,46.1608,1.23838,47.3254,6475.82,8730.9668,6529.4872
0.3,4,14.8784,16.0362,30.912,13831.1991,13719.4976,12684.8908,45.7698,1.23909,46.9348,6488.5601,8725.1755,6539.0594
0.31,4,14.75,15.9083,30.6558,13831.2271,13720.7653,12694.5787,45.3851,1.23979,46.5508,6501.0957,8719.4799,6548.5302
0.32,4,14.6238,15.7826,30.4037,13831.2546,13722.0061,12704.1038,45.0068,1.24047,46.173,6513.4316,8713.8776,6557.9005
0.33,4,14.4996,15.6589,30.1558,13831.2816,13723.2209,12713.4702,44.6346,1.24114,45.8013,6525.5725,8708.3664,6567.1712
0.34,4,14.3774,15.5372,29.9119,13831.3081,13724.4103,12722.6818,44.2684,1.2418,45.4356,6537.5229,8702.944,6576.3434
0.35,4,14.2571,15.4174,29.6718,13831.3342,13725.5753,12731.7425,43.9081,1.24245,45.0758,6549.2872,8697.6084,6585.418
0.36,4,14.1388,15.2996,29.4356,13831.3598,13726.7165,12740.6558,43.5535,1.24309,44.7217,6560.8696,8692.3576,6594.3961
0.37,4,14.0223,15.1836,29.2031,13831.3849,13727.8347,12749.4255,43.2044,1.24372,44.3731,6572.2744,8687.1896,6603.2785
0.38,4,13.9076,15.0694,28.9742,13831.4096,13728.9305,12758.0548,42.8608,1.24434,44.03,6583.5054,8682.1025,6612.0665
0.39,4,13.7947,14.957,28.7488,13831.4339,13730.0046,12766.5473,42.5225,1.24495,43.6922,6594.5667,8677.0944,6620.761
0.4,4,13.6835,14.8463,28.5269,13831.4578,13731.0575,12774.906,42.1894,1.24555,43.3596,6605.4619,8672.1635,6629.363
0.41,4,13.5741,14.7372,28.3084,13831.4813,13732.0901,12783.1343,41.8614,1.24614,43.0321,6616.1948,8667.3081,6637.8737
0.42,4,13.4663,14.6299,28.0932,13831.5044,13733.1027,12791.235,41.5384,1.24672,42.7095,6626.7689,8662.5265,6646.2942
0.43,4,13.3601,14.5241,27.8813,13831.5271,13734.096,12799.2111,41.2202,1.24729,42.3918,6637.1877,8657.817,6654.6254
0.44,4,13.2555,14.42,27.6725,13831.5495,13735.0705,12807.0656,40.9067,1.24786,42.0788,6647.4545,8653.1781,6662.8685
0.45,4,13.1524,14.3173,27.4668,13831.5715,13736.0268,12814.8011,40.5979,1.24841,41.7704,6657.5727,8648.6082,6671.0245
0.46,4,13.0509,14.2162,27.2641,13831.5931,13736.9654,12822.4204,40.2936,1.24896,41.4666,6667.5454,8644.1058,6679.0945
0.47,4,12.9508,14.1166,27.0643,13831.6144,13737.8867,12829.9261,39.9938,1.2495,41.1672,6677.3756,8639.6695,6687.0796
0.48,4,12.8522,14.0184,26.8675,13831.6354,13738.7912,12837.3206,39.6983,1.25003,40.8721,6687.0664,8635.2978,6694.9809
0.49,4,12.755,13.9216,26.6735,13831.656,13739.6793,12844.6066,39.407,1.25055,40.5813,6696.6208,8630.9893,6702.7993
0.5,4,12.6592,13.8262,26.4822,13831.6763,13740.5516,12851.7862,39.1199,1.25106,40.2946,6706.0415,8626.7427,6710.536
0.51,4,12.5647,13.7321,26.2937,13831.6963,13741.4085,12858.8619,38.8369,1.25157,40.012,6715.3313,8622.5568,6718.192
0.52,4,12.4716,13.6394,26.1078,13831.716,13742.2503,12865.8359,38.5578,1.25207,39.7333,6724.493,8618.4302,6725.7683
0.53,4,12.3798,13.548,25.9245,13831.7353,13743.0774,12872.7105,38.2827,1.25256,39.4586,6733.529,8614.3617,6733.2661
0.54,4,12.2892,13.4578,25.7437,13831.7544,13743.8903,12879.4876,38.0113,1.25305,39.1876,6742.4421,8610.3501,6740.6862
0.55,4,12.1999,13.3689,25.5655,13831.7732,13744.6892,12886.1694,37.7437,1.25353,38.9204,6751.2345,8606.3943,6748.0297
0.56,4,12.1118,13.2812,25.3897,13831.7918,13745.4747,12892.7579,37.4798,1.254,38.6569,6759.9089,8602.4931,6755.2977
0.57,4,12.0249,13.1947,25.2162,13831.81,13746.2469,12899.255,37.2194,1.25447,38.3969,6768.4675,8598.6454,6762.4911
0.58,4,11.9392,13.1093,25.0451,13831.828,13747.0063,12905.6627,36.9626,1.25493,38.1405,6776.9126,8594.8501,6769.6109
0.59,4,11.8546,13.0251,24.8763,13831.8457,13747.7532,12911.9827,36.7092,1.25538,37.8875,6785.2464,8591.1062,6776.6581
0.6,4,11.7712,12.942,24.7098,13831.8632,13748.4878,12918.2169,36.4591,1.25583,37.6378,6793.4711,8587.4127,6783.6337
0.61,4,11.6888,12.8601,24.5455,13831.8804,13749.2105,12924.367,36.2124,1.25627,37.3915,6801.5889,8583.7686,6790.5385
0.62,4,11.6076,12.7792,24.3833,13831.8974,13749.9216,12930.4347,35.9689,1.2567,37.1484,6809.6017,8580.173,6797.3737
0.63,4,11.5274,12.6993,24.2232,13831.9141,13750.6214,12936.4217,35.7286,1.25713,36.9084,6817.5117,8576.6248,6804.14
0.64,4,11.4482,12.6205,24.0652,13831.9306,13751.3101,12942.3296,35.4914,1.25756,36.6716,6825.3207,8573.1231,6810.8384
0.65,4,11.3701,12.5427,23.9092,13831.9469,13751.9881,12948.16,35.2573,1.25798,36.4378,6833.0307,8569.6671,6817.4699
0.66,4,11.2929,12.4659,23.7553,13831.9629,13752.6555,12953.9143,35.0262,1.25839,36.2071,6840.6435,8566.256,6824.0353
0.67,4,11.2168,12.3901,23.6033,13831.9788,13753.3126,12959.594,34.798,1.2588,35.9792,6848.161,8562.8888,6830.5355
0.68,4,11.1416,12.3152,23.4532,13831.9944,13753.9597,12965.2007,34.5726,1.2592,35.7543,6855.585,8559.5647,6836.9713
0.69,4,11.0673,12.2413,23.305,13832.0098,13754.5971,12970.7357,34.3502,1.2596,35.5321,6862.917,8556.2829,6843.3438
0.7,4,10.994,12.1683,23.1587,13832.025,13755.2248,12976.2004,34.1305,1.25999,35.3128,6870.159,8553.0426,6849.6536
0.71,4,10.9216,12.0962,23.0141,13832.0399,13755.8432,12981.5961,33.9135,1.26038,35.0961,6877.3124,8549.8432,6855.9017
0.72,4,10.8501,12.025,22.8714,13832.0547,13756.4525,12986.9242,33.6992,1.26076,34.8822,6884.379,8546.6837,6862.0889
0.73,4,10.7794,11.9547,22.7304,13832.0693,13757.0529,12992.1858,33.4875,1.26114,34.6708,6891.3602,8543.5635,6868.216
0.74,4,10.7096,11.8852,22.5911,13832.0837,13757.6446,12997.3824,33.2784,1.26151,34.4621,6898.2576,8540.4819,6874.2838
0.75,4,10.6407,11.8166,22.4535,13832.098,13758.2277,13002.515,33.0718,1.26188,34.2558,6905.0728,8537.4381,6880.2931
0.76,4,10.5726,11.7488,22.3175,13832.112,13758.8025,13007.5848,32.8677,1.26225,34.052,6911.807,8534.4316,6886.2447
0.77,4,10.5052,11.6818,22.1832,13832.1258,13759.3692,13012.5931,32.666,1.26261,33.8507,6918.4619,8531.4616,6892.1393
0.78,4,10.4387,11.6156,22.0505,13832.1395,13759.928,13017.5409,32.4668,1.26296,33.6518,6925.0388,8528.5275,6897.9778
0.79,4,10.373,11.5502,21.9193,13832.153,13760.479,13022.4293,32.2699,1.26332,33.4552,6931.539,8525.6286,6903.7608
0.8,4,10.3081,11.4856,21.7897,13832.1664,13761.0223,13027.2594,32.0753,1.26366,33.2609,6937.9639,8522.7643,6909.4891
0.81,4,10.2439,11.4217,21.6616,13832.1795,13761.5583,13032.0323,31.8829,1.26401,33.0689,6944.3148,8519.9341,6915.1635
0.82,4,10.1804,11.3586,21.535,13832.1925,13762.0869,13036.7489,31.6929,1.26435,32.8792,6950.5929,8517.1374,6920.7847
0.83,4,10.1177,11.2961,21.4098,13832.2054,13762.6085,13041.4103,31.505,1.26469,32.6916,6956.7995,8514.3735,6926.3533
0.84,4,10.0557,11.2344,21.2861,13832.2181,13763.123,13046.0174,31.3192,1.26502,32.5061,6962.9358,8511.6419,6931.8701
0.85,4,9.99443,11.1734,21.1638,13832.2306,13763.6308,13050.5713,31.1356,1.26535,32.3228,6969.003,8508.942,6937.3357
