n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,2,15.0399,7645.9698,26.0464,2641.0272
0.02,2,14.8895,7649.4345,25.7859,2651.0277
0.03,2,14.7421,7652.8264,25.5305,2661.1283
0.04,2,14.5975,7656.1477,25.2801,2671.3143
0.05,2,14.4558,7659.4006,25.0345,2681.5717
0.06,2,14.3167,7662.587,24.7937,2691.8877
0.07,2,14.1803,7665.709,24.5574,2702.2506
0.08,2,14.0464,7668.7685,24.3255,2712.6494
0.09,2,13.9151,7671.7674,24.0979,2723.074
0.1,2,13.7861,7674.7074,23.8746,2733.5152
0.11,2,13.6595,7677.5902,23.6553,2743.9643
0.12,2,13.5352,7680.4174,23.44,2754.4137
0.13,2,13.4131,7683.1906,23.2285,2764.8559
0.14,2,13.2932,7685.9114,23.0208,2775.2843
0.15,2,13.1754,7688.5811,22.8168,2785.6928
0.16,2,13.0597,7691.2013,22.6163,2796.0758
0.17,2,12.946,7693.7732,22.4194,2806.4282
0.18,2,12.8342,7696.2981,22.2258,2816.7452
0.19,2,12.7243,7698.7774,22.0354,2827.0225
0.2,2,12.6163,7701.2122,21.8484,2837.2562
0.21,2,12.5101,7703.6037,21.6644,2847.4427
0.22,2,12.4057,7705.9531,21.4835,2857.5788
0.23,2,12.303,7708.2614,21.3056,2867.6614
0.24,2,12.2019,7710.5297,21.1306,2877.688
0.25,2,12.1025,7712.759,20.9584,2887.656
0.26,2,12.0048,7714.9503,20.789,2897.5633
0.27,2,11.9085,7717.1046,20.6223,2907.408
0.28,2,11.8138,7719.2228,20.4583,2917.1882
0.29,2,11.7206,7721.3057,20.2968,2926.9024
0.3,2,11.6288,7723.3543,20.1378,2936.5492
0.31,2,11.5385,7725.3694,19.9813,2946.1274
0.32,2,11.4495,7727.3517,19.8272,2955.636
0.33,2,11.3619,7729.3021,19.6755,2965.0739
0.34,2,11.2756,7731.2214,19.526,2974.4404
0.35,2,11.1906,7733.1102,19.3788,2983.7348
0.36,2,11.1069,7734.9693,19.2338,2992.9565
0.37,2,11.0245,7736.7993,19.091,3002.105
0.38,2,10.9432,7738.601,18.9502,3011.1801
0.39,2,10.8631,7740.375,18.8115,3020.1813
0.4,2,10.7842,7742.1219,18.6748,3029.1086
0.41,2,10.7064,7743.8423,18.5401,3037.9617
0.42,2,10.6297,7745.5368,18.4073,3046.7407
0.43,2,10.5541,7747.2061,18.2763,3055.4455
0.44,2,10.4796,7748.8506,18.1472,3064.0761
0.45,2,10.4061,7750.4708,18.02,3072.6328
0.46,2,10.3337,7752.0675,17.8944,3081.1157
0.47,2,10.2622,7753.6409,17.7707,3089.525
0.48,2,10.1917,7755.1917,17.6486,3097.8609
0.49,2,10.1222,7756.7203,17.5281,3106.1238
0.5,2,10.0536,7758.2272,17.4093,3114.314
0.51,2,9.986,7759.7128,17.2921,3122.4318
0.52,2,9.9192,7761.1776,17.1765,3130.4777
0.53,2,9.8533,7762.6221,17.0624,3138.4521
0.54,2,9.7883,7764.0465,16.9498,3146.3554
0.55,2,9.7241,7765.4514,16.8386,3154.1881
0.56,2,9.6608,7766.8372,16.7289,3161.9507
0.57,2,9.5983,7768.2042,16.6207,3169.6436
0.58,2,9.5366,7769.5528,16.5138,3177.2675
0.59,2,9.4757,7770.8833,16.4083,3184.8227
0.6,2,9.4155,7772.1962,16.3041,3192.31
0.61,2,9.3561,7773.4918,16.2012,3199.7298
0.62,2,9.2975,7774.7704,16.0996,3207.0828
0.63,2,9.2396,7776.0324,15.9993,3214.3694
0.64,2,9.1824,7777.278,15.9002,3221.5904
0.65,2,9.1259,7778.5076,15.8023,3228.7462
0.66,2,9.07,7779.7214,15.7056,3235.8375
0.67,2,9.0149,7780.9199,15.6101,3242.8649
0.68,2,8.9604,7782.1032,15.5158,3249.829
0.69,2,8.9066,7783.2717,15.4226,3256.7304
0.7,2,8.8534,7784.4257,15.3304,3263.5697
0.71,2,8.8009,7785.5653,15.2394,3270.3475
0.72,2,8.749,7786.6909,15.1495,3277.0645
0.73,2,8.6976,7787.8027,15.0606,3283.7212
0.74,2,8.6469,7788.901,14.9727,3290.3183
0.75,2,8.5968,7789.986,14.8859,3296.8564
0.76,2,8.5472,7791.058,14.8,3303.3361
0.77,2,8.4982,7792.1171,14.7152,3309.758
0.78,2,8.4498,7793.1637,14.6313,3316.1227
0.79,2,8.4019,7794.1979,14.5483,3322.4309
0.8,2,8.3546,7795.22,14.4663,3328.6831
0.81,2,8.3077,7796.2301,14.3852,3334.8798
0.82,2,8.2614,7797.2285,14.305,3341.0219
0.83,2,8.2157,7798.2154,14.2257,3347.1097
0.84,2,8.1704,7799.1909,14.1473,3353.1439
0.85,2,8.1256,7800.1553,14.0697,3359.1252
0.86,2,8.0813,7801.1088,13.993,3365.0539
0.87,2,8.0375,7802.0515,13.9171,3370.9309
0.88,2,7.9941,7802.9836,13.842,3376.7565
0.89,2,7.9513,7803.9053,13.7677,3382.5315
0.9,2,7.9088,7804.8168,13.6942,3388.2562
0.91,2,7.8669,7805.7182,13.6215,3393.9314
0.92,2,7.8253,7806.6097,13.5496,3399.5575
0.93,2,7.7842,7807.4915,13.4784,3405.1351
0.94,2,7.7436,7808.3637,13.4079,3410.6648
0.95,2,7.7033,7809.2265,13.3382,3416.147
0.96,2,7.6635,7810.08,13.2692,3421.5823
0.97,2,7.6241,7810.9244,13.2009,3426.9712
0.98,2,7.585,7811.7598,13.1334,3432.3143
0.99,2,7.5464,7812.5864,13.0665,3437.6121
