n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,3,20.6174,7416.9792,35.7084,64.1433
0.02,3,20.4006,7422.9867,35.3329,126.9372
0.03,3,20.1868,7428.9515,34.9624,188.4092
0.04,3,19.9759,7434.8695,34.5971,248.587
0.05,3,19.7679,7440.737,34.2368,307.498
0.06,3,19.5629,7446.5508,33.8816,365.1696
0.07,3,19.3608,7452.308,33.5316,421.6291
0.08,3,19.1616,7458.0061,33.1865,476.9035
0.09,3,18.9653,7463.6429,32.8465,531.0196
0.1,3,18.7719,7469.2164,32.5115,584.004
0.11,3,18.5814,7474.7252,32.1815,635.883
0.12,3,18.3937,7480.1677,31.8563,686.6822
0.13,3,18.2088,7485.5429,31.5361,736.4272
0.14,3,18.0267,7490.8498,31.2207,785.1431
0.15,3,17.8474,7496.0878,30.91,832.8544
0.16,3,17.6708,7501.2563,30.6041,879.5854
0.17,3,17.4969,7506.3548,30.3028,925.3596
0.18,3,17.3256,7511.3832,30.0062,970.2004
0.19,3,17.157,7516.3414,29.714,1014.1305
0.2,3,16.9909,7521.2294,29.4264,1057.1721
0.21,3,16.8274,7526.0473,29.1432,1099.3471
0.22,3,16.6664,7530.7954,28.8643,1140.6766
0.23,3,16.5079,7535.4739,28.5897,1181.1816
0.24,3,16.3519,7540.0834,28.3194,1220.8823
0.25,3,16.1982,7544.6242,28.0532,1259.7986
0.26,3,16.0469,7549.0969,27.7911,1297.9497
0.27,3,15.8979,7553.5021,27.533,1335.3545
0.28,3,15.7512,7557.8404,27.2789,1372.0315
0.29,3,15.6068,7562.1127,27.0287,1407.9986
0.3,3,15.4646,7566.3195,26.7823,1443.2732
0.31,3,15.3245,7570.4616,26.5397,1477.8724
0.32,3,15.1866,7574.5399,26.3008,1511.8126
0.33,3,15.0508,7578.5551,26.0656,1545.1102
0.34,3,14.917,7582.5082,25.8338,1577.7807
0.35,3,14.7853,7586.3999,25.6057,1609.8395
0.36,3,14.6555,7590.2312,25.3809,1641.3015
0.37,3,14.5277,7594.0028,25.1596,1672.1811
0.38,3,14.4019,7597.7158,24.9415,1702.4926
0.39,3,14.2779,7601.371,24.7268,1732.2495
0.4,3,14.1557,7604.9694,24.5152,1761.4652
0.41,3,14.0354,7608.5117,24.3068,1790.1528
0.42,3,13.9169,7611.999,24.1015,1818.3249
0.43,3,13.8001,7615.4321,23.8992,1845.9937
0.44,3,13.6851,7618.812,23.6999,1873.1712
0.45,3,13.5717,7622.1394,23.5035,1899.8691
0.46,3,13.46,7625.4155,23.31,1926.0987
0.47,3,13.3499,7628.6409,23.1193,1951.8709
0.48,3,13.2414,7631.8166,22.9314,1977.1964
0.49,3,13.1345,7634.9434,22.7462,2002.0858
0.5,3,13.0291,7638.0223,22.5636,2026.549
0.51,3,12.9252,7641.054,22.3837,2050.596
0.52,3,12.8228,7644.0395,22.2063,2074.2363
0.53,3,12.7219,7646.9795,22.0315,2097.4793
0.54,3,12.6224,7649.8748,21.8591,2120.3341
0.55,3,12.5243,7652.7263,21.6891,2142.8094
0.56,3,12.4275,7655.5348,21.5216,2164.9138
0.57,3,12.3322,7658.301,21.3563,2186.6557
0.58,3,12.2381,7661.0257,21.1934,2208.0432
0.59,3,12.1453,7663.7097,21.0327,2229.0843
0.6,3,12.0539,7666.3537,20.8743,2249.7866
0.61,3,11.9636,7668.9585,20.718,2270.1576
0.62,3,11.8746,7671.5247,20.5638,2290.2046
0.63,3,11.7869,7674.0532,20.4118,2309.9347
0.64,3,11.7003,7676.5445,20.2618,2329.3548
0.65,3,11.6148,7678.9994,20.1138,2348.4716
0.66,3,11.5305,7681.4185,19.9678,2367.2917
0.67,3,11.4474,7683.8025,19.8237,2385.8215
0.68,3,11.3653,7686.1521,19.6815,2404.0672
0.69,3,11.2843,7688.4679,19.5413,2422.0348
0.7,3,11.2044,7690.7505,19.4028,2439.7301
0.71,3,11.1255,7693.0005,19.2662,2457.159
0.72,3,11.0477,7695.2185,19.1314,2474.327
0.73,3,10.9708,7697.4051,18.9983,2491.2396
0.74,3,10.895,7699.5609,18.8669,2507.9021
0.75,3,10.8201,7701.6865,18.7372,2524.3196
0.76,3,10.7462,7703.7823,18.6091,2540.4971
0.77,3,10.6732,7705.849,18.4827,2556.4396
0.78,3,10.6012,7707.8871,18.3579,2572.1519
0.79,3,10.53,7709.897,18.2347,2587.6386
0.8,3,10.4598,7711.8794,18.113,2602.9043
0.81,3,10.3904,7713.8347,17.9928,2617.9534
0.82,3,10.3218,7715.7633,17.8741,2632.7901
0.83,3,10.2542,7717.6659,17.7569,2647.4189
0.84,3,10.1873,7719.5428,17.6411,2661.8436
0.85,3,10.1213,7721.3944,17.5267,2676.0684
0.86,3,10.0561,7723.2214,17.4137,2690.0972
0.87,3,9.9916,7725.0241,17.3021,2703.9337
0.88,3,9.928,7726.8028,17.1918,2717.5817
0.89,3,9.8651,7728.5582,17.0828,2731.0448
0.9,3,9.8029,7730.2905,16.9752,2744.3266
0.91,3,9.7415,7732.0002,16.8688,2757.4306
0.92,3,9.6808,7733.6877,16.7637,2770.36
0.93,3,9.6208,7735.3533,16.6598,2783.1182
0.94,3,9.5616,7736.9975,16.5571,2795.7084
0.95,3,9.503,7738.6206,16.4557,2808.1338
0.96,3,9.4451,7740.223,16.3554,2820.3974
0.97,3,9.3879,7741.805,16.2562,2832.5021
0.98,3,9.3313,7743.3671,16.1582,2844.4511
0.99,3,9.2754,7744.9095,16.0613,2856.247
