n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,5,38.8115,76.491,37.7683,11422.9165,11155.556,13900.3072,3.847488,115.2594,114.2287,7293.0525,487.57993,6887.1207
0.02,5,37.6123,73.9161,36.3929,11601.1621,11167.6282,13900.2941,3.846141,111.485,110.2768,7473.004,942.31834,6715.6373
0.03,5,36.4111,71.3518,35.03,11769.6514,11197.5052,13900.273,3.844586,107.7193,106.3481,7630.3824,1364.424,6573.329
0.04,5,35.2232,68.828,33.6941,11927.1286,11241.1265,13900.2461,3.842903,104.0075,102.4871,7767.2215,1754.867,6458.2714
0.05,5,34.0603,66.3671,32.3961,12073.0723,11294.9338,13900.2155,3.841156,100.3836,98.72682,7885.6599,2115.1363,6367.9615
0.06,5,32.9308,63.9848,31.1432,12207.486,11355.9269,13900.1825,3.8394,96.8718,95.0905,7987.8046,2447.0409,6299.5999
0.07,5,31.8404,61.6916,29.9402,12330.7263,11421.6536,13900.1486,3.83766,93.4882,91.5934,8075.6468,2752.5549,6250.3146
0.08,5,30.7927,59.4938,28.7899,12443.3719,11490.1613,13900.1145,3.83599,90.2428,88.2443,8151.0151,3033.7043,6217.322
0.09,5,29.7898,57.3945,27.6933,12546.1259,11559.9307,13900.081,3.83438,87.1406,85.0474,8215.5555,3292.4881,6198.0326
0.1,5,28.8323,55.3941,26.6501,12639.7479,11629.8059,13900.0487,3.83287,84.1828,82.0031,8270.728,3530.8264,6190.1102
0.11,5,27.9201,53.4914,25.6595,12725.0075,11698.9268,13900.0179,3.83145,81.3681,79.1091,8317.814,3750.528,6191.4967
0.12,5,27.0522,51.6841,24.7198,12802.6539,11766.6701,13899.9889,3.83013,78.693,76.3614,8357.9299,3953.2742,6200.4121
0.13,5,26.2274,49.9687,23.829,12873.3976,11832.5983,13899.9619,3.82892,76.153,73.7546,8392.0428,4140.6116,6215.3396
0.14,5,25.444,48.3414,22.985,12937.9007,11896.4179,13899.9368,3.8278,73.7424,71.2826,8420.9871,4313.9529,6235.0023
0.15,5,24.7001,46.7979,22.1852,12996.7717,11957.9454,13899.9138,3.82679,71.4552,68.9388,8445.4813,4474.5811,6258.3352
0.16,5,23.9939,45.334,21.4274,13050.5653,12017.0804,13899.8929,3.82587,69.2852,66.7165,8466.1428,4623.6573,6284.4576
0.17,5,23.3233,43.9453,20.7091,13099.7834,12073.7843,13899.874,3.82505,67.226,64.609,8483.5017,4762.2296,6312.6459
0.18,5,22.6864,42.6274,20.028,13144.8785,12128.0639,13899.8571,3.82432,65.2713,62.6095,8498.0131,4891.2419,6342.3096
0.19,5,22.0813,41.3761,19.3819,13186.2564,12179.9584,13899.8421,3.82367,63.4151,60.7116,8510.0679,5011.5441,6372.9693
0.2,5,21.506,40.1876,18.7685,13224.2812,12229.5302,13899.8289,3.8231,61.6515,58.9092,8520.0016,5123.9007,6404.2382
0.21,5,20.959,39.0579,18.1858,13259.2782,12276.8569,13899.8175,3.82261,59.9749,57.1965,8528.1028,5228.9995,6435.8058
0.22,5,20.4383,37.9835,17.632,13291.5385,12322.026,13899.8078,3.82219,58.38,55.5678,8534.6199,5327.4594,6467.4246
0.23,5,19.9425,36.9609,17.1052,13321.3222,12365.1309,13899.7998,3.82183,56.8617,54.018,8539.7668,5419.8378,6498.8988
0.24,5,19.4701,35.9869,16.6037,13348.8619,12406.2677,13899.7932,3.82155,55.4155,52.5421,8543.7281,5506.637,6530.0746
0.25,5,19.0196,35.0586,16.1259,13374.3653,12445.5325,13899.7881,3.82132,54.0368,51.1356,8546.6631,5588.3101,6560.8328
0.26,5,18.5898,34.1732,15.6704,13398.0186,12483.0207,13899.7844,3.82115,52.7216,49.7943,8548.7097,5665.2665,6591.0822
0.27,5,18.1793,33.328,15.2357,13419.9885,12518.8249,13899.7821,3.82103,51.466,48.514,8549.9872,5737.8761,6620.7542
0.28,5,17.787,32.5206,14.8207,13440.4243,12553.035,13899.7809,3.82097,50.2665,47.2912,8550.5991,5806.4742,6649.7988
0.29,5,17.4119,31.7487,14.424,13459.4602,12585.7368,13899.781,3.82095,49.1196,46.1224,8550.6354,5871.3644,6678.1809
