n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,3,15.1162,7644.2093,26.1786,2636.0696
0.02,3,15.0399,7645.9698,26.0464,2641.0272
0.03,3,14.9643,7647.7114,25.9155,2646.0139
0.04,3,14.8895,7649.4345,25.7859,2651.0277
0.05,3,14.8154,7651.1395,25.6575,2656.0664
0.06,3,14.7421,7652.8264,25.5305,2661.1283
0.07,3,14.6695,7654.4958,25.4047,2666.2116
0.08,3,14.5975,7656.1477,25.2801,2671.3143
0.09,3,14.5263,7657.7826,25.1567,2676.4349
0.1,3,14.4558,7659.4006,25.0345,2681.5717
0.11,3,14.3859,7661.002,24.9135,2686.7232
0.12,3,14.3167,7662.587,24.7937,2691.8877
0.13,3,14.2482,7664.1559,24.675,2697.064
0.14,3,14.1803,7665.709,24.5574,2702.2506
0.15,3,14.113,7667.2465,24.4409,2707.4462
0.16,3,14.0464,7668.7685,24.3255,2712.6494
0.17,3,13.9804,7670.2754,24.2112,2717.8591
0.18,3,13.9151,7671.7674,24.0979,2723.074
0.19,3,13.8503,7673.2447,23.9857,2728.2931
0.2,3,13.7861,7674.7074,23.8746,2733.5152
0.21,3,13.7225,7676.1558,23.7644,2738.7393
0.22,3,13.6595,7677.5902,23.6553,2743.9643
0.23,3,13.5971,7679.0106,23.5472,2749.1895
0.24,3,13.5352,7680.4174,23.44,2754.4137
0.25,3,13.4739,7681.8107,23.3338,2759.6361
0.26,3,13.4131,7683.1906,23.2285,2764.8559
0.27,3,13.3529,7684.5575,23.1242,2770.0722
0.28,3,13.2932,7685.9114,23.0208,2775.2843
0.29,3,13.2341,7687.2525,22.9184,2780.4914
0.3,3,13.1754,7688.5811,22.8168,2785.6928
0.31,3,13.1173,7689.8973,22.7161,2790.8878
0.32,3,13.0597,7691.2013,22.6163,2796.0758
0.33,3,13.0026,7692.4932,22.5174,2801.2561
0.34,3,12.946,7693.7732,22.4194,2806.4282
0.35,3,12.8899,7695.0414,22.3221,2811.5914
0.36,3,12.8342,7696.2981,22.2258,2816.7452
0.37,3,12.779,7697.5434,22.1302,2821.889
0.38,3,12.7243,7698.7774,22.0354,2827.0225
0.39,3,12.6701,7700.0003,21.9415,2832.145
0.4,3,12.6163,7701.2122,21.8484,2837.2562
0.41,3,12.563,7702.4133,21.756,2842.3555
0.42,3,12.5101,7703.6037,21.6644,2847.4427
0.43,3,12.4577,7704.7836,21.5736,2852.5172
0.44,3,12.4057,7705.9531,21.4835,2857.5788
0.45,3,12.3541,7707.1123,21.3942,2862.6269
0.46,3,12.303,7708.2614,21.3056,2867.6614
0.47,3,12.2523,7709.4005,21.2177,2872.6819
0.48,3,12.2019,7710.5297,21.1306,2877.688
0.49,3,12.152,7711.6492,21.0441,2882.6794
0.5,3,12.1025,7712.759,20.9584,2887.656
0.51,3,12.0535,7713.8594,20.8734,2892.6174
0.52,3,12.0048,7714.9503,20.789,2897.5633
0.53,3,11.9564,7716.0321,20.7053,2902.4936
0.54,3,11.9085,7717.1046,20.6223,2907.408
0.55,3,11.861,7718.1682,20.54,2912.3062
0.56,3,11.8138,7719.2228,20.4583,2917.1882
0.57,3,11.767,7720.2686,20.3772,2922.0536
0.58,3,11.7206,7721.3057,20.2968,2926.9024
0.59,3,11.6745,7722.3343,20.217,2931.7343
0.6,3,11.6288,7723.3543,20.1378,2936.5492
0.61,3,11.5835,7724.366,20.0593,2941.347
0.62,3,11.5385,7725.3694,19.9813,2946.1274
0.63,3,11.4938,7726.3646,19.904,2950.8905
0.64,3,11.4495,7727.3517,19.8272,2955.636
0.65,3,11.4055,7728.3309,19.7511,2960.3638
0.66,3,11.3619,7729.3021,19.6755,2965.0739
0.67,3,11.3186,7730.2656,19.6005,2969.7661
0.68,3,11.2756,7731.2214,19.526,2974.4404
0.69,3,11.233,7732.1695,19.4522,2979.0966
0.7,3,11.1906,7733.1102,19.3788,2983.7348
0.71,3,11.1486,7734.0434,19.3061,2988.3547
0.72,3,11.1069,7734.9693,19.2338,2992.9565
0.73,3,11.0655,7735.8879,19.1621,2997.5399
0.74,3,11.0245,7736.7993,19.091,3002.105
0.75,3,10.9837,7737.7037,19.0203,3006.6518
0.76,3,10.9432,7738.601,18.9502,3011.1801
0.77,3,10.903,7739.4914,18.8806,3015.6899
0.78,3,10.8631,7740.375,18.8115,3020.1813
0.79,3,10.8235,7741.2518,18.7429,3024.6542
0.8,3,10.7842,7742.1219,18.6748,3029.1086
0.81,3,10.7452,7742.9853,18.6072,3033.5444
0.82,3,10.7064,7743.8423,18.5401,3037.9617
0.83,3,10.6679,7744.6928,18.4734,3042.3605
0.84,3,10.6297,7745.5368,18.4073,3046.7407
0.85,3,10.5918,7746.3746,18.3416,3051.1023
0.86,3,10.5541,7747.2061,18.2763,3055.4454
0.87,3,10.5168,7748.0314,18.2116,3059.77
0.88,3,10.4796,7748.8506,18.1472,3064.0761
0.89,3,10.4428,7749.6637,18.0834,3068.3637
0.9,3,10.4061,7750.4708,18.02,3072.6328
0.91,3,10.3698,7751.2721,17.957,3076.8835
0.92,3,10.3337,7752.0675,17.8944,3081.1157
0.93,3,10.2978,7752.857,17.8323,3085.3295
0.94,3,10.2622,7753.6409,17.7707,3089.525
0.95,3,10.2269,7754.4191,17.7094,3093.7021
0.96,3,10.1917,7755.1917,17.6486,3097.8609
0.97,3,10.1569,7755.9587,17.5882,3102.0015
0.98,3,10.1222,7756.7203,17.5281,3106.1238
0.99,3,10.0878,7757.4764,17.4685,3110.228
