n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,4,11.0504,11.037,22.0873,13799.3612,13911.3336,13088.8771,33.1162,0.00681933,33.1145,6857.3921,8640.65,7278.4952
0.02,4,10.9373,10.9241,21.8614,13799.363,13906.2049,13093.7603,32.7772,0.00678899,32.7756,6868.357,8629.6869,7273.1449
0.03,4,10.8264,10.8133,21.6397,13799.3648,13901.2546,13098.6202,32.4444,0.00676035,32.443,6879.1506,8618.9971,7268.1808
0.04,4,10.7174,10.7046,21.422,13799.3665,13896.4759,13103.4547,32.1179,0.00673332,32.1165,6889.775,8608.5721,7263.584
0.05,4,10.6105,10.5979,21.2084,13799.3682,13891.8619,13108.2618,31.7973,0.00670786,31.796,6900.2327,8598.4037,7259.3366
0.06,4,10.5056,10.4931,20.9986,13799.3699,13887.4063,13113.0398,31.4825,0.00668388,31.4813,6910.5261,8588.4841,7255.4215
0.07,4,10.4025,10.3902,20.7927,13799.3715,13883.1029,13117.7871,31.1734,0.00666133,31.1724,6920.6577,8578.8055,7251.8225
0.08,4,10.3013,10.2891,20.5904,13799.3731,13878.9459,13122.5024,30.87,0.00664017,30.869,6930.63,8569.3607,7248.524
0.09,4,10.2019,10.1899,20.3918,13799.3746,13874.9295,13127.1843,30.5719,0.00662031,30.571,6940.4455,8560.1425,7245.5114
0.1,4,10.1042,10.0924,20.1966,13799.3761,13871.0485,13131.8317,30.2791,0.00660173,30.2783,6950.1067,8551.144,7242.7707
0.11,4,10.0083,9.99666,20.005,13799.3776,13867.2976,13136.4437,29.9915,0.00658435,29.9907,6959.6163,8542.3586,7240.2884
0.12,4,9.91408,9.90259,19.8166,13799.3791,13863.6721,13141.0194,29.7089,0.00656814,29.7082,6968.9767,8533.7799,7238.0521
0.13,4,9.82149,9.81014,19.6316,13799.3805,13860.167,13145.5579,29.4313,0.00655304,29.4307,6978.1905,8525.4016,7236.0495
0.14,4,9.7305,9.7193,19.4498,13799.3819,13856.778,13150.0588,29.1584,0.00653901,29.1579,6987.2603,8517.2179,7234.2693
0.15,4,9.64107,9.63002,19.2711,13799.3832,13853.5007,13154.5212,28.8903,0.00652599,28.8898,6996.1885,8509.2229,7232.7004
0.16,4,9.55317,9.54227,19.0954,13799.3846,13850.3309,13158.9449,28.6267,0.00651396,28.6263,7004.9778,8501.4111,7231.3325
0.17,4,9.46676,9.456,18.9227,13799.3859,13847.2647,13163.3293,28.3676,0.00650286,28.3673,7013.6306,8493.7771,7230.1557
0.18,4,9.38181,9.37119,18.753,13799.3872,13844.2983,13167.6742,28.1129,0.00649266,28.1126,7022.1494,8486.3156,7229.1605
0.19,4,9.29827,9.2878,18.586,13799.3884,13841.428,13171.9792,27.8624,0.00648331,27.8622,7030.5366,8479.0217,7228.338
0.2,4,9.21613,9.20579,18.4219,13799.3897,13838.6503,13176.2442,27.6161,0.00647479,27.616,7038.7947,8471.8905,7227.6796
0.21,4,9.13535,9.12514,18.2605,13799.3909,13835.9619,13180.4691,27.3739,0.00646705,27.3738,7046.926,8464.9173,7227.1772
0.22,4,9.05589,9.04582,18.1017,13799.3921,13833.3595,13184.6536,27.1356,0.00646006,27.1356,7054.9328,8458.0976,7226.823
0.23,4,8.97773,8.96778,17.9455,13799.3932,13830.8402,13188.7978,26.9012,0.00645379,26.9013,7062.8176,8451.427,7226.6097
0.24,4,8.90084,8.89102,17.7918,13799.3944,13828.4008,13192.9016,26.6707,0.0064482,26.6708,7070.5826,8444.9012,7226.5303
0.25,4,8.82518,8.81548,17.6406,13799.3955,13826.0386,13196.9652,26.4438,0.00644327,26.444,7078.2301,8438.5163,7226.578
0.26,4,8.75073,8.74116,17.4919,13799.3966,13823.7509,13200.9885,26.2206,0.00643896,26.2209,7085.7622,8432.2681,7226.7464
0.27,4,8.67747,8.66802,17.3455,13799.3977,13821.5351,13204.9716,26.0009,0.00643526,26.0012,7093.1812,8426.153,7227.0295
0.28,4,8.60536,8.59603,17.2014,13799.3987,13819.3885,13208.9148,25.7847,0.00643212,25.7851,7100.4892,8420.1671,7227.4216
0.29,4,8.53439,8.52517,17.0595,13799.3997,13817.3089,13212.8181,25.5719,0.00642953,25.5723,7107.6883,8414.307,7227.917
0.3,4,8.46452,8.45542,16.9199,13799.4008,13815.2939,13216.6818,25.3623,0.00642746,25.3629,7114.7806,8408.5692,7228.5105
0.31,4,8.39573,8.38674,16.7825,13799.4018,13813.3413,13220.506,25.1561,0.00642589,25.1567,7121.768,8402.9503,7229.1972
0.32,4,8.328,8.31913,16.6471,13799.4027,13811.449,13224.2911,24.953,0.00642479,24.9536,7128.6527,8397.4471,7229.9722
0.33,4,8.26131,8.25254,16.5138,13799.4037,13809.6148,13228.0371,24.753,0.00642415,24.7537,7135.4366,8392.0564,7230.831
0.34,4,8.19563,8.18697,16.3826,13799.4046,13807.8369,13231.7445,24.5561,0.00642393,24.5568,7142.1215,8386.7753,7231.7693
0.35,4,8.13094,8.12239,16.2533,13799.4056,13806.1133,13235.4134,24.3621,0.00642413,24.3629,7148.7094,8381.6008,7232.7829
0.36,4,8.06722,8.05877,16.126,13799.4065,13804.4422,13239.0443,24.171,0.00642472,24.1719,7155.2021,8376.5301,7233.8679
0.37,4,8.00445,7.9961,16.0005,13799.4074,13802.8218,13242.6373,23.9828,0.00642568,23.9837,7161.6014,8371.5604,7235.0205
0.38,4,7.94261,7.93436,15.8769,13799.4083,13801.2505,13246.1929,23.7974,0.006427,23.7983,7167.9091,8366.689,7236.2371
0.39,4,7.88167,7.87353,15.7552,13799.4091,13799.7267,13249.7113,23.6147,0.00642866,23.6157,7174.1269,8361.9135,7237.5144
0.4,4,7.82163,7.81359,15.6352,13799.41,13798.2487,13253.1929,23.4346,0.00643064,23.4357,7180.2565,8357.2312,7238.849
0.41,4,7.76247,7.75452,15.517,13799.4108,13796.8152,13256.638,23.2572,0.00643293,23.2583,7186.2996,8352.6399,7240.2378
0.42,4,7.70415,7.6963,15.4004,13799.4116,13795.4245,13260.047,23.0824,0.00643551,23.0835,7192.2579,8348.137,7241.678
0.43,4,7.64668,7.63892,15.2856,13799.4124,13794.0754,13263.4203,22.91,0.00643837,22.9112,7198.1328,8343.7205,7243.1665
