n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,3,40.123,17.7033,22.4578,12384.393,13929.5991,13724.0545,62.559,57.7931,5.08063,6327.075,6224.9755,9128.2332
0.02,3,38.4817,16.8726,21.6479,12447.5492,13929.9717,13732.9905,60.1076,55.3204,5.0941,6373.8912,6304.6841,9090.8364
0.03,3,36.9685,16.1068,20.9013,12505.577,13930.3114,13740.8847,57.8476,53.0407,5.10642,6419.0876,6378.4633,9056.2106
0.04,3,35.569,15.3986,20.2108,12559.0733,13930.6218,13747.8941,55.7573,50.9323,5.11774,6462.5878,6446.9311,9024.0636
0.05,3,34.2709,14.7417,19.5704,12608.5467,13930.9062,13754.1477,53.8186,48.9768,5.12816,6504.3683,6510.6263,8994.1423
0.06,3,33.0637,14.1309,18.9748,12654.4332,13931.1675,13759.7519,52.0156,47.1581,5.13779,6544.4414,6570.0198,8966.2263
0.07,3,31.9381,13.5614,18.4195,12697.1085,13931.408,13764.7953,50.3345,45.4624,5.14671,6582.8432,6625.5246,8940.1232
0.08,3,30.8861,13.0291,17.9005,12736.8979,13931.6299,13769.3518,48.7634,43.8776,5.15499,6619.6252,6677.504,8915.6642
0.09,3,29.9009,12.5306,17.4144,12774.0846,13931.8349,13773.4839,47.2919,42.3933,5.16271,6654.8486,6726.2787,8892.7005
0.1,3,28.9761,12.0627,16.9583,12808.9161,13932.0247,13777.2444,45.9109,41.0001,5.16991,6688.5798,6772.1324,8871.1006
0.11,3,28.1065,11.6228,16.5293,12841.6098,13932.2007,13780.6781,44.6122,39.6899,5.17665,6720.8877,6815.3168,8850.7478
0.12,3,27.2872,11.2082,16.1252,12872.3573,13932.3641,13783.8234,43.3887,38.4556,5.18296,6751.8417,6856.0563,8831.5384
0.13,3,26.514,10.817,15.7439,12901.3279,13932.5159,13786.7134,42.234,37.2906,5.18889,6781.5104,6894.5511,8813.3796
0.14,3,25.7831,10.4472,15.3835,12928.6721,13932.6573,13789.3764,41.1426,36.1894,5.19447,6809.9604,6930.9805,8796.1884
0.15,3,25.0911,10.0971,15.0423,12954.524,13932.789,13791.8371,40.1093,35.1467,5.19972,6837.256,6965.5055,8779.8903
0.16,3,24.435,9.7651,14.7188,12979.0032,13932.9117,13794.1169,39.1296,34.1581,5.20469,6863.4585,6998.271,8764.4182
0.17,3,23.812,9.44988,14.4117,13002.2172,13933.0263,13796.2346,38.1995,33.2195,5.20938,6888.6266,7029.4075,8749.7114
0.18,3,23.2198,9.15018,14.1197,13024.2623,13933.1333,13798.2063,37.3152,32.327,5.21382,6912.8157,7059.0335,8735.715
0.19,3,22.656,8.86487,13.8419,13045.2256,13933.2333,13800.0467,36.4735,31.4775,5.21803,6936.0782,7087.256,8722.3794
0.2,3,22.1187,8.59294,13.5771,13065.1856,13933.3267,13801.7682,35.6714,30.6678,5.22203,6958.4636,7114.1724,8709.6593
