n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,5,38.9821,77.3451,38.4012,11354.2259,11142.3083,13865.7165,2.515446,116.3008,115.7334,7162.9781,328.62093,6885.8508
0.02,5,38.1665,75.6335,37.5054,11475.7705,11143.5504,13865.7126,2.514934,113.7733,113.1249,7291.0974,642.68971,6761.3223
0.03,5,37.3458,73.9159,36.6086,11593.5755,11153.9899,13865.7066,2.514363,111.2346,110.5095,7408.6582,942.13226,6650.1415
0.04,5,36.5253,72.2031,35.7164,11707.037,11172.3272,13865.6988,2.513751,108.7012,107.9035,7516.1948,1227.0587,6551.9527
0.05,5,35.71,70.5044,34.8332,11815.7436,11197.3338,13865.6897,2.513111,106.187,105.3208,7614.3013,1497.7291,6466.2211
0.06,5,34.9036,68.8276,33.9629,11919.4436,11227.8751,13865.6797,2.512456,103.7036,102.7728,7703.6027,1754.5207,6392.2763
0.07,5,34.1093,67.1789,33.1084,12018.0155,11262.9231,13865.669,2.511795,101.2605,100.2687,7784.7337,1997.898,6329.3535
0.08,5,33.3298,65.5631,32.2722,12111.4406,11301.5614,13865.6579,2.51114,98.8651,97.816,7858.3223,2228.3881,6276.6296
0.09,5,32.5671,63.9842,31.4561,12199.78,11342.9844,13865.6466,2.51049,96.5234,95.4203,7924.9774,2446.5587,6233.2539
0.1,5,31.8226,62.445,30.6613,12283.1544,11386.4929,13865.6354,2.50986,94.2396,93.0857,7985.2809,2653.0016,6198.3737
0.11,5,31.0976,60.9476,29.889,12361.7277,11431.4868,13865.6244,2.50925,92.017,90.8152,8039.7823,2848.3179,6171.1544
0.12,5,30.3926,59.4931,29.1395,12435.6938,11477.4561,13865.6137,2.50866,89.8576,88.6107,8088.9959,3033.1075,6150.7941
0.13,5,29.7083,58.0825,28.4132,12505.2658,11523.9721,13865.6033,2.5081,87.7625,86.4732,8133.3992,3207.9606,6136.5349
0.14,5,29.0447,56.7159,27.7101,12570.6676,11570.6777,13865.5935,2.50757,85.7323,84.403,8173.4327,3373.4513,6127.6691
0.15,5,28.402,55.3932,27.0302,12632.1273,11617.2783,13865.5842,2.50707,83.7669,82.3998,8209.5015,3530.1332,6123.5434
0.16,5,27.78,54.114,26.373,12689.8726,11663.5335,13865.5755,2.5066,81.8657,80.463,8241.9758,3678.5366,6123.5605
