n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,3,77.345,38.3986,38.9846,11142.4353,13865.7197,11354.0952,116.3032,115.7307,2.516439,328.3646,6886.0066,7162.8241
0.02,3,75.6333,37.5002,38.1714,11143.7949,13865.7243,11475.5131,113.7779,113.1195,2.517079,642.19385,6761.6436,7290.8006
0.03,3,73.9153,36.601,37.3528,11154.3431,13865.7311,11593.1957,111.2411,110.5014,2.517783,941.41231,6650.6366,7408.2278
0.04,3,72.2022,35.7064,36.5344,11172.7805,13865.7397,11706.5396,108.7094,107.8927,2.518535,1226.1297,6552.6281,7515.6387
0.05,3,70.5032,34.821,35.7209,11197.8795,13865.7496,11815.1333,106.1967,105.3073,2.519319,1496.6057,6467.0809,7613.6261
0.06,3,68.8259,33.9484,34.9162,11228.5059,13865.7606,11918.7255,103.7146,102.7567,2.520124,1753.2169,6393.3232,7702.8141
0.07,3,67.1767,33.0919,34.1236,11263.6324,13865.7723,12017.1943,101.2726,100.2501,2.520938,1996.4273,6330.5883,7783.8366
0.08,3,65.5604,32.2536,33.3456,11302.3432,13865.7844,12110.5213,98.8782,97.7948,2.52175,2226.7631,6278.0516,7857.3207
0.09,3,63.981,31.4355,32.5842,11343.8335,13865.7967,12198.7672,96.5373,95.3965,2.52256,2444.7916,6234.8613,7923.8748
0.1,3,62.4412,30.6389,31.841,11387.4045,13865.8091,12282.0525,94.2542,93.0594,2.52336,2651.1037,6200.1635,7984.08
0.11,3,60.943,29.8647,31.117,11432.4566,13865.8213,12360.541,92.032,90.7865,2.52413,2846.3,6173.1228,8038.4857
0.12,3,59.4879,29.1134,30.4131,11478.4807,13865.8334,12434.4263,89.873,88.5795,2.52489,3030.9797,6152.9368,8087.6055
0.13,3,58.0766,28.3855,29.7297,11525.0482,13865.845,12503.9213,87.7782,86.4396,2.52562,3205.7324,6138.8468,8131.9165
0.14,3,56.7092,27.6808,29.067,11571.8026,13865.8563,12569.2496,85.7482,84.3671,2.52633,3371.1316,6130.145,8171.8593
0.15,3,55.3858,26.9992,28.4251,11618.4495,13865.867,12630.6392,83.7828,82.3616,2.52701,3527.7303,6126.1779,8207.8383
0.16,3,54.1058,26.3406,27.8038,11664.7492,13865.8773,12688.3175,81.8815,80.4225,2.52766,3676.0583,6126.348,8240.2237
0.17,3,52.8687,25.7043,27.2028,11710.508,13865.8869,12742.5078,80.0433,78.5486,2.52828,3816.6196,6130.113,8269.3533
0.18,3,51.6733,25.09,26.6217,11755.5721,13865.896,12793.4267,78.2669,76.7385,2.52888,3949.892,6136.9844,8295.5341
0.19,3,50.5189,24.497,26.0602,11799.8213,13865.9045,12841.2822,76.551,74.9907,2.52944,4076.3267,6146.5242,8319.0452
0.2,3,49.4042,23.9247,25.5177,11843.1636,13865.9124,12886.2726,74.8938,73.3033,2.52998,4196.348,6158.3423,8340.1392
0.21,3,48.328,23.3725,24.9937,11885.5305,13865.9197,12928.5861,73.2936,71.6746,2.53049,4310.3546,6172.0926,8359.0452
0.22,3,47.2891,22.8397,24.4875,11926.8731,13865.9264,12968.3999,71.7486,70.1025,2.53098,4418.7198,6187.4688,8375.9702
0.23,3,46.2862,22.3255,23.9987,11967.1591,13865.9325,13005.8808,70.2568,68.5851,2.53144,4521.7929,6204.2014,8391.1015
0.24,3,45.3179,21.8294,23.5265,12006.3693,13865.9381,13041.1849,68.8165,67.1204,2.53187,4619.9003,6222.0537,8404.6082
0.25,3,44.383,21.3505,23.0704,12044.4954,13865.943,13074.4581,67.4256,65.7064,2.53228,4713.3466,6240.8186,8416.6433
0.26,3,43.4803,20.8883,22.6299,12081.538,13865.9475,13105.8365,66.0823,64.3411,2.53266,4802.4159,6260.3149,8427.3448
0.27,3,42.6084,20.442,22.2042,12117.5048,13865.9514,13135.4471,64.7848,63.0227,2.53303,4887.3732,6280.3853,8436.8375
0.28,3,41.7662,20.0111,21.7929,12152.4093,13865.9548,13163.4075,63.5312,61.7492,2.53337,4968.4654,6300.8927,8445.2342
0.29,3,40.9523,19.5948,21.3953,12186.2694,13865.9576,13189.8275,62.3199,60.5188,2.53369,5045.9226,6321.7187,8452.6368
0.3,3,40.1658,19.1926,21.0109,12219.1062,13865.96,13214.8089,61.1489,59.3298,2.53399,5119.9592,6342.7605,8459.1373
0.31,3,39.4054,18.8039,20.6392,12250.9436,13865.962,13238.4461,60.0169,58.1804,2.53428,5190.7752,6363.93,8464.8192
0.32,3,38.67,18.4281,20.2796,12281.8076,13865.9635,13260.8267,58.922,57.0691,2.53454,5258.5568,6385.1512,8469.7579
0.33,3,37.9587,18.0646,19.9317,12311.7251,13865.9645,13282.0323,57.8628,55.9941,2.53479,5323.4776,6406.3589,8474.0217
0.34,3,37.2704,17.7131,19.5949,12340.7243,13865.9652,13302.1382,56.8379,54.9541,2.53502,5385.6996,6427.4977,8477.6724
0.35,3,36.6042,17.3728,19.2689,12368.8336,13865.9655,13321.2145,55.8457,53.9474,2.53524,5445.374,6448.5204,8480.7662
0.36,3,35.9592,17.0435,18.9532,12396.0817,13865.9654,13339.3262,54.8849,52.9728,2.53544,5502.6419,6469.3871,8483.3537
0.37,3,35.3344,16.7246,18.6473,12422.4974,13865.9649,13356.5338,53.9544,52.029,2.53563,5557.6349,6490.064,8485.4813
