n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,1,20.7269,7413.9609,35.8981,32.2421
0.02,1,20.6174,7416.9792,35.7084,64.1433
0.03,1,20.5087,7419.988,35.52,95.7072
0.04,1,20.4006,7422.9867,35.3329,126.9372
0.05,1,20.2933,7425.9747,35.147,157.8367
0.06,1,20.1868,7428.9515,34.9624,188.4092
0.07,1,20.081,7431.9166,34.7791,218.6582
0.08,1,19.9759,7434.8695,34.5971,248.587
0.09,1,19.8715,7437.8098,34.4163,278.1992
0.1,1,19.7679,7440.737,34.2368,307.498
0.11,1,19.665,7443.6508,34.0586,336.4871
0.12,1,19.5629,7446.5508,33.8816,365.1696
0.13,1,19.4615,7449.4367,33.706,393.5492
0.14,1,19.3608,7452.308,33.5316,421.6291
0.15,1,19.2608,7455.1646,33.3584,449.4127
0.16,1,19.1616,7458.0061,33.1865,476.9035
0.17,1,19.0631,7460.8323,33.0159,504.1047
0.18,1,18.9653,7463.6429,32.8465,531.0196
0.19,1,18.8683,7466.4377,32.6784,557.6516
0.2,1,18.7719,7469.2164,32.5115,584.004
0.21,1,18.6763,7471.979,32.3459,610.0801
0.22,1,18.5814,7474.7252,32.1815,635.883
0.23,1,18.4872,7477.4548,32.0183,661.4159
0.24,1,18.3937,7480.1677,31.8563,686.6822
0.25,1,18.3009,7482.8638,31.6956,711.6849
0.26,1,18.2088,7485.5429,31.5361,736.4272
0.27,1,18.1174,7488.2049,31.3778,760.9123
0.28,1,18.0267,7490.8498,31.2207,785.1431
0.29,1,17.9367,7493.4775,31.0647,809.1228
0.3,1,17.8474,7496.0878,30.91,832.8544
0.31,1,17.7588,7498.6807,30.7565,856.341
0.32,1,17.6708,7501.2563,30.6041,879.5854
0.33,1,17.5835,7503.8143,30.4529,902.5906
0.34,1,17.4969,7506.3548,30.3028,925.3596
0.35,1,17.4109,7508.8778,30.1539,947.8953
0.36,1,17.3256,7511.3832,30.0062,970.2004
0.37,1,17.241,7513.8711,29.8595,992.2779
0.38,1,17.157,7516.3414,29.714,1014.1305
0.39,1,17.0736,7518.7942,29.5697,1035.761
0.4,1,16.9909,7521.2294,29.4264,1057.1721
0.41,1,16.9089,7523.6471,29.2842,1078.3666
0.42,1,16.8274,7526.0473,29.1432,1099.3471
0.43,1,16.7466,7528.43,29.0032,1120.1162
0.44,1,16.6664,7530.7954,28.8643,1140.6766
0.45,1,16.5869,7533.1433,28.7265,1161.0309
0.46,1,16.5079,7535.4739,28.5897,1181.1816
0.47,1,16.4296,7537.7872,28.454,1201.1313
0.48,1,16.3519,7540.0834,28.3194,1220.8823
0.49,1,16.2747,7542.3623,28.1858,1240.4373
0.5,1,16.1982,7544.6242,28.0532,1259.7986
0.51,1,16.1223,7546.869,27.9216,1278.9686
0.52,1,16.0469,7549.0969,27.7911,1297.9497
0.53,1,15.9721,7551.3079,27.6616,1316.7442
0.54,1,15.8979,7553.5021,27.533,1335.3545
0.55,1,15.8243,7555.6796,27.4055,1353.7829
0.56,1,15.7512,7557.8404,27.2789,1372.0315
0.57,1,15.6787,7559.9848,27.1533,1390.1027
0.58,1,15.6068,7562.1127,27.0287,1407.9986
0.59,1,15.5354,7564.2242,26.9051,1425.7214
0.6,1,15.4646,7566.3195,26.7823,1443.2732
0.61,1,15.3943,7568.3986,26.6606,1460.6562
0.62,1,15.3245,7570.4616,26.5397,1477.8724
0.63,1,15.2553,7572.5087,26.4198,1494.9238
0.64,1,15.1866,7574.5399,26.3008,1511.8126
0.65,1,15.1184,7576.5553,26.1827,1528.5407
0.66,1,15.0508,7578.5551,26.0656,1545.1102
0.67,1,14.9836,7580.5394,25.9493,1561.5228
0.68,1,14.917,7582.5082,25.8338,1577.7807
0.69,1,14.8509,7584.4617,25.7193,1593.8856
0.7,1,14.7853,7586.3999,25.6057,1609.8395
0.71,1,14.7201,7588.323,25.4929,1625.6442
0.72,1,14.6555,7590.2312,25.3809,1641.3015
0.73,1,14.5914,7592.1244,25.2698,1656.8132
0.74,1,14.5277,7594.0028,25.1596,1672.1811
0.75,1,14.4646,7595.8666,25.0501,1687.407
0.76,1,14.4019,7597.7158,24.9415,1702.4926
0.77,1,14.3396,7599.5506,24.8337,1717.4395
0.78,1,14.2779,7601.371,24.7268,1732.2495
0.79,1,14.2166,7603.1773,24.6206,1746.9242
0.8,1,14.1557,7604.9694,24.5152,1761.4652
0.81,1,14.0954,7606.7475,24.4106,1775.8743
0.82,1,14.0354,7608.5117,24.3068,1790.1528
0.83,1,13.976,7610.2622,24.2038,1804.3025
0.84,1,13.9169,7611.999,24.1015,1818.3249
0.85,1,13.8583,7613.7223,24,1832.2215
0.86,1,13.8001,7615.4321,23.8992,1845.9937
0.87,1,13.7424,7617.1286,23.7992,1859.6432
0.88,1,13.6851,7618.812,23.6999,1873.1712
0.89,1,13.6282,7620.4822,23.6013,1886.5794
0.9,1,13.5717,7622.1394,23.5035,1899.8691
0.91,1,13.5156,7623.7838,23.4064,1913.0417
0.92,1,13.46,7625.4155,23.31,1926.0987
0.93,1,13.4047,7627.0344,23.2143,1939.0413
0.94,1,13.3499,7628.6409,23.1193,1951.8709
0.95,1,13.2955,7630.2349,23.025,1964.5888
0.96,1,13.2414,7631.8166,22.9314,1977.1964
0.97,1,13.1878,7633.3861,22.8384,1989.695
0.98,1,13.1345,7634.9434,22.7462,2002.0858
0.99,1,13.0816,7636.4888,22.6546,2014.37
