n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,5,18.7657,7493.0128,32.5002,1345.7879
0.02,5,18.5511,7499.2819,32.1286,1376.5991
0.03,5,18.3409,7505.414,31.7645,1407.5079
0.04,5,18.135,7511.4125,31.4078,1438.4312
0.05,5,17.9333,7517.2809,31.0583,1469.298
0.06,5,17.7355,7523.0226,30.7158,1500.0482
0.07,5,17.5417,7528.6408,30.3801,1530.631
0.08,5,17.3517,7534.1388,30.0511,1561.0035
0.09,5,17.1655,7539.5198,29.7284,1591.1297
0.1,5,16.9829,7544.7869,29.4121,1620.9797
0.11,5,16.8038,7549.9429,29.1019,1650.5286
0.12,5,16.6282,7554.991,28.7977,1679.7559
0.13,5,16.4559,7559.9338,28.4993,1708.6452
0.14,5,16.2869,7564.7742,28.2066,1737.1832
0.15,5,16.1211,7569.515,27.9193,1765.3593
0.16,5,15.9584,7574.1586,27.6375,1793.1655
0.17,5,15.7987,7578.7078,27.3609,1820.5961
0.18,5,15.642,7583.1648,27.0894,1847.6468
0.19,5,15.4881,7587.5323,26.8229,1874.3151
0.2,5,15.3371,7591.8125,26.5612,1900.5998
0.21,5,15.1887,7596.0077,26.3043,1926.5008
0.22,5,15.0431,7600.1201,26.052,1952.0191
0.23,5,14.9,7604.1518,25.8042,1977.1563
0.24,5,14.7595,7608.1051,25.5608,2001.915
0.25,5,14.6215,7611.9818,25.3217,2026.2981
0.26,5,14.4858,7615.7839,25.0867,2050.3093
0.27,5,14.3525,7619.5134,24.8559,2073.9525
0.28,5,14.2216,7623.1721,24.629,2097.2321
0.29,5,14.0928,7626.7618,24.406,2120.1527
0.3,5,13.9663,7630.2843,24.1868,2142.7192
0.31,5,13.8419,7633.7412,23.9713,2164.9367
0.32,5,13.7195,7637.1343,23.7594,2186.8103
0.33,5,13.5992,7640.465,23.551,2208.3455
0.34,5,13.4809,7643.7349,23.3461,2229.5477
0.35,5,13.3646,7646.9457,23.1445,2250.4223
0.36,5,13.2501,7650.0986,22.9463,2270.975
0.37,5,13.1375,7653.1951,22.7512,2291.2111
0.38,5,13.0267,7656.2367,22.5593,2311.1364
0.39,5,12.9177,7659.2245,22.3705,2330.7564
0.4,5,12.8104,7662.1601,22.1846,2350.0764
0.41,5,12.7048,7665.0445,22.0017,2369.1021
0.42,5,12.6009,7667.879,21.8217,2387.8389
0.43,5,12.4985,7670.6649,21.6444,2406.292
0.44,5,12.3978,7673.4032,21.4699,2424.4669
0.45,5,12.2986,7676.095,21.2981,2442.3687
0.46,5,12.2009,7678.7416,21.1289,2460.0026
0.47,5,12.1047,7681.3438,20.9623,2477.3738
0.48,5,12.01,7683.9029,20.7981,2494.4872
0.49,5,11.9166,7686.4196,20.6365,2511.3477
0.5,5,11.8247,7688.8951,20.4772,2527.9603
0.51,5,11.7341,7691.3302,20.3203,2544.3296
0.52,5,11.6448,7693.726,20.1657,2560.4603
0.53,5,11.5569,7696.0832,20.0133,2576.3571
0.54,5,11.4702,7698.4027,19.8631,2592.0244
0.55,5,11.3848,7700.6854,19.7151,2607.4666
0.56,5,11.3005,7702.932,19.5693,2622.6881
0.57,5,11.2175,7705.1435,19.4255,2637.693
0.58,5,11.1357,7707.3205,19.2837,2652.4856
0.59,5,11.055,7709.4639,19.1439,2667.0699
0.6,5,10.9754,7711.5742,19.0061,2681.4499
0.61,5,10.8969,7713.6524,18.8702,2695.6295
0.62,5,10.8196,7715.699,18.7361,2709.6125
0.63,5,10.7432,7717.7147,18.6039,2723.4026
0.64,5,10.6679,7719.7002,18.4735,2737.0035
0.65,5,10.5937,7721.6561,18.3448,2750.4188
0.66,5,10.5204,7723.583,18.2179,2763.6519
0.67,5,10.4481,7725.4816,18.0926,2776.7063
0.68,5,10.3767,7727.3525,17.9691,2789.5854
0.69,5,10.3063,7729.1961,17.8471,2802.2923
0.7,5,10.2369,7731.0132,17.7268,2814.8303
0.71,5,10.1683,7732.8041,17.608,2827.2026
0.72,5,10.1006,7734.5695,17.4908,2839.4121
0.73,5,10.0338,7736.3099,17.3751,2851.462
0.74,5,9.9679,7738.0257,17.2608,2863.355
0.75,5,9.9028,7739.7175,17.1481,2875.0942
0.76,5,9.8385,7741.3857,17.0367,2886.6822
0.77,5,9.775,7743.0309,16.9268,2898.1219
0.78,5,9.7123,7744.6534,16.8182,2909.4158
0.79,5,9.6504,7746.2537,16.711,2920.5667
0.8,5,9.5893,7747.8322,16.6051,2931.5771
0.81,5,9.5289,7749.3894,16.5005,2942.4495
0.82,5,9.4693,7750.9257,16.3972,2953.1863
0.83,5,9.4103,7752.4414,16.2951,2963.79
0.84,5,9.3521,7753.937,16.1943,2974.2629
0.85,5,9.2946,7755.4129,16.0947,2984.6072
0.86,5,9.2378,7756.8694,15.9962,2994.8253
0.87,5,9.1817,7758.3068,15.899,3004.9194
0.88,5,9.1262,7759.7256,15.8029,3014.8915
0.89,5,9.0714,7761.1261,15.7079,3024.7438
0.9,5,9.0172,7762.5087,15.6141,3034.4783
0.91,5,8.9636,7763.8735,15.5213,3044.0971
0.92,5,8.9107,7765.2211,15.4296,3053.6022
0.93,5,8.8584,7766.5516,15.339,3062.9954
0.94,5,8.8066,7767.8655,15.2494,3072.2786
0.95,5,8.7555,7769.1629,15.1608,3081.4537
0.96,5,8.7049,7770.4443,15.0732,3090.5226
0.97,5,8.655,7771.7098,14.9866,3099.4869
0.98,5,8.6055,7772.9599,14.901,3108.3484
0.99,5,8.5566,7774.1946,14.8164,3117.1088
