n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,77.2101,22.3097,61.718,11403.9108,13159.0773,10661.1378,137.9859,95.43642,51.48243,333.14284,5874.5435,6059.1433
0.02,1,75.3776,22.5899,60.3089,11412.8289,13158.731,10789.7653,134.6268,93.51911,51.10107,650.46574,5793.4957,6137.1704
0.03,1,73.5528,22.843,58.9119,11430.2146,13158.4842,10913.7425,131.2867,91.60609,50.72461,952.06988,5727.5994,6206.7154
0.04,1,71.7459,23.0691,57.5341,11454.6759,13158.3327,11032.5929,127.9838,89.70862,50.35297,1238.2317,5675.5978,6268.5476
0.05,1,69.9652,23.2686,56.1814,11484.9388,13158.2724,11146.0285,124.7329,87.83598,49.98608,1509.3647,5636.1536,6323.408
0.06,1,68.2177,23.4425,54.8584,11519.8601,13158.2995,11253.9129,121.5458,85.99564,49.62385,1765.9845,5607.9077,6371.9984
0.07,1,66.5084,23.5921,53.5685,11558.4312,13158.4102,11356.228,118.4318,84.19346,49.26623,2008.6782,5589.5249,6414.9745
0.08,1,64.8415,23.7188,52.3142,11599.7751,13158.6009,11453.0462,115.3975,82.43389,48.91312,2238.0792,5579.7292,6452.9421
0.09,1,63.2197,23.824,51.0973,11643.1391,13158.8682,11544.5068,112.448,80.72019,48.56447,2454.847,5577.3276,6486.4557
0.1,1,61.6451,23.9092,49.9189,11687.8845,13159.2087,11630.7967,109.5865,79.05462,48.22021,2659.6507,5581.2253,6516.0193
0.11,1,60.1187,23.976,48.7795,11733.4754,13159.6193,11712.1345,106.8148,77.43859,47.88025,2853.1565,5590.4327,6542.088
0.12,1,58.6413,24.0257,47.679,11779.4669,13160.0968,11788.7592,104.1337,75.8728,47.54455,3036.0178,5604.0666,6565.0709
0.13,1,57.2126,24.0599,46.6174,11825.4935,13160.6384,11860.92,101.5429,74.3574,47.21302,3208.869,5621.348,6585.3341
0.14,1,55.8325,24.0798,45.594,11871.2584,13161.2412,11928.8693,99.0417,72.8921,46.8856,3372.3197,5641.5956,6603.2041
0.15,1,54.5002,24.0866,44.6079,11916.5234,13161.9025,11992.8578,96.6286,71.4761,46.5622,3526.9521,5664.2191,6618.9713
0.16,1,53.2147,24.0817,43.6583,11961.1001,13162.6197,12053.1302,94.3016,70.1087,46.2428,3673.3187,5688.7106,6632.8933
0.17,1,51.9748,24.0659,42.7441,12004.842,13163.3902,12109.9228,92.0585,68.7885,45.9274,3811.9419,5714.6356,6645.1983
0.18,1,50.7794,24.0404,41.864,12047.6378,13164.2117,12163.4613,89.8969,67.5143,45.6158,3943.3131,5741.6254,6656.0879
0.19,1,49.627,24.006,41.017,12089.4051,13165.0818,12213.9603,87.8141,66.2847,45.3079,4067.8936,5769.3683,6665.7404
0.2,1,48.5161,23.9636,40.2018,12130.0858,13165.9983,12261.6224,85.8074,65.0981,45.0039,4186.1154,5797.6025,6674.3129
0.21,1,47.4454,23.914,39.4171,12169.6412,13166.9591,12306.638,83.8741,63.953,44.7035,4298.3824,5826.1096,6681.9438
0.22,1,46.4132,23.8579,38.6616,12208.0492,13167.9621,12349.1852,82.0113,62.8479,44.4067,4405.0711,5854.7081,6688.7551
