n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,3,61.8942,30.1454,31.7751,11341.0805,13863.6462,12780.5608,93.647,92.0193,2.44772,3962.2623,5642.9955,8635.0782
0.02,3,60.1731,29.2684,30.931,11410.875,13863.7475,12840.7959,91.0819,89.4208,2.45186,4093.3277,5666.6062,8650.4775
0.03,3,58.5311,28.4321,30.1254,11478.0937,13863.8435,12896.3864,88.6341,86.942,2.45576,4217.9121,5693.333,8663.1348
0.04,3,56.9641,27.6342,29.3562,11542.7408,13863.9344,12947.7526,86.2978,84.5766,2.45945,4336.2762,5722.4961,8673.4079
0.05,3,55.468,26.8727,28.6216,11604.8495,13864.0205,12995.2746,84.0671,82.3186,2.46293,4448.7103,5753.5238,8681.6077
0.06,3,54.039,26.1457,27.9198,11664.4744,13864.102,13039.296,81.9363,80.1622,2.46622,4555.5184,5785.9374,8688.0039
0.07,3,52.6736,25.4512,27.2489,11721.6848,13864.1791,13080.1267,79.9,78.1019,2.46932,4657.0069,5819.338,8692.8312
0.08,3,51.3682,24.7873,26.6073,11776.5603,13864.252,13118.0467,77.953,76.1323,2.47226,4753.4779,5853.3947,8696.2938
0.09,3,50.1195,24.1525,25.9934,11829.1871,13864.3209,13153.3083,76.0903,74.2484,2.47503,4845.224,5887.8339,8698.5693
0.1,3,48.9243,23.5451,25.4057,11879.655,13864.3862,13186.1397,74.3075,72.4455,2.47765,4932.5258,5922.4308,8699.8127
0.11,3,47.7797,22.9635,24.8428,11928.0557,13864.4479,13216.7466,72.5999,70.719,2.48014,5015.6501,5957.0013,8700.1592
0.12,3,46.683,22.4063,24.3033,11974.4806,13864.5063,13245.3149,70.9636,69.0648,2.48248,5094.849,5991.3959,8699.7266
0.13,3,45.6314,21.8722,23.7858,12019.0202,13864.5615,13272.0131,69.3946,67.4789,2.48471,5170.3598,6025.4938,8698.6182
0.14,3,44.6226,21.3599,23.2893,12061.7628,13864.6138,13296.9932,67.8893,65.9575,2.48681,5242.4052,6059.1982,8696.9242
0.15,3,43.6542,20.8683,22.8126,12102.7943,13864.6632,13320.3932,66.4441,64.4971,2.48881,5311.1937,6092.4325,8694.7236
0.16,3,42.724,20.3961,22.3547,12142.1974,13864.7101,13342.3382,65.056,63.0945,2.4907,5376.9202,6125.137,8692.0855
0.17,3,41.83,19.9423,21.9145,12180.0515,13864.7544,13362.9417,63.7218,61.7465,2.4925,5439.7664,6157.2657,8689.0709
0.18,3,40.9703,19.5061,21.4911,12216.4327,13864.7963,13382.307,62.4386,60.4503,2.49421,5499.9021,6188.7843,8685.7328
0.19,3,40.1431,19.0863,21.0836,12251.4134,13864.8361,13400.528,61.2039,59.2031,2.49583,5557.4854,6219.6682,8682.1182
0.2,3,39.3466,18.6823,20.6912,12285.0627,13864.8737,13417.6902,60.0152,58.0024,2.49737,5612.6638,6249.9006,8678.2682
0.21,3,38.5794,18.2931,20.3133,12317.446,13864.9093,13433.8716,58.87,56.8459,2.49883,5665.5747,6279.4712,8674.2189
0.22,3,37.84,17.9181,19.9489,12348.6256,13864.9431,13449.1434,57.7661,55.7312,2.50022,5716.3463,6308.3754,8670.0023
0.23,3,37.1268,17.5565,19.5974,12378.6602,13864.9751,13463.5708,56.7015,54.6562,2.50155,5765.098,6336.6125,8665.6462
0.24,3,36.4388,17.2076,19.2583,12407.6056,13865.0053,13477.2133,55.6743,53.619,2.50281,5811.9414,6364.1858,8661.1754
0.25,3,35.7745,16.8708,18.9309,12435.5146,13865.034,13490.1255,54.6826,52.6178,2.50401,5856.9804,6391.1012,8656.6116
0.26,3,35.1329,16.5455,18.6146,12462.437,13865.0612,13502.3575,53.7247,51.6507,2.50516,5900.3123,6417.367,8651.9738
0.27,3,34.5128,16.2312,18.3089,12488.4198,13865.0869,13513.9553,52.799,50.7162,2.50625,5942.0276,6442.9934,8647.2789
0.28,3,33.9133,15.9274,18.0133,12513.5076,13865.1113,13524.9612,51.9039,49.8127,2.50729,5982.2114,6467.992,8642.5417
0.29,3,33.3334,15.6335,17.7273,12537.7425,13865.1344,13535.414,51.038,48.9387,2.50828,6020.9428,6492.3755,8637.7751
0.3,3,32.7722,15.349,17.4506,12561.1641,13865.1562,13545.3496,50.2,48.0929,2.50923,6058.2963,6516.1574,8632.9908
0.31,3,32.2288,15.0737,17.1826,12583.8099,13865.1769,13554.8011,49.3886,47.274,2.51014,6094.3413,6539.3518,8628.1986
0.32,3,31.7024,14.807,16.9229,12605.7156,13865.1964,13563.799,48.6026,46.4808,2.511,6129.143,6561.9733,8623.4074
0.33,3,31.1923,14.5485,16.6713,12626.9145,13865.2149,13572.3715,47.8409,45.7121,2.51183,6162.7626,6584.0365,8618.625
0.34,3,30.6977,14.298,16.4274,12647.4385,13865.2324,13580.5447,47.1023,44.9668,2.51262,6195.2574,6605.5563,8613.8581
0.35,3,30.218,14.055,16.1907,12667.3174,13865.249,13588.3429,46.386,44.244,2.51337,6226.6814,6626.5478,8609.1126
0.36,3,29.7525,13.8192,15.9611,12686.5797,13865.2646,13595.7884,45.6909,43.5426,2.5141,6257.0853,6647.0256,8604.3937
0.37,3,29.3007,13.5903,15.7381,12705.2521,13865.2793,13602.902,45.0161,42.8617,2.51479,6286.5165,6667.0044,8599.7058
