n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,3,39.7771,19.8899,19.8873,12327.9229,13799.4481,13648.4241,59.6523,59.6488,0.0069029,6202.5236,6003.1653,8854.2953
0.02,3,38.5424,19.2726,19.2699,12375.707,13799.4481,13656.5952,57.8001,57.7966,0.00690289,6241.5181,6061.9583,8827.9003
0.03,3,37.3816,18.6922,18.6894,12420.5206,13799.4481,13664.0718,56.0587,56.0552,0.00690288,6279.3539,6117.4391,8803.0092
0.04,3,36.2882,18.1456,18.1426,12462.6296,13799.4481,13670.9319,54.4184,54.415,0.00690287,6316.0092,6169.8687,8779.4986
0.05,3,35.2565,17.6298,17.6267,12502.2691,13799.4481,13677.2426,52.8708,52.8673,0.00690287,6351.4806,6219.483,8757.2583
0.06,3,34.2815,17.1423,17.1392,12539.6482,13799.4481,13683.0621,51.4082,51.4048,0.00690286,6385.7779,6266.4956,8736.1892
0.07,3,33.3587,16.681,16.6778,12574.9531,13799.4481,13688.4411,50.0239,50.0205,0.00690285,6418.9208,6311.0998,8716.2022
0.08,3,32.484,16.2437,16.2404,12608.3504,13799.4481,13693.4238,48.7117,48.7084,0.00690284,6450.9358,6353.4709,8697.2169
0.09,3,31.6538,15.8286,15.8252,12639.9893,13799.4481,13698.049,47.4663,47.463,0.00690284,6481.8541,6393.7684,8679.1607
0.1,3,30.8648,15.4341,15.4307,12670.0042,13799.4481,13702.3509,46.2827,46.2793,0.00690283,6511.7101,6432.1375,8661.9675
0.11,3,30.114,15.0588,15.0552,12698.5159,13799.4481,13706.3596,45.1564,45.153,0.00690282,6540.5402,6468.7102,8645.5775
0.12,3,29.3987,14.7012,14.6976,12725.6339,13799.4481,13710.1017,44.0833,44.08,0.00690281,6568.3816,6503.6075,8629.9361
0.13,3,28.7165,14.3601,14.3564,12751.4573,13799.4481,13713.6009,43.0599,43.0566,0.00690281,6595.272,6536.9396,8614.9936
0.14,3,28.065,14.0344,14.0307,12776.0759,13799.4481,13716.8783,42.0827,42.0794,0.0069028,6621.2489,6568.8079,8600.7047
0.15,3,27.4424,13.7231,13.7193,12799.5718,13799.4481,13719.9527,41.1487,41.1454,0.00690279,6646.3492,6599.305,8587.0275
0.16,3,26.8467,13.4253,13.4215,12822.0195,13799.4481,13722.841,40.2551,40.2518,0.00690278,6670.6089,6628.5163,8573.9239
0.17,3,26.2763,13.1401,13.1362,12843.4872,13799.4481,13725.5583,39.3993,39.3961,0.00690278,6694.063,6656.5203,8561.3588
0.18,3,25.7295,12.8667,12.8628,12864.0375,13799.4481,13728.1182,38.5791,38.5758,0.00690277,6716.7453,6683.3893,8549.3
0.19,3,25.2049,12.6045,12.6005,12883.7276,13799.4481,13730.533,37.7922,37.7889,0.00690276,6738.6886,6709.19,8537.7175
0.2,3,24.7013,12.3527,12.3486,12902.61,13799.4481,13732.8136,37.0366,37.0334,0.00690275,6759.9242,6733.9842,8526.5839
0.21,3,24.2173,12.1107,12.1066,12920.7334,13799.4481,13734.9702,36.3106,36.3074,0.00690274,6780.482,6757.829,8515.8737
