n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,3,18.6578,7496.1647,32.3134,1361.1756
0.02,3,18.3409,7505.414,31.7645,1407.5079
0.03,3,18.0336,7514.3628,31.2322,1453.8756
0.04,3,17.7355,7523.0226,30.7158,1500.0482
0.05,3,17.4463,7531.4047,30.2148,1545.846
0.06,3,17.1655,7539.5198,29.7284,1591.1297
0.07,3,16.8929,7547.3786,29.2563,1635.7931
0.08,3,16.6282,7554.991,28.7977,1679.7559
0.09,3,16.371,7562.3667,28.3522,1722.9588
0.1,3,16.1211,7569.515,27.9193,1765.3593
0.11,3,15.8782,7576.4449,27.4985,1806.9281
0.12,3,15.642,7583.1648,27.0894,1847.6468
0.13,3,15.4122,7589.6832,26.6915,1887.5054
0.14,3,15.1887,7596.0077,26.3043,1926.5008
0.15,3,14.9712,7602.1459,25.9276,1964.6352
0.16,3,14.7595,7608.1051,25.5608,2001.915
0.17,3,14.5533,7613.892,25.2037,2038.35
0.18,3,14.3525,7619.5134,24.8559,2073.9525
0.19,3,14.1569,7624.9755,24.517,2108.737
0.2,3,13.9663,7630.2843,24.1868,2142.7192
0.21,3,13.7804,7635.4456,23.8649,2175.9161
0.22,3,13.5992,7640.465,23.551,2208.3455
0.23,3,13.4225,7645.3476,23.2449,2240.0256
0.24,3,13.2501,7650.0986,22.9463,2270.975
0.25,3,13.0819,7654.7227,22.6549,2301.2123
0.26,3,12.9177,7659.2245,22.3705,2330.7564
0.27,3,12.7574,7663.6086,22.0928,2359.6257
0.28,3,12.6009,7667.879,21.8217,2387.8389
0.29,3,12.448,7672.0399,21.5568,2415.4139
0.3,3,12.2986,7676.095,21.2981,2442.3687
0.31,3,12.1526,7680.0482,21.0453,2468.7207
0.32,3,12.01,7683.9029,20.7981,2494.4872
0.33,3,11.8705,7687.6625,20.5565,2519.6847
0.34,3,11.7341,7691.3302,20.3203,2544.3296
0.35,3,11.6007,7694.9093,20.0892,2568.4377
0.36,3,11.4702,7698.4027,19.8631,2592.0244
0.37,3,11.3425,7701.8131,19.6419,2615.1047
0.38,3,11.2175,7705.1435,19.4255,2637.693
0.39,3,11.0952,7708.3964,19.2136,2659.8036
0.4,3,10.9754,7711.5742,19.0061,2681.4499
0.41,3,10.8581,7714.6796,18.8029,2702.6454
0.42,3,10.7432,7717.7147,18.6039,2723.4026
0.43,3,10.6307,7720.6818,18.4089,2743.7341
0.44,3,10.5204,7723.583,18.2179,2763.6519
0.45,3,10.4123,7726.4205,18.0307,2783.1676
0.46,3,10.3063,7729.1961,17.8471,2802.2923
0.47,3,10.2025,7731.9119,17.6672,2821.037
0.48,3,10.1006,7734.5695,17.4908,2839.4121
0.49,3,10.0007,7737.1708,17.3178,2857.4279
0.5,3,9.9028,7739.7175,17.1481,2875.0942
0.51,3,9.8066,7742.2111,16.9816,2892.4204
0.52,3,9.7123,7744.6534,16.8182,2909.4158
0.53,3,9.6198,7747.0456,16.6578,2926.0893
0.54,3,9.5289,7749.3894,16.5005,2942.4495
0.55,3,9.4397,7751.6861,16.346,2958.5047
0.56,3,9.3521,7753.937,16.1943,2974.2629
0.57,3,9.2661,7756.1435,16.0453,2989.7319
0.58,3,9.1817,7758.3068,15.899,3004.9194
0.59,3,9.0987,7760.4282,15.7553,3019.8325
0.6,3,9.0172,7762.5087,15.6141,3034.4783
0.61,3,8.9371,7764.5495,15.4753,3048.8638
0.62,3,8.8584,7766.5516,15.339,3062.9954
0.63,3,8.781,7768.5163,15.205,3076.8796
0.64,3,8.7049,7770.4443,15.0732,3090.5226
0.65,3,8.6302,7772.3368,14.9437,3103.9304
0.66,3,8.5566,7774.1946,14.8164,3117.1088
0.67,3,8.4843,7776.0187,14.6911,3130.0635
0.68,3,8.4132,7777.8099,14.568,3142.7999
0.69,3,8.3433,7779.5692,14.4468,3155.3233
0.7,3,8.2745,7781.2972,14.3276,3167.6388
0.71,3,8.2068,7782.9949,14.2103,3179.7515
0.72,3,8.1401,7784.663,14.0949,3191.6662
0.73,3,8.0746,7786.3022,13.9813,3203.3874
0.74,3,8.01,7787.9132,13.8695,3214.9198
0.75,3,7.9465,7789.4968,13.7595,3226.2678
0.76,3,7.884,7791.0536,13.6512,3237.4356
0.77,3,7.8224,7792.5842,13.5445,3248.4274
0.78,3,7.7617,7794.0894,13.4394,3259.2471
0.79,3,7.702,7795.5697,13.336,3269.8988
0.8,3,7.6432,7797.0257,13.2341,3280.3861
0.81,3,7.5852,7798.4581,13.1337,3290.7129
0.82,3,7.5282,7799.8672,13.0348,3300.8825
0.83,3,7.4719,7801.2538,12.9374,3310.8986
0.84,3,7.4165,7802.6182,12.8414,3320.7645
0.85,3,7.3619,7803.9611,12.7468,3330.4834
0.86,3,7.308,7805.2829,12.6536,3340.0586
0.87,3,7.255,7806.5841,12.5617,3349.4932
0.88,3,7.2027,7807.8652,12.4711,3358.7901
0.89,3,7.1511,7809.1266,12.3818,3367.9523
0.9,3,7.1003,7810.3688,12.2937,3376.9826
0.91,3,7.0502,7811.5921,12.2069,3385.8839
0.92,3,7.0007,7812.797,12.1212,3394.6587
0.93,3,6.952,7813.9839,12.0368,3403.3098
0.94,3,6.9039,7815.1533,11.9535,3411.8396
0.95,3,6.8565,7816.3053,11.8713,3420.2508
0.96,3,6.8097,7817.4406,11.7903,3428.5455
0.97,3,6.7635,7818.5593,11.7103,3436.7264
0.98,3,6.7179,7819.6619,11.6314,3444.7955
0.99,3,6.673,7820.7486,11.5536,3452.7552
