n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,2,76.4652,76.5168,76.2935,10270.6235,10277.7841,10281.2252,132.205,132.5916,132.2947,498.542,476.0708,493.8113
0.02,2,73.8579,73.975,73.5527,10409.2098,10420.7727,10429.3044,127.496,128.2269,127.6994,963.0395,920.5403,952.1344
0.03,2,71.2577,71.4475,70.8517,10553.8703,10567.5364,10582.0186,122.8328,123.8639,123.1632,1393.6537,1333.6853,1375.7517
0.04,2,68.6967,68.9619,68.2177,10700.3406,10714.3072,10735.0054,118.2679,119.5558,118.7302,1791.3796,1716.4593,1766.1425
0.05,2,66.1988,66.5386,65.6696,10845.4235,10858.3545,10885.1211,113.8392,115.3431,114.4322,2157.7789,2070.2793,2125.2268
0.06,2,63.781,64.1922,63.2201,10986.8354,10997.7974,11030.222,109.5723,111.255,110.2905,2494.7602,2396.8493,2455.163
0.07,2,61.4546,61.9323,60.8764,11123.0339,11131.4211,11168.9449,105.4832,107.3114,106.3182,2804.4102,2698.0236,2758.2007
0.08,2,59.2263,59.7649,58.642,11253.0536,11258.515,11300.5128,101.5802,103.5248,102.5223,3088.8697,2975.705,3036.5765
0.09,2,57.0992,57.6926,56.5175,11376.3633,11378.7385,11424.5739,97.866,99.9017,98.9047,3350.2486,3231.7739,3292.4466
0.1,2,55.0739,55.7162,54.5013,11492.7482,11492.0142,11541.0747,94.3392,96.4446,95.4639,3590.569,3468.0404,3527.8448
0.11,2,53.1493,53.8344,52.5904,11602.2175,11598.4468,11650.1635,90.9956,93.1522,92.1959,3811.7324,3686.2148,3744.6602
0.12,2,51.3226,52.045,50.7808,11704.9329,11698.2611,11752.1192,87.8288,90.0213,89.0949,4015.502,3887.891,3944.6284
0.13,2,49.5904,50.3449,49.0679,11801.1555,11791.7572,11847.2995,84.8312,87.0468,86.1541,4203.4958,4074.5402,4129.3311
0.14,2,47.9486,48.7305,47.4468,11891.2071,11879.2783,11936.1042,81.9946,84.2227,83.3659,4377.188,4247.5099,4300.2016
