n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,78.7533342,39.3661713,39.3871658,11124.6888,13799.4481,11234.5149,118.126888,118.120084,0.00690422851,55.8886662,6875.38461,6923.26057
0.02,1,78.4680341,39.2235851,39.2444519,11122.891,13799.4481,11255.4337,117.698821,117.692024,0.00690422766,111.37117,6851.83985,6946.89722
0.03,1,78.1820214,39.0806425,39.1013819,11121.4098,13799.4481,11276.2861,117.269687,117.262898,0.00690422682,166.447102,6828.6735,6970.21945
0.04,1,77.8953643,38.9373776,38.9579897,11120.239,13799.4481,11297.0672,116.839587,116.832805,0.00690422598,221.115138,6805.88614,6993.22875
0.05,1,77.6081295,38.7938237,38.8143088,11119.3721,13799.4481,11317.7721,116.408621,116.401847,0.00690422513,275.374145,6783.47815,7015.92676
0.06,1,77.3203821,38.6500135,38.6703718,11118.8029,13799.4481,11338.3961,115.976888,115.970122,0.00690422429,329.223173,6761.44967,7038.3152
0.07,1,77.0321859,38.5059786,38.5262104,11118.5249,13799.4481,11358.9349,115.544482,115.537724,0.00690422344,382.661446,6739.80065,7060.39592
0.08,1,76.7436031,38.3617504,38.3818559,11118.5319,13799.4481,11379.3842,115.111497,115.104747,0.0069042226,435.688366,6718.53082,7082.17088
0.09,1,76.4546945,38.2173591,38.2373386,11118.8174,13799.4481,11399.74,114.678025,114.671283,0.00690422176,488.303499,6697.6397,7103.6421
0.1,1,76.1655197,38.0728345,38.0926884,11119.3752,13799.4481,11419.9985,114.244154,114.237421,0.00690422091,540.506575,6677.12663,7124.81173
0.11,1,75.8761364,37.9282056,37.9479341,11120.1989,13799.4481,11440.156,113.809971,113.803247,0.00690422007,592.297479,6656.99076,7145.68197
0.12,1,75.5866012,37.7835005,37.803104,11121.2822,13799.4481,11460.209,113.375562,113.368846,0.00690421923,643.676252,6637.23102,7166.25512
0.13,1,75.2969692,37.6387468,37.6582257,11122.6189,13799.4481,11480.1543,112.941008,112.934301,0.00690421838,694.643079,6617.84622,7186.53355
0.14,1,75.007294,37.4939714,37.5133261,11124.2027,13799.4481,11499.9887,112.50639,112.499693,0.00690421754,745.198289,6598.83495,7206.51969
0.15,1,74.7176279,37.3492003,37.3684311,11126.0275,13799.4481,11519.7093,112.071787,112.065099,0.00690421669,795.342347,6580.19566,7226.21605
0.16,1,74.4280218,37.204459,37.2235663,11128.0872,13799.4481,11539.3133,111.637275,111.630596,0.00690421585,845.075852,6561.92662,7245.62517
0.17,1,74.1385251,37.0597722,37.0787565,11130.3756,13799.4481,11558.7981,111.202928,111.196259,0.00690421501,894.39953,6544.02596,7264.74969
0.18,1,73.8491859,36.915164,36.9340256,11132.8867,13799.4481,11578.1612,110.768818,110.762158,0.00690421416,943.314228,6526.49166,7283.59225
0.19,1,73.560051,36.7706577,36.789397,11135.6146,13799.4481,11597.4004,110.335016,110.328365,0.00690421332,991.820915,6509.32155,7302.15556
0.2,1,73.2711657,36.6262759,36.6448935,11138.5533,13799.4481,11616.5135,109.901589,109.894948,0.00690421248,1039.92067,6492.51333,7320.44238
0.21,1,72.9825741,36.4820408,36.5005371,11141.697,13799.4481,11635.4984,109.468603,109.461972,0.00690421163,1087.61469,6476.06457,7338.4555
0.22,1,72.694319,36.3379737,36.3563491,11145.0399,13799.4481,11654.3532,109.036123,109.029502,0.00690421079,1134.90425,6459.9727,7356.19774
0.23,1,72.4064419,36.1940954,36.2123504,11148.5763,13799.4481,11673.0763,108.604211,108.5976,0.00690420994,1181.79077,6444.23505,7373.67194
0.24,1,72.1189829,36.0504258,36.068561,11152.3005,13799.4481,11691.666,108.172927,108.166326,0.0069042091,1228.27572,6428.84882,7390.881
0.25,1,71.831981,35.9069846,35.9250003,11156.2071,13799.4481,11710.1209,107.742329,107.735739,0.00690420826,1274.36069,6413.81113,7407.82782
0.26,1,71.5454738,35.7637905,35.7816873,11160.2905,13799.4481,11728.4395,107.312475,107.305895,0.00690420741,1320.04735,6399.11896,7424.51531
0.27,1,71.2594979,35.6208618,35.6386402,11164.5453,13799.4481,11746.6207,106.883418,106.876848,0.00690420657,1365.33746,6384.76923,7440.94642
0.28,1,70.9740885,35.478216,35.4958766,11168.9663,13799.4481,11764.6632,106.455212,106.448653,0.00690420572,1410.23284,6370.75873,7457.12411
