n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,31.4726078,31.7492162,63.2212851,13809.7162,12710.1073,11270.0207,94.6828754,0.395354064,94.9564024,5533.95135,8512.88759,3836.79939
0.02,1,31.3151557,31.5926316,62.9072479,13809.7238,12721.0361,11282.5618,94.2113014,0.395630708,94.4857637,5537.69149,8515.59644,3859.44487
0.03,1,31.1590286,31.4373617,62.5958504,13809.7313,12731.8128,11295.0211,93.7436931,0.39590428,94.0190794,5541.54608,8518.21867,3881.91682
0.04,1,31.004214,31.2833937,62.2870673,13809.7387,12742.4399,11307.3986,93.2800126,0.396174818,93.5563119,5545.51072,8520.75638,3904.21523
0.05,1,30.8506992,31.1307151,61.9808734,13809.746,12752.9199,11319.6941,92.820222,0.396442361,93.0974233,5549.58114,8523.21162,3926.3402
0.06,1,30.6984716,30.9793137,61.6772437,13809.7533,12763.2552,11331.9076,92.3642836,0.396706949,92.6423762,5553.75318,8525.58639,3948.29196
0.07,1,30.5475186,30.8291769,61.3761534,13809.7605,12773.4483,11344.0392,91.9121601,0.396968618,92.1911334,5558.02281,8527.88264,3970.07079
0.08,1,30.3978277,30.6802925,61.0775777,13809.7676,12783.5015,11356.0889,91.4638142,0.397227406,91.7436578,5562.3861,8530.10228,3991.6771
0.09,1,30.2493868,30.5326482,60.7814919,13809.7747,12793.4172,11368.0567,91.019209,0.397483351,91.2999126,5566.83927,8532.24716,4013.11136
0.1,1,30.1021833,30.386232,60.4878717,13809.7817,12803.1975,11379.9429,90.5783076,0.397736488,90.8598612,5571.3786,8534.3191,4034.37411
0.11,1,29.9562051,30.2410318,60.1966928,13809.7886,12812.8448,11391.7474,90.1410737,0.397986856,90.4234672,5576.00053,8536.31985,4055.46597
0.12,1,29.8114401,30.0970354,59.9079309,13809.7955,12822.3612,11403.4705,89.7074708,0.398234489,89.9906946,5580.70156,8538.25114,4076.38764
