n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,39.4269156,78.7576309,39.3316258,11237.0915,11128.4789,13810.1865,0.406984671,118.170632,118.089567,6943.48742,55.7543736,6895.52446
0.02,1,39.2874797,78.4765576,39.1899889,11257.9123,11126.5112,13810.1866,0.406974401,117.750071,117.666684,6967.17012,111.108405,6871.93119
0.03,1,39.1476423,78.1947003,39.0479694,11278.6717,11124.8607,13810.1866,0.406965331,117.328326,117.242635,6990.54174,166.062652,6848.71125
0.04,1,39.0074373,77.912127,38.9056016,11299.3644,11123.5212,13810.1867,0.406957453,116.905498,116.817523,7013.60361,220.615648,6825.86542
0.05,1,38.8668983,77.6289048,38.7629188,11319.9856,11122.4865,13810.1869,0.406950759,116.481687,116.391449,7036.35723,274.766116,6803.39422
0.06,1,38.7260579,77.3450989,38.6199537,11340.5305,11121.7504,13810.187,0.40694524,116.056993,115.96451,7058.80417,328.512962,6781.29799
0.07,1,38.5849483,77.0607734,38.4767383,11360.9947,11121.3066,13810.1872,0.406940887,115.63151,115.536803,7080.94613,381.855271,6759.57684
0.08,1,38.4436006,76.775991,38.3333039,11381.3739,11121.1489,13810.1874,0.406937691,115.205333,115.10842,7102.78493,434.7923,6738.23067
0.09,1,38.3020455,76.4908127,38.1896811,11401.6638,11121.2711,13810.1877,0.406935641,114.778554,114.679455,7124.32247,487.323474,6717.25917
0.1,1,38.160313,76.2052985,38.0458998,11421.8607,11121.6668,13810.188,0.406934728,114.351262,114.249996,7145.56074,539.448382,6696.66185
0.11,1,38.0184322,75.9195066,37.901989,11441.9608,11122.33,13810.1883,0.406934941,113.923545,113.820132,7166.50183,591.166772,6676.43802
0.12,1,37.8764318,75.6334941,37.7579773,11461.9604,11123.2544,13810.1886,0.406936269,113.495489,113.389947,7187.14792,642.478544,6656.5868
0.13,1,37.7343394,75.3473165,37.6138924,11481.8563,11124.4338,13810.189,0.406938702,113.067176,112.959525,7207.50124,693.383747,6637.10714
0.14,1,37.5921822,75.0610281,37.4697614,11501.6452,11125.8622,13810.1894,0.406942227,112.638689,112.528948,7227.56411,743.882573,6617.99781
0.15,1,37.4499868,74.7746815,37.3256106,11521.3242,11127.5333,13810.1898,0.406946834,112.210105,112.098294,7247.33892,793.975353,6599.25741
0.16,1,37.3077787,74.4883283,37.1814657,11540.8902,11129.4411,13810.1903,0.406952511,111.781504,111.66764,7266.82812,843.662553,6580.88438
0.17,1,37.1655832,74.2020186,37.0373517,11560.3407,11131.5797,13810.1907,0.406959246,111.352959,111.237062,7286.03421,892.944766,6562.877
0.18,1,37.0234246,73.915801,36.893293,11579.673,11133.943,13810.1912,0.406967027,110.924543,110.806633,7304.95975,941.822711,6545.2334
0.19,1,36.8813266,73.6297229,36.7493131,11598.8848,11136.5251,13810.1918,0.406975841,110.496329,110.376423,7323.60735,990.297227,6527.95157
0.2,1,36.7393124,73.3438304,36.6054351,11617.9738,11139.3202,13810.1923,0.406985678,110.068385,109.946502,7341.97965,1038.36927,6511.02935
0.21,1,36.5974044,73.0581683,36.4616813,11636.9379,11142.3225,13810.1929,0.406996523,109.640778,109.516937,7360.07936,1086.0399,6494.46446
0.22,1,36.4556243,72.7727801,36.3180733,11655.7751,11145.5261,13810.1935,0.407008365,109.213573,109.087792,7377.90921,1133.31029,6478.25449
0.23,1,36.3139932,72.4877078,36.1746323,11674.4837,11148.9256,13810.1942,0.407021191,108.786834,108.659132,7395.47196,1180.18171,6462.3969
0.24,1,36.1725319,72.2029924,36.0313785,11693.0619,11152.5152,13810.1948,0.407034989,108.360622,108.231017,7412.7704,1226.65555,6446.88904
0.25,1,36.03126,71.9186737,35.8883318,11711.5081,11156.2895,13810.1955,0.407049745,107.934998,107.803507,7429.80736,1272.73325,6431.72813
0.26,1,35.8901968,71.6347899,35.7455114,11729.8209,11160.2429,13810.1962,0.407065447,107.510017,107.37666,7446.58569,1318.41638,6416.91132
0.27,1,35.7493612,71.3513785,35.6029357,11747.9989,11164.3701,13810.197,0.407082082,107.085737,106.950531,7463.10825,1363.70657,6402.43564
0.28,1,35.6087711,71.0684754,35.4606229,11766.041,11168.6659,13810.1977,0.407099637,106.662211,106.525174,7479.37792,1408.60556,6388.29802
0.29,1,35.4684441,70.7861155,35.3185902,11783.9461,11173.1249,13810.1985,0.407118099,106.239493,106.100642,7495.3976,1453.11513,6374.49532
0.3,1,35.328397,70.5043325,35.1768544,11801.7131,11177.742,13810.1993,0.407137456,105.817631,105.676985,7511.1702,1497.23717,6361.02429
0.31,1,35.1886463,70.2231591,35.0354319,11819.3412,11182.5123,13810.2002,0.407157694,105.396677,105.254252,7526.69865,1540.97362,6347.88163
0.32,1,35.0492077,69.9426266,34.8943382,11836.8295,11187.4306,13810.201,0.407178801,104.976676,104.83249,7541.98586,1584.32649,6335.06394
0.33,1,34.9100965,69.6627656,34.7535885,11854.1774,11192.4922,13810.2019,0.407200764,104.557674,104.411744,7557.03478,1627.29785,6322.56778
0.34,1,34.7713274,69.3836052,34.6131973,11871.3843,11197.6922,13810.2028,0.40722357,104.139716,103.992059,7571.84832,1669.88985,6310.38961
0.35,1,34.6329146,69.1051738,34.4731788,11888.4496,11203.0258,13810.2038,0.407247206,103.722843,103.573477,7586.42943,1712.10467,6298.52587
0.36,1,34.4948719,68.8274987,34.3335465,11905.373,11208.4886,13810.2047,0.40727166,103.307098,103.156038,7600.78103,1753.94457,6286.97291
0.37,1,34.3572123,68.5506059,34.1943135,11922.154,11214.0758,13810.2057,0.407296919,102.892518,102.739782,7614.90606,1795.41183,6275.72706
0.38,1,34.2199486,68.2745208,34.0554922,11938.7925,11219.7831,13810.2067,0.407322971,102.479142,102.324747,7628.80743,1836.5088,6264.78459
0.39,1,34.0830929,67.9992675,33.9170947,11955.2882,11225.6061,13810.2077,0.407349802,102.067007,101.910968,7642.48806,1877.23788,6254.14173
0.4,1,33.946657,67.7248695,33.7791327,11971.641,11231.5405,13810.2087,0.407377401,101.656148,101.498481,7655.95085,1917.60149,6243.79466
0.41,1,33.8106521,67.4513491,33.6416172,11987.8509,11237.5821,13810.2098,0.407405755,101.246598,101.08732,7669.1987,1957.6021,6233.73956
0.42,1,33.6750891,67.1787277,33.504559,12003.9179,11243.7268,13810.2109,0.407434852,100.838389,100.677516,7682.2345,1997.24222,6223.97255
0.43,1,33.5399783,66.907026,33.3679681,12019.8421,11249.9705,13810.212,0.40746468,100.431552,100.2691,7695.0611,2036.52438,6214.48973
0.44,1,33.4053297,66.6362636,33.2318545,12035.6235,11256.3094,13810.2131,0.407495227,100.026117,99.8621014,7707.68136,2075.45117,6205.2872
0.45,1,33.2711527,66.3664594,33.0962275,12051.2625,11262.7396,13810.2142,0.407526481,99.6221128,99.456549,7720.09813,2114.02517,6196.36102
0.46,1,33.1374564,66.0976316,32.961096,12066.7593,11269.2573,13810.2154,0.40755843,99.2195659,99.0524695,7732.31421,2152.24902,6187.70725
0.47,1,33.0042495,65.8297972,32.8264686,12082.1142,11275.8588,13810.2165,0.407591062,98.8185024,98.6498887,7744.33242,2190.12536,6179.32192
0.48,1,32.8715403,65.5629727,32.6923534,12097.3275,11282.5405,13810.2177,0.407624366,98.418947,98.2488311,7756.15554,2227.65687,6171.20107
