n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,78.7522867,22.4231927,65.3750765,11408.3406,13032.7215,10466.0393,142.988557,95.5748926,57.8742537,56.2311262,5789.47448,5821.20711
0.02,1,78.4659372,22.5122271,65.0960776,11406.9584,13034.6946,10489.3963,142.403918,95.3356894,57.7031347,112.055861,5775.26278,5838.07861
0.03,1,78.1788712,22.5989018,64.8175042,11405.8841,13036.6576,10512.6709,141.819044,95.0943701,57.5331412,167.474798,5761.47277,5854.72912
0.04,1,77.8911564,22.6832468,64.539396,11405.1113,13038.6108,10535.8581,141.234045,94.8510209,57.3642604,222.486512,5748.10128,5871.16054
0.05,1,77.6028591,22.7652927,64.261792,11404.6336,13040.5543,10558.9534,140.64903,94.6057267,57.1964795,277.089767,5735.14497,5887.3748
0.06,1,77.3140442,22.84507,63.9847298,11404.4444,13042.4882,10581.9522,140.064107,94.3585711,57.0297861,331.283513,5722.60032,5903.3739
0.07,1,77.0247753,22.9226094,63.7082462,11404.5372,13044.4127,10604.8502,139.479378,94.1096362,56.8641678,385.066879,5710.4636,5919.15984
0.08,1,76.7351145,22.9979416,63.4323767,11404.9056,13046.3278,10627.6434,138.894944,93.8590028,56.6996124,438.439165,5698.73096,5934.73469
0.09,1,76.4451222,23.0710976,63.1571559,11405.5432,13048.2337,10650.3279,138.310904,93.6067502,56.536108,491.399843,5687.39834,5950.10052
0.1,1,76.1548579,23.1421083,62.8826173,11406.4434,13050.1305,10672.9,137.727353,93.3529564,56.3736426,543.948547,5676.46157,5965.25946
0.11,1,75.8643793,23.2110046,62.6087933,11407.6,13052.0183,10695.3562,137.144385,93.097698,56.2122046,596.085073,5665.91631,5980.21365
0.12,1,75.5737429,23.2778174,62.3357154,11409.0065,13053.8972,10717.6932,136.56209,92.84105,56.0517826,647.809367,5655.7581,5994.96526
0.13,1,75.2830036,23.3425777,62.0634139,11410.6567,13055.7673,10739.9079,135.980557,92.583086,55.8923652,699.121526,5645.98234,6009.51647
0.14,1,74.9922151,23.4053163,61.7919183,11412.5443,13057.6287,10761.9971,135.39987,92.3238784,55.7339412,750.021792,5636.58434,6023.86949
0.15,1,74.7014296,23.4660639,61.5212567,11414.663,13059.4816,10783.9583,134.820113,92.0634978,55.5764996,800.510544,5627.55927,6038.02655
0.16,1,74.410698,23.5248514,61.2514568,11417.0068,13061.3259,10805.7886,134.241367,91.8020136,55.4200296,850.588297,5618.90222,6051.98988
0.17,1,74.1200697,23.5817092,60.9825447,11419.5694,13063.1619,10827.4857,133.663709,91.5394937,55.2645205,900.255695,5610.60817,6065.76174
0.18,1,73.8295929,23.6366678,60.714546,11422.3449,13064.9895,10849.0472,133.087216,91.2760046,55.1099619,949.513506,5602.67203,6079.34438
0.19,1,73.5393144,23.6897576,60.447485,11425.3272,13066.8089,10870.4709,132.51196,91.0116112,54.9563432,998.36262,5595.08862,6092.74008
0.2,1,73.2492797,23.7410088,60.1813854,11428.5106,13068.6202,10891.7549,131.938013,90.746377,54.8036543,1046.80404,5587.8527,6105.95111
0.21,1,72.9595328,23.7904512,59.9162697,11431.889,13070.4234,10912.8971,131.365443,90.4803644,54.6518852,1094.83889,5580.95895,6118.97974
0.22,1,72.6701168,23.8381148,59.6521596,11435.4569,13072.2187,10933.896,130.794317,90.2136339,54.501026,1142.46838,5574.40203,6131.82827
0.23,1,72.3810731,23.8840291,59.3890759,11439.2084,13074.006,10954.7498,130.224698,89.9462449,54.3510668,1189.69384,5568.17651,6144.49897
0.24,1,72.0924421,23.9282235,59.1270385,11443.1381,13075.7856,10975.4571,129.656648,89.6782554,54.2019981,1236.5167,5562.27694,6156.99411
0.25,1,71.8042629,23.9707272,58.8660664,11447.2403,13077.5574,10996.0165,129.090227,89.4097219,54.0538105,1282.93847,5556.69782,6169.31599
0.26,1,71.5165733,24.0115691,58.6061778,11451.5096,13079.3216,11016.4268,128.525492,89.1406996,53.9064946,1328.96076,5551.43365,6181.46688
0.27,1,71.2294099,24.050778,58.34739,11455.9407,13081.0781,11036.6868,127.962499,88.8712422,53.7600413,1374.58526,5546.47888,6193.44904
0.28,1,70.9428082,24.0883822,58.0897197,11460.5284,13082.8272,11056.7956,127.401301,88.6014023,53.6144414,1419.81375,5541.82795,6205.26474
0.29,1,70.6568025,24.1244099,57.8331825,11465.2673,13084.5687,11076.7523,126.841949,88.331231,53.4696862,1464.64807,5537.4753,6216.91623
0.3,1,70.3714259,24.158889,57.5777935,11470.1525,13086.3029,11096.556,126.284492,88.060778,53.3257668,1509.09016,5533.41534,6228.40575
