n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,54.7801424,47.0653324,72.9499715,12111.052,11941.6821,10882.7763,120.112173,71.4689429,109.862227,2899.3433,5676.02749,4431.37373
0.02,1,54.5744514,46.8797513,72.5511452,12117.2615,11955.0436,10902.7118,119.51284,71.3160963,109.276166,2930.5691,5683.52575,4446.79916
0.03,1,54.3694485,46.6956177,72.1556964,12123.4764,11968.2311,10922.4753,118.917743,71.1623703,108.6955,2961.57044,5690.99036,4462.20886
0.04,1,54.1651503,46.5129143,71.7635995,12129.6954,11981.2474,10942.0673,118.326871,71.0078098,108.120174,2992.34483,5698.42128,4477.59849
0.05,1,53.9615727,46.331624,71.3748289,12135.9172,11994.0953,10961.4881,117.74021,70.8524579,107.550133,3022.89015,5705.81848,4492.96393
0.06,1,53.7587305,46.1517302,70.9893588,12142.1404,12006.7775,10980.7383,117.157743,70.6963571,106.985323,3053.20459,5713.18195,4508.30128
0.07,1,53.5566378,45.9732164,70.6071631,12148.3636,12019.2967,10999.8184,116.579456,70.5395485,106.425689,3083.28667,5720.51168,4523.60683
0.08,1,53.3553081,45.7960664,70.2282157,12154.5858,12031.6556,11018.7292,116.005331,70.3820721,105.871178,3113.13515,5727.80766,4538.87708
0.09,1,53.1547539,45.6202643,69.8524903,12160.8057,12043.8569,11037.4713,115.435351,70.2239668,105.321736,3142.7491,5735.06991,4554.10872
0.1,1,52.9549873,45.4457944,69.4799604,12167.0222,12055.903,11056.0455,114.869498,70.0652705,104.777309,3172.1278,5742.29843,4569.29863
0.11,1,52.7560195,45.2726413,69.1105996,12173.2341,12067.7966,11074.4525,114.307753,69.9060201,104.237845,3201.27076,5749.49324,4584.44384
0.12,1,52.557861,45.1007899,68.7443812,12179.4404,12079.54,11092.6933,113.750096,69.7462514,103.70329,3230.1777,5756.65438,4599.54157
0.13,1,52.3605219,44.9302252,68.3812787,12185.6401,12091.1357,11110.7687,113.196508,69.5859991,103.173593,3258.84853,5763.78187,4614.58919
