n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,78.7533323,68.7020183,81.9481766,10518.0846,10466.5815,9945.10969,145.303068,122.989401,129.097328,55.8897653,1422.063,1413.10921
0.02,1,78.468032,68.6421661,81.5194076,10523.0812,10478.8137,9967.88053,144.538183,122.842634,128.663713,111.372264,1438.15695,1421.22006
0.03,1,78.1820193,68.5804933,81.0933483,10528.3198,10490.9648,9990.62858,143.776046,122.690845,128.232834,166.44819,1454.44629,1430.45408
0.04,1,77.8953622,68.5170233,80.6700131,10533.7941,10503.0355,10013.3472,143.016738,122.534163,127.804668,221.116221,1470.92173,1440.75762
0.05,1,77.6081273,68.4517804,80.2494152,10539.4978,10515.0264,10036.0299,142.260337,122.372715,127.379191,275.375222,1487.57413,1452.07657
0.06,1,77.3203799,68.3847897,79.8315665,10545.4248,10526.9382,10058.6706,141.506918,122.206626,126.956379,329.224244,1504.39454,1464.35685
0.07,1,77.0321836,68.3160769,79.4164778,10551.5688,10538.7717,10081.2633,140.756552,122.036021,126.53621,382.662512,1521.37418,1477.54471
0.08,1,76.7436008,68.245668,79.0041586,10557.9236,10550.5275,10103.8023,140.00931,121.861023,126.118659,435.689426,1538.50447,1491.58709
0.09,1,76.4546922,68.17359,78.5946175,10564.4832,10562.2063,10126.2822,139.265258,121.681754,125.703703,488.304553,1555.77699,1506.43189
0.1,1,76.1655173,68.0998698,78.1878617,10571.2413,10573.8087,10148.6977,138.52446,121.498333,125.291322,540.507622,1573.18357,1522.02821
0.11,1,75.8761339,68.0245353,77.7838974,10578.1921,10585.3355,10171.0437,137.786976,121.31088,124.881491,592.298521,1590.71621,1538.32657
0.12,1,75.5865987,67.9476143,77.3827299,10585.3294,10596.7873,10193.3155,137.052865,121.11951,124.47419,643.677287,1608.36712,1555.27904
0.13,1,75.2969666,67.8691352,76.9843632,10592.6474,10608.1647,10215.5085,136.322182,120.92434,124.069395,694.644108,1626.12873,1572.83939
0.14,1,75.0072914,67.7891265,76.5888005,10600.1402,10619.4684,10237.6184,135.594982,120.725482,123.667087,745.199312,1643.99366,1590.96318
0.15,1,74.7176253,67.7076171,76.1960438,10607.802,10630.699,10259.6408,134.871314,120.523049,123.267242,795.343364,1661.95475,1609.60781
0.16,1,74.4280192,67.624636,75.8060943,10615.6271,10641.8571,10281.5719,134.151226,120.317151,122.86984,845.076862,1680.00504,1628.73259
0.17,1,74.1385224,67.5402123,75.4189521,10623.6098,10652.9434,10303.4079,133.434764,120.107896,122.47486,894.400533,1698.1378,1648.2987
0.18,1,73.8491832,67.4543755,75.0346166,10631.7445,10663.9586,10325.1451,132.721972,119.895391,122.082281,943.315226,1716.34649,1668.26924
0.19,1,73.5600482,67.3671547,74.6530863,10640.0258,10674.9031,10346.7802,132.01289,119.679741,121.692082,991.821906,1734.62476,1688.6092
0.2,1,73.2711629,67.2785795,74.2743585,10648.4482,10685.7777,10368.3099,131.307556,119.46105,121.304245,1039.92166,1752.96648,1709.28538
0.21,1,72.9825713,67.1886794,73.8984302,10657.0064,10696.5829,10389.7312,130.606007,119.239419,120.918747,1087.61566,1771.36571,1730.26643
0.22,1,72.6943162,67.0974837,73.5252971,10665.6951,10707.3193,10411.0411,129.908278,119.014948,120.53557,1134.90522,1789.81672,1751.52271
