n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,37.9192175,75.8202503,37.9010367,11646.3313,10988.5934,13799.451,0.00748141384,113.725389,113.718232,7497.16212,1261.08238,6307.83206
0.02,1,37.7829745,75.5478336,37.764863,11658.6672,10995.5476,13799.451,0.00746733562,113.316695,113.309557,7504.05636,1283.39953,6301.88195
0.03,1,37.6475122,75.2769779,37.6294697,11670.8982,11002.5119,13799.451,0.00745336731,112.910343,112.903224,7510.86309,1305.87704,6296.07925
0.04,1,37.5128264,75.0076749,37.4948524,11683.0253,11009.4853,13799.451,0.00743950813,112.506321,112.49922,7517.58355,1328.49308,6290.42172
0.05,1,37.3789129,74.739916,37.3610071,11695.0495,11016.4667,13799.451,0.00742575728,112.104615,112.097533,7524.21896,1351.22748,6284.90714
0.06,1,37.2457675,74.4736929,37.2279294,11706.9718,11023.4551,13799.451,0.00741211397,111.705213,111.69815,7530.77051,1374.06166,6279.53333
0.07,1,37.1133859,74.208997,37.0956151,11718.793,11030.4495,13799.4509,0.0073985774,111.308103,111.301058,7537.2394,1396.97846,6274.29813
0.08,1,36.9817638,73.9458198,36.96406,11730.5141,11037.4489,13799.4509,0.00738514678,110.913271,110.906245,7543.62678,1419.96207,6269.1994
0.09,1,36.850897,73.6841527,36.8332598,11742.1362,11044.4525,13799.4509,0.00737182132,110.520705,110.513697,7549.9338,1442.99791,6264.23503
0.1,1,36.7207812,73.4239872,36.7032101,11753.6601,11051.4593,13799.4509,0.00735860024,110.130392,110.123402,7556.16161,1466.07255,6259.40294
0.11,1,36.591412,73.1653147,36.5739068,11765.0867,11058.4684,13799.4509,0.00734548274,109.742319,109.735347,7562.3113,1489.17359,6254.70105
0.12,1,36.4627853,72.9081265,36.4453454,11776.417,11065.479,13799.4509,0.00733246803,109.356473,109.349519,7568.38397,1512.28961,6250.12734
0.13,1,36.3348965,72.6524141,36.3175217,11787.652,11072.4902,13799.4508,0.00731955535,108.972841,108.965905,7574.38071,1535.41008,6245.67979
0.14,1,36.2077415,72.3981687,36.1904314,11798.7925,11079.5013,13799.4508,0.00730674389,108.59141,108.584492,7580.30257,1558.52531,6241.3564
0.15,1,36.0813159,72.1453818,36.06407,11809.8393,11086.5114,13799.4508,0.00729403289,108.212167,108.205267,7586.15061,1581.62635,6237.15522
0.16,1,35.9556154,71.8940446,35.9384334,11820.7936,11093.5198,13799.4508,0.00728142156,107.835099,107.828216,7591.92586,1604.70496,6233.07429
0.17,1,35.8306356,71.6441485,35.8135172,11831.656,11100.5257,13799.4507,0.00726890914,107.460193,107.453328,7597.62933,1627.75355,6229.11172
0.18,1,35.7063723,71.3956849,35.689317,11842.4275,11107.5285,13799.4507,0.00725649484,107.087436,107.080589,7603.26202,1650.76512,6225.26559
0.19,1,35.582821,71.1486451,35.5658285,11853.1091,11114.5275,13799.4507,0.00724417791,106.716816,106.709986,7608.82492,1673.73323,6221.53405
0.2,1,35.4599774,70.9030205,35.4430474,11863.7014,11121.5219,13799.4506,0.00723195758,106.348319,106.341506,7614.319,1696.65195,6217.91525
0.21,1,35.3378373,70.6588022,35.3209693,11874.2055,11128.5111,13799.4506,0.00721983307,105.981932,105.975136,7619.74521,1719.51581,6214.40737
0.22,1,35.2163963,70.4159819,35.19959,11884.6222,11135.4945,13799.4506,0.00720780364,105.617642,105.610863,7625.1045,1742.31978,6211.0086
0.23,1,35.09565,70.1745507,35.0789051,11894.9523,11142.4715,13799.4505,0.00719586853,105.255436,105.248675,7630.39779,1765.05925,6207.71718
0.24,1,34.9755942,69.9345001,34.9589103,11905.1967,11149.4414,13799.4505,0.00718402698,104.895301,104.888557,7635.626,1787.72995,6204.53136
0.25,1,34.8562246,69.6958214,34.8396013,11915.3561,11156.4038,13799.4505,0.00717227825,104.537225,104.530498,7640.79002,1810.32797,6201.4494
0.26,1,34.7375368,69.4585061,34.7209738,11925.4315,11163.3579,13799.4504,0.00716062159,104.181195,104.174484,7645.89074,1832.84974,6198.4696
0.27,1,34.6195266,69.2225456,34.6030235,11935.4237,11170.3034,13799.4504,0.00714905625,103.827197,103.820502,7650.92904,1855.29196,6195.59028
0.28,1,34.5021896,68.9879312,34.4857462,11945.3334,11177.2396,13799.4504,0.00713758151,103.475218,103.468541,7655.90577,1877.6516,6192.80977
0.29,1,34.3855216,68.7546545,34.3691375,11955.1614,11184.1661,13799.4503,0.00712619662,103.125247,103.118586,7660.82177,1899.9259,6190.12646
0.3,1,34.2695184,68.522707,34.2531932,11964.9087,11191.0824,13799.4503,0.00711490085,102.777269,102.770625,7665.67789,1922.11234,6187.5387
0.31,1,34.1541757,68.2920801,34.137909,11974.5759,11197.9879,13799.4502,0.00710369347,102.431273,102.424645,7670.47494,1944.20861,6185.04493
0.32,1,34.0394892,68.0627653,34.0232808,11984.1638,11204.8823,13799.4502,0.00709257378,102.087246,102.080634,7675.21373,1966.21259,6182.64355
0.33,1,33.9254547,67.8347542,33.9093042,11993.6733,11211.765,13799.4502,0.00708154103,101.745174,101.738578,7679.89506,1988.12237,6180.33303
0.34,1,33.812068,67.6080383,33.7959751,12003.1051,11218.6357,13799.4501,0.00707059453,101.405046,101.398466,7684.51971,2009.93621,6178.11184
0.35,1,33.6993249,67.3826093,33.6832892,12012.4599,11225.494,13799.4501,0.00705973356,101.066849,101.060284,7689.08845,2031.65252,6175.97847
0.36,1,33.5872212,67.1584588,33.5712424,12021.7385,11232.3394,13799.45,0.00704895741,100.730569,100.724021,7693.60205,2053.26989,6173.93144
0.37,1,33.4757527,66.9355784,33.4598305,12030.9417,11239.1715,13799.45,0.00703826538,100.396195,100.389663,7698.06125,2074.78703,6171.96928
0.38,1,33.3649153,66.7139599,33.3490494,12040.0702,11245.99,13799.4499,0.00702765678,100.063714,100.057198,7702.46679,2096.20277,6170.09055
0.39,1,33.2547049,66.4935949,33.2388949,12049.1247,11252.7945,13799.4499,0.00701713091,99.7331143,99.7266131,7706.8194,2117.5161,6168.29383
0.4,1,33.1451172,66.2744751,33.1293628,12058.106,11259.5846,13799.4498,0.00700668709,99.4043825,99.3978968,7711.1198,2138.72608,6166.57772
0.41,1,33.0361482,66.0565925,33.0204492,12067.0147,11266.3601,13799.4498,0.00699632462,99.0775066,99.0710364,7715.36869,2159.83191,6164.94083
0.42,1,32.9277938,65.8399387,32.9121498,12075.8516,11273.1206,13799.4497,0.00698604283,98.7524745,98.7460197,7719.56676,2180.83288,6163.38181
0.43,1,32.82005,65.6245056,32.8044606,12084.6175,11279.8658,13799.4497,0.00697584104,98.4292738,98.4228342,7723.71471,2201.72837,6161.8993
0.44,1,32.7129126,65.4102852,32.6973776,12093.3129,11286.5953,13799.4496,0.00696571859,98.1078923,98.101468,7727.81319,2222.51783,6160.492
0.45,1,32.6063776,65.1972693,32.5908967,12101.9386,11293.3089,13799.4496,0.0069556748,97.7883181,97.7819089,7731.86289,2243.20082,6159.15859
0.46,1,32.500441,64.9854499,32.4850138,12110.4953,11300.0063,13799.4495,0.00694570902,97.4705389,97.4641448,7735.86444,2263.77696,6157.89779
0.47,1,32.3950989,64.7748189,32.3797251,12118.9836,11306.6873,13799.4495,0.00693582058,97.1545428,97.1481636,7739.81851,2284.24593,6156.70834
0.48,1,32.2903471,64.5653685,32.2750265,12127.4043,11313.3515,13799.4494,0.00692600884,96.8403178,96.8339536,7743.72571,2304.6075,6155.58899
0.49,1,32.1861818,64.3570908,32.1709141,12135.7579,11319.9988,13799.4494,0.00691627314,96.5278521,96.5215027,7747.58669,2324.86147,6154.53852
0.5,1,32.082599,64.1499777,32.0673838,12144.0452,11326.6288,13799.4493,0.00690661285,96.2171338,96.2107991,7751.40204,2345.00772,6153.55571
0.51,1,31.9795948,63.9440215,31.9644319,12152.2668,11333.2414,13799.4493,0.00689702732,95.9081512,95.9018311,7755.17239,2365.04619,6152.63938
0.52,1,31.8771653,63.7392144,31.8620543,12160.4233,11339.8363,13799.4492,0.00688751592,95.6008924,95.594587,7758.89832,2384.97683,6151.78835
0.53,1,31.7753065,63.5355485,31.7602472,12168.5154,11346.4133,13799.4491,0.00687807802,95.295346,95.289055,7762.58043,2404.79968,6151.00146
0.54,1,31.6740147,63.3330162,31.6590068,12176.5437,11352.9723,13799.4491,0.006868713,94.9915002,94.9852236,7766.2193,2424.51479,6150.27758
0.55,1,31.573286,63.1316098,31.5583291,12184.5088,11359.513,13799.449,0.00685942023,94.6893435,94.6830814,7769.81549,2444.12228,6149.61559
0.56,1,31.4731165,62.9313217,31.4582105,12192.4114,11366.0352,13799.449,0.0068501991,94.3888646,94.3826167,7773.36958,2463.62228,6149.01438
0.57,1,31.3735025,62.7321442,31.358647,12200.252,11372.5387,13799.4489,0.006841049,94.0900519,94.0838182,7776.88212,2483.01497,6148.47286
0.58,1,31.2744402,62.5340698,31.2596349,12208.0314,11379.0234,13799.4489,0.00683196933,93.7928941,93.7866746,7780.35365,2502.30055,6147.98998
0.59,1,31.1759258,62.3370909,31.1611705,12215.7499,11385.4892,13799.4488,0.00682295947,93.4973801,93.4911746,7783.78471,2521.47928,6147.56467
0.6,1,31.0779557,62.1412002,31.0632499,12223.4084,11391.9358,13799.4487,0.00681401884,93.2034985,93.197307,7787.17584,2540.55142,6147.19589
0.61,1,30.9805259,61.9463901,30.9658696,12231.0073,11398.3631,13799.4487,0.00680514685,92.9112382,92.9050606,7790.52755,2559.51725,6146.88263
0.62,1,30.883633,61.7526534,30.8690258,12238.5472,11404.7709,13799.4486,0.0067963429,92.6205882,92.6144245,7793.84037,2578.37711,6146.62387
