n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,40.9450333,20.4737661,20.471278,12282.6862,13799.4481,13640.6821,61.404322,61.4007883,0.00690405603,6167.33045,5947.70475,8879.39633
0.02,1,40.7983449,20.4004309,20.3979249,12288.4618,13799.4481,13641.883,61.1842705,61.1807404,0.00690405519,6172.22454,5954.59412,8876.47877
0.03,1,40.6526896,20.3276121,20.3250884,12294.1945,13799.4481,13643.0708,60.9657689,60.9622423,0.00690405435,6177.09902,5961.43923,8873.57916
0.04,1,40.5080568,20.2553045,20.2527632,12299.8848,13799.4481,13644.2457,60.748801,60.7452779,0.00690405352,6181.95388,5968.24047,8870.69734
0.05,1,40.3644358,20.1835028,20.180944,12305.5333,13799.4481,13645.408,60.5333509,60.5298313,0.00690405266,6186.78914,5974.99823,8867.83314
0.06,1,40.2218161,20.1122016,20.1096255,12311.1403,13799.4481,13646.5578,60.3194031,60.315887,0.00690405181,6191.60479,5981.71289,8864.98643
0.07,1,40.0801876,20.041396,20.0388026,12316.7062,13799.4481,13647.6952,60.1069421,60.1034294,0.00690405097,6196.40085,5988.38483,8862.15704
0.08,1,39.93954,19.9710808,19.9684703,12322.2316,13799.4481,13648.8206,59.8959526,59.8924434,0.00690405013,6201.17733,5995.01442,8859.34483
0.09,1,39.7998634,19.901251,19.8986235,12327.7169,13799.4481,13649.9339,59.6864197,59.6829138,0.00690404928,6205.93425,6001.60203,8856.54965
0.1,1,39.6611478,19.8319017,19.8292573,12333.1624,13799.4481,13651.0354,59.4783284,59.474826,0.00690404844,6210.67163,6008.14802,8853.77135
0.11,1,39.5233835,19.7630279,19.7603668,12338.5687,13799.4481,13652.1253,59.2716643,59.2681652,0.0069040476,6215.38949,6014.65276,8851.00977
0.12,1,39.3865609,19.6946249,19.6919472,12343.9361,13799.4481,13653.2037,59.0664128,59.062917,0.00690404675,6220.08786,6021.11661,8848.26479
0.13,1,39.2506704,19.626688,19.6239937,12349.265,13799.4481,13654.2707,58.8625597,58.8590672,0.00690404591,6224.76676,6027.53993,8845.53625
0.14,1,39.1157028,19.5592124,19.5565017,12354.5558,13799.4481,13655.3266,58.660091,58.6566018,0.00690404507,6229.42622,6033.92305,8842.82402
0.15,1,38.9816488,19.4921936,19.4894666,12359.809,13799.4481,13656.3715,58.4589927,58.4555068,0.00690404422,6234.06628,6040.26634,8840.12796
0.16,1,38.8484992,19.4256269,19.4228837,12365.0249,13799.4481,13657.4055,58.2592513,58.2557686,0.00690404338,6238.68696,6046.57014,8837.44792
0.17,1,38.7162451,19.3595079,19.3567486,12370.2039,13799.4481,13658.4288,58.0608531,58.0573736,0.00690404249,6243.28832,6052.83479,8834.78377
0.18,1,38.5848775,19.2938321,19.2910569,12375.3464,13799.4481,13659.4415,57.8637849,57.8603086,0.00690404169,6247.87038,6059.06062,8832.13537
0.19,1,38.4543877,19.2285952,19.2258041,12380.4528,13799.4481,13660.4438,57.6680335,57.6645604,0.00690404085,6252.43319,6065.24797,8829.5026
0.2,1,38.3247671,19.1637927,19.1609859,12385.5234,13799.4481,13661.4357,57.4735859,57.470116,0.00690404005,6256.9768,6071.39717,8826.88531
0.21,1,38.196007,19.0994205,19.0965981,12390.5586,13799.4481,13662.4176,57.2804293,57.2769625,0.00690403913,6261.50124,6077.50856,8824.28338
0.22,1,38.0680991,19.0354744,19.0326364,12395.5588,13799.4481,13663.3894,57.0885511,57.0850874,0.00690403832,6266.00656,6083.58244,8821.69668
0.23,1,37.941035,18.9719501,18.9690966,12400.5243,13799.4481,13664.3513,56.8979387,56.8944781,0.00690403747,6270.49281,6089.61915,8819.12508
0.24,1,37.8148066,18.9088435,18.9059747,12405.4556,13799.4481,13665.3035,56.7085798,56.7051224,0.00690403663,6274.96005,6095.61901,8816.56845
0.25,1,37.6894056,18.8461506,18.8432667,12410.3528,13799.4481,13666.2461,56.5204623,56.5170079,0.00690403578,6279.40832,6101.58232,8814.02667
0.26,1,37.5648241,18.7838675,18.7809684,12415.2164,13799.4481,13667.1791,56.3335741,56.3301227,0.00690403498,6283.83768,6107.5094,8811.49962
0.27,1,37.4410541,18.72199,18.7190759,12420.0467,13799.4481,13668.1028,56.1479034,56.144455,0.00690403408,6288.24818,6113.40056,8808.98716
0.28,1,37.318088,18.6605144,18.6575854,12424.8441,13799.4481,13669.0173,55.9634384,55.9599931,0.00690403325,6292.63988,6119.2561,8806.48918
0.29,1,37.1959178,18.5994368,18.5964929,12429.6089,13799.4481,13669.9226,55.7801676,55.7767253,0.00690403241,6297.01283,6125.07632,8804.00556
