n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,20.3097724,20.6798447,40.9894816,13809.4749,13648.2064,12287.2823,61.2811729,0.397803686,61.6574004,5963.62065,8902.78207,6181.37142
0.02,1,20.2347534,20.6049273,40.8395443,13809.4809,13649.1935,12293.0895,61.0561925,0.397947363,61.432533,5970.746,8899.54766,6185.76031
0.03,1,20.1602776,20.5305521,40.6906925,13809.4868,13650.1707,12298.8531,60.8328409,0.398089925,61.2092935,5977.82297,8896.33607,6190.13845
0.04,1,20.086339,20.4567135,40.5429145,13809.4927,13651.1382,12304.5735,60.6111005,0.398231385,60.9876645,5984.85203,8893.14707,6194.50568
0.05,1,20.0129319,20.3834057,40.3961988,13809.4985,13652.0961,12310.2513,60.3909542,0.398371755,60.7676286,5991.83364,8889.98041,6198.86185
0.06,1,19.9400507,20.3106229,40.2505341,13809.5043,13653.0446,12315.8869,60.1723848,0.398511048,60.5491688,5998.76826,8886.83589,6203.20681
0.07,1,19.8676898,20.2383597,40.1059091,13809.51,13653.9837,12321.4807,59.9553756,0.398649276,60.3322685,6005.65634,8883.71325,6207.54042
0.08,1,19.7958436,20.1666105,39.9623129,13809.5157,13654.9137,12327.0333,59.73991,0.398786452,60.1169109,6012.49833,8880.61229,6211.86255
0.09,1,19.7245066,20.0953698,39.8197345,13809.5214,13655.8346,12332.5451,59.5259718,0.398922587,59.9030799,6019.29467,8877.53278,6216.17308
0.1,1,19.6536736,20.0246324,39.6781633,13809.527,13656.7465,12338.0165,59.3135448,0.399057693,59.6907594,6026.04579,8874.47451,6220.47188
0.11,1,19.5833393,19.9543929,39.5375886,13809.5325,13657.6497,12343.4479,59.1026132,0.399191781,59.4799334,6032.75212,8871.43726,6224.75884
0.12,1,19.5134984,19.8846461,39.3980001,13809.538,13658.5441,12348.8399,58.8931613,0.399324863,59.2705864,6039.41409,8868.42081,6229.03386
0.13,1,19.4441457,19.8153869,39.2593874,13809.5435,13659.43,12354.1928,58.6851737,0.399456951,59.0627029,6046.03213,8865.42496,6233.29682
0.14,1,19.3752762,19.7466102,39.1217405,13809.5489,13660.3074,12359.507,58.4786351,0.399588055,58.8562678,6052.60664,8862.44951,6237.54764
0.15,1,19.306885,19.6783111,38.9850493,13809.5543,13661.1764,12364.783,58.2735307,0.399718186,58.651266,6059.13803,8859.49424,6241.7862
0.16,1,19.238967,19.6104845,38.8493039,13809.5596,13662.0372,12370.0212,58.0698455,0.399847354,58.4476827,6065.62672,8856.55896,6246.01244
0.17,1,19.1715173,19.5431257,38.7144947,13809.5649,13662.8898,12375.2219,57.8675649,0.399975572,58.2455034,6072.0731,8853.64347,6250.22626
0.18,1,19.1045313,19.4762298,38.580612,13809.5702,13663.7345,12380.3856,57.6666746,0.400102849,58.0447136,6078.47756,8850.74758,6254.42758
0.19,1,19.0380041,19.4097921,38.4476463,13809.5754,13664.5712,12385.5127,57.4671604,0.400229195,57.8452991,6084.84051,8847.87108,6258.61633
0.2,1,18.9719311,19.343808,38.3155883,13809.5806,13665.4001,12390.6035,57.2690082,0.40035462,57.647246,6091.16233,8845.0138,6262.79243
0.21,1,18.9063077,19.2782728,38.1844289,13809.5857,13666.2213,12395.6584,57.0722042,0.400479135,57.4505403,6097.44339,8842.17553,6266.95583
0.22,1,18.8411292,19.213182,38.0541588,13809.5908,13667.0349,12400.6779,56.8767347,0.400602749,57.2551686,6103.68409,8839.3561,6271.10646
0.23,1,18.7763913,19.1485311,37.9247692,13809.5959,13667.8409,12405.6622,56.6825864,0.400725473,57.0611172,6109.88479,8836.55533,6275.24425
0.24,1,18.7120895,19.0843156,37.7962511,13809.6009,13668.6396,12410.6117,56.4897458,0.400847315,56.8683731,6116.04586,8833.77302,6279.36916
0.25,1,18.6482193,19.0205313,37.6685959,13809.6059,13669.4309,12415.5268,56.2982,0.400968285,56.6769229,6122.16766,8831.00901,6283.48113
0.26,1,18.5847766,18.9571738,37.5417949,13809.6108,13670.215,12420.4079,56.1079359,0.401088393,56.4867539,6128.25057,8828.26311,6287.58012
0.27,1,18.5217571,18.8942389,37.4158397,13809.6157,13670.992,12425.2553,55.9189409,0.401207647,56.2978532,6134.29493,8825.53516,6291.66608
0.28,1,18.4591565,18.8317224,37.2907217,13809.6206,13671.762,12430.0694,55.7312022,0.401326057,56.1102084,6140.30109,8822.82497,6295.73897
0.29,1,18.3969707,18.7696201,37.1664329,13809.6255,13672.525,12434.8504,55.5447076,0.401443632,55.9238068,6146.26942,8820.13238,6299.79874
