n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,19.1130265,19.1062041,38.2192191,13799.3802,13705.1526,12407.8809,57.3136136,0.00606662215,57.3137414,6065.42999,8869.97734,6366.8716
0.02,1,19.0726498,19.0658517,38.1384899,13799.3805,13704.5706,12410.5226,57.1924987,0.0060661479,57.1926416,6069.56975,8867.0945,6366.72842
0.03,1,19.0324404,19.0256665,38.0580953,13799.3808,13703.9943,12413.1551,57.0718859,0.00606571191,57.0720437,6073.69206,8864.22713,6366.60301
0.04,1,18.9923973,18.9856476,37.9780333,13799.381,13703.4238,12415.7783,56.951772,0.00606531371,56.9519447,6077.79701,8861.37512,6366.49515
0.05,1,18.9525196,18.9457938,37.8983018,13799.3813,13702.8588,12418.3922,56.832154,0.00606495286,56.8323416,6081.88472,8858.53836,6366.40463
0.06,1,18.9128061,18.9061043,37.8188988,13799.3816,13702.2995,12420.9971,56.7130288,0.00606462889,56.7132312,6085.95529,8855.71673,6366.33123
0.07,1,18.873256,18.8665781,37.7398224,13799.3819,13701.7456,12423.5927,56.5943936,0.00606434137,56.5946108,6090.00881,8852.91013,6366.27473
0.08,1,18.8338682,18.827214,37.6610705,13799.3821,13701.1973,12426.1794,56.4762453,0.00606408985,56.4764771,6094.04541,8850.11845,6366.23494
0.09,1,18.7946418,18.7880112,37.5826413,13799.3824,13700.6544,12428.7569,56.358581,0.00606387389,56.3588275,6098.06517,8847.34157,6366.21164
0.1,1,18.7555757,18.7489687,37.5045327,13799.3827,13700.1168,12431.3255,56.2413978,0.00606369306,56.2416588,6102.0682,8844.5794,6366.20463
0.11,1,18.7166691,18.7100855,37.4267429,13799.383,13699.5846,12433.8851,56.1246927,0.00606354693,56.1249683,6106.05459,8841.83182,6366.2137
0.12,1,18.6779209,18.6713607,37.3492698,13799.3832,13699.0576,12436.4358,56.008463,0.00606343508,56.008753,6110.02446,8839.09874,6366.23866
0.13,1,18.6393302,18.6327933,37.2721117,13799.3835,13698.5358,12438.9776,55.8927058,0.00606335709,55.8930101,6113.9779,8836.38004,6366.27931
0.14,1,18.6008961,18.5943824,37.1952667,13799.3838,13698.0192,12441.5106,55.7774182,0.00606331254,55.7777369,6117.91501,8833.67563,6366.33546
0.15,1,18.5626177,18.556127,37.1187328,13799.384,13697.5077,12444.0348,55.6625975,0.00606330103,55.6629304,6121.83588,8830.98541,6366.40691
0.16,1,18.5244939,18.5180262,37.0425082,13799.3843,13697.0013,12446.5503,55.5482408,0.00606332215,55.5485879,6125.74061,8828.30926,6366.49347
0.17,1,18.4865239,18.4800791,36.9665911,13799.3846,13696.4999,12449.057,55.4343454,0.00606337549,55.4347066,6129.62931,8825.6471,6366.59496
0.18,1,18.4487068,18.4422848,36.8909796,13799.3848,13696.0035,12451.5551,55.3209085,0.00606346066,55.3212839,6133.50205,8822.99882,6366.71118
0.19,1,18.4110417,18.4046423,36.815672,13799.3851,13695.512,12454.0445,55.2079276,0.00606357728,55.2083169,6137.35895,8820.36432,6366.84196
0.2,1,18.3735276,18.3671509,36.7406665,13799.3854,13695.0254,12456.5254,55.0953997,0.00606372494,55.0958031,6141.20009,8817.74351,6366.9871
0.21,1,18.3361637,18.3298095,36.6659612,13799.3856,13694.5435,12458.9977,54.9833224,0.00606390327,54.9837396,6145.02557,8815.13629,6367.14645
