n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,56.6894671,40.7549918,69.9254968,12087.4869,12292.613,10996.7537,120.591974,69.6946377,99.420654,2826.75385,5817.64121,5073.09647
0.02,1,56.430112,40.7321779,69.6024594,12094.1537,12296.5724,11014.1494,119.981088,69.5702485,99.095633,2860.40648,5821.2671,5073.5117
0.03,1,56.1726122,40.708581,69.2819229,12100.8134,12300.4912,11031.3692,119.374864,69.4456753,98.7727928,2893.71517,5824.895,5073.98821
0.04,1,55.9169577,40.6842195,68.9638697,12107.4648,12304.3701,11048.4151,118.773272,69.3209351,98.4521181,2926.68358,5828.524,5074.52507
0.05,1,55.6631381,40.6591115,68.6482822,12114.1065,12308.2098,11065.2887,118.176281,69.196044,98.1335935,2959.31538,5832.15321,5075.12137
0.06,1,55.4111431,40.6332748,68.3351426,12120.7374,12312.011,11081.9921,117.583861,69.0710181,97.8172034,2991.61425,5835.78179,5075.7762
0.07,1,55.1609619,40.6067268,68.0244327,12127.3563,12315.7743,11098.5268,116.995981,68.9458726,97.5029322,3023.58386,5839.40893,5076.48864
0.08,1,54.9125837,40.5794845,67.7161347,12133.9622,12319.5004,11114.8949,116.412609,68.8206227,97.1907642,3055.22788,5843.03388,5077.25778
0.09,1,54.6659976,40.5515648,67.4102302,12140.5539,12323.1899,11131.0981,115.833715,68.6952829,96.8806837,3086.54994,5846.65589,5078.08272
0.1,1,54.4211924,40.5229841,67.1067011,12147.1305,12326.8435,11147.1381,115.259266,68.5698673,96.572675,3117.55369,5850.27429,5078.96257
0.11,1,54.1781569,40.4937585,66.805529,12153.691,12330.4617,11163.0168,114.68923,68.4443897,96.2667221,3148.24275,5853.8884,5079.89644
0.12,1,53.9368798,40.4639038,66.5066957,12160.2345,12334.0453,11178.736,114.123576,68.3188633,95.9628093,3178.62072,5857.4976,5080.88343
0.13,1,53.6973494,40.4334355,66.2101826,12166.7602,12337.5948,11194.2975,113.562271,68.1933011,95.6609207,3208.69119,5861.10128,5081.92268
0.14,1,53.4595544,40.4023688,65.9159713,12173.2671,12341.1107,11209.703,113.005284,68.0677158,95.3610405,3238.4577,5864.69888,5083.0133
0.15,1,53.2234829,40.3707185,65.6240434,12179.7546,12344.5936,11224.9542,112.45258,67.9421194,95.0631527,3267.92379,5868.28987,5084.15444
0.16,1,52.9891232,40.3384993,65.3343804,12186.2218,12348.0442,11240.053,111.904129,67.8165239,94.7672415,3297.09298,5871.87372,5085.34523
0.17,1,52.7564635,40.3057254,65.0469637,12192.6681,12351.463,11255.001,111.359897,67.6909406,94.4732912,3325.96874,5875.44995,5086.58482
0.18,1,52.5254919,40.2724109,64.761775,12199.0928,12354.8504,11269.8,110.819851,67.5653807,94.1812858,3354.55452,5879.01811,5087.87238
0.19,1,52.2961965,40.2385695,64.4787957,12205.4952,12358.2071,11284.4517,110.283959,67.4398551,93.8912096,3382.85376,5882.57774,5089.20705
0.2,1,52.0685651,40.2042147,64.1980074,12211.8746,12361.5335,11298.9577,109.752189,67.3143742,93.6030467,3410.86985,5886.12846,5090.58802
0.21,1,51.8425859,40.1693595,63.9193916,12218.2307,12364.8302,11313.3198,109.224506,67.1889482,93.3167816,3438.60614,5889.66985,5092.01447
0.22,1,51.6182467,40.1340171,63.6429299,12224.5627,12368.0977,11327.5396,108.700879,67.0635868,93.0323985,3466.06598,5893.20156,5093.48558
0.23,1,51.3955354,40.0981999,63.3686041,12230.8701,12371.3364,11341.6188,108.181275,66.9382997,92.7498818,3493.25265,5896.72323,5095.00054
0.24,1,51.1744399,40.0619205,63.0963958,12237.1526,12374.5469,11355.559,107.665662,66.8130961,92.4692158,3520.16944,5900.23454,5096.55857
0.25,1,50.9549479,40.0251908,62.8262867,12243.4095,12377.7296,11369.3619,107.154005,66.6879849,92.1903852,3546.81957,5903.73519,5098.15888
0.26,1,50.7370475,39.988023,62.5582587,12249.6405,12380.885,11383.029,106.646273,66.5629749,91.9133745,3573.20624,5907.22487,5099.80068
0.27,1,50.5207264,39.9504285,62.2922935,12255.8452,12384.0135,11396.5619,106.142434,66.4380745,91.6381682,3599.33262,5910.70333,5101.48322
0.28,1,50.3059724,39.9124189,62.0283733,12262.0231,12387.1156,11409.9623,105.642455,66.3132917,91.3647511,3625.20184,5914.1703,5103.20572
0.29,1,50.0927734,39.8740052,61.7664799,12268.174,12390.1917,11423.2316,105.146303,66.1886345,91.0931079,3650.81701,5917.62555,5104.96743
0.3,1,49.8811173,39.8351984,61.5065955,12274.2974,12393.2423,11436.3715,104.653946,66.0641106,90.8232234,3676.18118,5921.06884,5106.76762
0.31,1,49.6709918,39.7960094,61.2487022,12280.3931,12396.2677,11449.3835,104.165353,65.9397273,90.5550827,3701.29739,5924.49999,5108.60555
0.32,1,49.462385,39.7564484,60.9927823,12286.4607,12399.2685,11462.269,103.680491,65.8154917,90.2886706,3726.16862,5927.91878,5110.48049
0.33,1,49.2552847,39.7165259,60.7388182,12292.5001,12402.2449,11475.0296,103.199328,65.6914108,90.0239723,3750.79785,5931.32504,5112.39172
0.34,1,49.0496789,39.6762519,60.4867923,12298.5108,12405.1974,11487.6668,102.721832,65.5674913,89.760973,3775.18799,5934.71861,5114.33855
0.35,1,48.8455554,39.6356363,60.2366871,12304.4927,12408.1263,11500.1821,102.247972,65.4437396,89.499658,3799.34194,5938.09933,5116.32027
0.36,1,48.6429025,39.5946886,59.9884854,12310.4456,12411.0321,11512.5768,101.777717,65.3201621,89.2400126,3823.26256,5941.46705,5118.33619
0.37,1,48.441708,39.5534184,59.7421697,12316.3692,12413.9152,11524.8525,101.311034,65.1967647,88.9820222,3846.95266,5944.82165,5120.38563
0.38,1,48.24196,39.5118349,59.4977231,12322.2635,12416.7758,11537.0105,100.847894,65.0735533,88.7256725,3870.41503,5948.163,5122.46792
0.39,1,48.0436468,39.4699472,59.2551284,12328.1281,12419.6144,11549.0523,100.388264,64.9505336,88.4709492,3893.65244,5951.49101,5124.5824
0.4,1,47.8467564,39.4277641,59.0143687,12333.963,12422.4313,11560.9793,99.9321145,64.827711,88.2178379,3916.66759,5954.80556,5126.72841
