n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,1,18.947871,7487.6813,32.815858,1320.2564
0.02,1,18.911175,7488.7555,32.752294,1325.3489
0.03,1,18.874606,7489.8257,32.688949,1330.4488
0.04,1,18.838164,7490.892,32.625824,1335.5557
0.05,1,18.801847,7491.9544,32.562917,1340.6689
0.06,1,18.765656,7493.0128,32.500226,1345.7879
0.07,1,18.72959,7494.0673,32.437752,1350.9124
0.08,1,18.693648,7495.118,32.375493,1356.0418
0.09,1,18.657829,7496.1647,32.313448,1361.1756
0.1,1,18.622133,7497.2076,32.251617,1366.3133
0.11,1,18.586561,7498.2467,32.189997,1371.4547
0.12,1,18.55111,7499.2819,32.128589,1376.5991
0.13,1,18.51578,7500.3134,32.067392,1381.7462
0.14,1,18.480572,7501.341,32.006403,1386.8955
0.15,1,18.445483,7502.3649,31.945624,1392.0468
0.16,1,18.410515,7503.385,31.885052,1397.1995
0.17,1,18.375666,7504.4014,31.824687,1402.3533
0.18,1,18.340936,7505.414,31.764527,1407.5079
0.19,1,18.306324,7506.4229,31.704573,1412.6628
0.2,1,18.27183,7507.4282,31.644822,1417.8178
0.21,1,18.237453,7508.4297,31.585274,1422.9724
0.22,1,18.203193,7509.4276,31.525929,1428.1264
0.23,1,18.169049,7510.4219,31.466785,1433.2794
0.24,1,18.13502,7511.4125,31.407841,1438.4312
0.25,1,18.101107,7512.3995,31.349097,1443.5813
0.26,1,18.067309,7513.3829,31.290551,1448.7295
0.27,1,18.033624,7514.3628,31.232203,1453.8756
0.28,1,18.000053,7515.339,31.174052,1459.0192
0.29,1,17.966596,7516.3117,31.116097,1464.1601
0.3,1,17.933251,7517.2809,31.058337,1469.298
0.31,1,17.900018,7518.2466,31.000771,1474.4326
0.32,1,17.866897,7519.2087,30.943398,1479.5637
0.33,1,17.833887,7520.1674,30.886219,1484.6911
0.34,1,17.800987,7521.1226,30.82923,1489.8144
0.35,1,17.768198,7522.0743,30.772433,1494.9336
0.36,1,17.735518,7523.0226,30.715826,1500.0482
0.37,1,17.702948,7523.9674,30.659408,1505.1583
0.38,1,17.670486,7524.9089,30.603178,1510.2634
0.39,1,17.638133,7525.8469,30.547135,1515.3634
0.4,1,17.605887,7526.7816,30.49128,1520.4582
0.41,1,17.573749,7527.7129,30.43561,1525.5475
0.42,1,17.541718,7528.6408,30.380125,1530.631
0.43,1,17.509792,7529.5654,30.324824,1535.7088
0.44,1,17.477973,7530.4867,30.269707,1540.7805
0.45,1,17.446259,7531.4047,30.214773,1545.846
0.46,1,17.41465,7532.3193,30.16002,1550.9051
0.47,1,17.383146,7533.2307,30.105448,1555.9577
0.48,1,17.351745,7534.1388,30.051056,1561.0035
0.49,1,17.320448,7535.0437,29.996844,1566.0425
0.5,1,17.289255,7535.9454,29.94281,1571.0746
0.51,1,17.258163,7536.8438,29.888955,1576.0994
0.52,1,17.227175,7537.739,29.835276,1581.117
0.53,1,17.196287,7538.631,29.781773,1586.1272
0.54,1,17.165502,7539.5198,29.728446,1591.1297
0.55,1,17.134817,7540.4055,29.675294,1596.1247
0.56,1,17.104232,7541.288,29.622316,1601.1118
0.57,1,17.073748,7542.1674,29.569511,1606.0909
0.58,1,17.043363,7543.0437,29.516878,1611.062
0.59,1,17.013077,7543.9168,29.464417,1616.025
0.6,1,16.98289,7544.7869,29.412127,1620.9797
0.61,1,16.952801,7545.6538,29.360007,1625.926
0.62,1,16.922809,7546.5177,29.308057,1630.8639
0.63,1,16.892916,7547.3786,29.256275,1635.7931
0.64,1,16.863119,7548.2364,29.204662,1640.7137
0.65,1,16.833419,7549.0912,29.153215,1645.6256
0.66,1,16.803815,7549.9429,29.101935,1650.5286
0.67,1,16.774306,7550.7917,29.050821,1655.4226
0.68,1,16.744893,7551.6375,28.999872,1660.3076
0.69,1,16.715575,7552.4803,28.949087,1665.1836
0.7,1,16.686351,7553.3201,28.898466,1670.0503
0.71,1,16.657222,7554.157,28.848008,1674.9078
0.72,1,16.628186,7554.991,28.797712,1679.7559
0.73,1,16.599243,7555.822,28.747578,1684.5947
0.74,1,16.570393,7556.6501,28.697604,1689.424
0.75,1,16.541635,7557.4754,28.647791,1694.2438
0.76,1,16.51297,7558.2977,28.598136,1699.0539
0.77,1,16.484396,7559.1172,28.548641,1703.8544
0.78,1,16.455913,7559.9338,28.499304,1708.6452
0.79,1,16.427522,7560.7476,28.450124,1713.4263
0.8,1,16.39922,7561.5585,28.4011,1718.1975
0.81,1,16.371009,7562.3667,28.352233,1722.9588
0.82,1,16.342887,7563.172,28.303521,1727.7103
0.83,1,16.314855,7563.9745,28.254964,1732.4517
0.84,1,16.286912,7564.7742,28.20656,1737.1832
0.85,1,16.259057,7565.5712,28.15831,1741.9046
0.86,1,16.23129,7566.3654,28.110213,1746.6158
0.87,1,16.203611,7567.1569,28.062268,1751.317
0.88,1,16.176019,7567.9457,28.014474,1756.008
0.89,1,16.148514,7568.7317,27.966831,1760.6887
0.9,1,16.121096,7569.515,27.919337,1765.3593
0.91,1,16.093765,7570.2956,27.871993,1770.0195
0.92,1,16.066519,7571.0735,27.824798,1774.6695
0.93,1,16.039358,7571.8488,27.777752,1779.3091
0.94,1,16.012283,7572.6214,27.730852,1783.9383
0.95,1,15.985293,7573.3913,27.6841,1788.5571
0.96,1,15.958387,7574.1586,27.637493,1793.1655
0.97,1,15.931565,7574.9233,27.591033,1797.7635
0.98,1,15.904827,7575.6854,27.544717,1802.351
0.99,1,15.878172,7576.4449,27.498546,1806.9281
