n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,41.6891292,24.0351134,50.8788108,12754.3354,13361.5033,12109.1264,89.8480346,45.1759093,67.7703984,4558.90114,7219.77958,6796.42576
0.02,1,41.5187058,23.9861581,50.6526352,12758.5686,13362.7027,12118.7436,89.4468455,45.0640273,67.5009761,4577.10964,7220.0459,6797.282
0.03,1,41.349675,23.9373964,50.4283703,12762.7726,13363.8873,12128.2624,89.0490286,44.9527526,67.2337829,4595.14206,7220.31896,6798.15911
0.04,1,41.1820203,23.8888274,50.2059934,12766.9477,13365.0575,12137.6843,88.6545439,44.8420796,66.9687919,4613.00078,7220.59864,6799.05654
0.05,1,41.0157257,23.8404498,49.9854822,12771.0939,13366.2136,12147.0106,88.2633523,44.7320031,66.7059767,4630.68814,7220.88485,6799.97377
0.06,1,40.8507752,23.7922626,49.7668145,12775.2117,13367.3558,12156.2427,87.875415,44.6225177,66.4453113,4648.20646,7221.17748,6800.91029
0.07,1,40.6871531,23.7442647,49.5499687,12779.3011,13368.4845,12165.3819,87.4906937,44.5136182,66.1867701,4665.55798,7221.47642,6801.86558
0.08,1,40.524844,23.6964549,49.3349232,12783.3624,13369.6,12174.4295,87.109151,44.4052993,65.9303278,4682.74496,7221.78157,6802.83915
0.09,1,40.3638326,23.6488321,49.121657,12787.3959,13370.7024,12183.3867,86.7307497,44.297556,65.6759595,4699.76958,7222.09283,6803.83052
0.1,1,40.204104,23.6013953,48.9101493,12791.4017,13371.7922,12192.2549,86.3554533,44.1903833,65.4236407,4716.63399,7222.4101,6804.83922
0.11,1,40.0456432,23.5541434,48.7003796,12795.38,13372.8696,12201.0352,85.9832258,44.0837761,65.1733473,4733.34032,7222.73329,6805.86479
0.12,1,39.8884359,23.5070753,48.4923276,12799.3311,13373.9347,12209.7289,85.6140317,43.9777294,64.9250554,4749.89064,7223.0623,6806.90678
0.13,1,39.7324675,23.46019,48.2859735,12803.2552,13374.988,12218.3372,85.247836,43.8722385,64.6787417,4766.28702,7223.39704,6807.96474
0.14,1,39.577724,23.4134865,48.0812975,12807.1525,13376.0296,12226.8612,84.8846043,43.7672986,64.434383,4782.53147,7223.7374,6809.03826
0.15,1,39.4241913,23.3669636,47.8782804,12811.0232,13377.0597,12235.3021,84.5243025,43.6629048,64.1919565,4798.62596,7224.08331,6810.1269
0.16,1,39.2718558,23.3206203,47.6769031,12814.8675,13378.0786,12243.661,84.1668972,43.5590524,63.9514399,4814.57245,7224.43467,6811.23027
0.17,1,39.1207037,23.2744557,47.4771468,12818.6856,13379.0866,12251.939,83.8123553,43.455737,63.712811,4830.37287,7224.79139,6812.34795
0.18,1,38.9707218,23.2284687,47.278993,12822.4778,13380.0838,12260.1373,83.4606443,43.3529537,63.4760481,4846.02909,7225.15339,6813.47956
0.19,1,38.8218969,23.1826584,47.0824233,12826.2443,13381.0705,12268.2568,83.1117321,43.2506982,63.2411297,4861.54297,7225.52058,6814.62471
