n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,39.3175828,39.4175846,78.7341237,13810.9026,11237.8839,11129.601,118.051972,0.434073741,118.137747,6897.09515,6944.61435,56.6254881
0.02,1,39.1642879,39.2666982,78.4299415,13810.9026,11259.2878,11128.4932,117.59432,0.434073593,117.682623,6873.75595,6968.05772,112.811151
0.03,1,39.010811,39.1156078,78.1253734,13810.9026,11280.6032,11127.7003,117.136102,0.434073453,117.226911,6850.81884,6991.17106,168.558344
0.04,1,38.8571862,38.9643471,77.820487,13810.9026,11301.8253,11127.2155,116.677418,0.434073321,116.77071,6828.28352,7013.95662,223.866438
0.05,1,38.7034463,38.8129494,77.5153484,13810.9026,11322.9497,11127.0318,116.218369,0.434073196,116.314122,6806.14949,7036.41673,278.734993
0.06,1,38.5496235,38.6614467,77.2100222,13810.9026,11343.9722,11127.1422,115.75905,0.434073078,115.857242,6784.41603,7058.55385,333.16375
0.07,1,38.3957491,38.5098706,76.9045709,13810.9026,11364.8886,11127.5398,115.299556,0.434072969,115.400164,6763.0822,7080.37051,387.152629
0.08,1,38.2418537,38.3582515,76.5990557,13810.9026,11385.6953,11128.2177,114.839978,0.434072866,114.94298,6742.14687,7101.86933,440.701718
0.09,1,38.087967,38.2066193,76.293536,13810.9026,11406.3885,11129.169,114.380406,0.434072772,114.485779,6721.6087,7123.05301,493.811272
0.1,1,37.9341176,38.0550028,75.9880694,13810.9025,11426.9648,11130.3869,113.920926,0.434072685,114.028648,6701.46618,7143.92432,546.481706
0.11,1,37.7803337,37.9034302,75.6827123,13810.9025,11447.4211,11131.8646,113.461622,0.434072606,113.571672,6681.71759,7164.4861,598.713584
0.12,1,37.6266426,37.7519288,75.3775191,13810.9025,11467.7542,11133.5954,113.002576,0.434072534,113.114931,6662.36106,7184.74125,650.507623
0.13,1,37.4730705,37.6005252,75.0725428,13810.9025,11487.9614,11135.5727,112.543868,0.43407247,112.658505,6643.39454,7204.69272,701.864677
0.14,1,37.3196432,37.449245,74.7678347,13810.9025,11508.0399,11137.7897,112.085574,0.434072413,112.202472,6624.81581,7224.34354,752.785739
0.15,1,37.1663855,37.2981133,74.4634447,13810.9025,11527.9872,11140.2401,111.627768,0.434072364,111.746907,6606.6225,7243.69674,803.271933
0.16,1,37.0133215,37.1471543,74.1594211,13810.9025,11547.801,11142.9173,111.170525,0.434072323,111.291881,6588.8121,7262.75544,853.324508
0.17,1,36.8604745,36.9963914,73.8558107,13810.9025,11567.4791,11145.8149,110.713912,0.434072289,110.837465,6571.38195,7281.52275,902.944833
0.18,1,36.7078671,36.8458474,73.5526588,13810.9025,11587.0195,11148.9266,110.257999,0.434072263,110.383728,6554.32926,7300.00187,952.134394
0.19,1,36.5555211,36.6955441,73.2500091,13810.9025,11606.4203,11152.2462,109.802852,0.434072244,109.930734,6537.6511,7318.19598,1000.89478
0.2,1,36.4034578,36.545503,72.9479041,13810.9025,11625.6797,11155.7675,109.348532,0.434072233,109.478548,6521.34442,7336.1083,1049.2277
0.21,1,36.2516974,36.3957445,72.6463848,13810.9025,11644.7963,11159.4845,108.895103,0.43407223,109.02723,6505.40607,7353.74209,1097.13495
0.22,1,36.1002597,36.2462884,72.3454906,13810.9025,11663.7685,11163.3911,108.442623,0.434072234,108.576842,6489.83277,7371.10062,1144.61843
0.23,1,35.9491637,36.097154,72.0452599,13810.9025,11682.595,11167.4815,107.991149,0.434072246,108.127438,6474.62116,7388.18715,1191.68011
0.24,1,35.7984278,35.9483598,71.7457294,13810.9025,11701.2746,11171.75,107.540737,0.434072265,107.679076,6459.76775,7405.00499,1238.32209
0.25,1,35.6480697,35.7999235,71.4469346,13810.9025,11719.8063,11176.1907,107.09144,0.434072292,107.231809,6445.26899,7421.55743,1284.5465
0.26,1,35.4981064,35.6518625,71.1489098,13810.9024,11738.1891,11180.7981,106.643309,0.434072326,106.785687,6431.12123,7437.84778,1330.35559
0.27,1,35.3485542,35.5041931,70.851688,13810.9024,11756.4222,11185.5667,106.196393,0.434072368,106.34076,6417.32074,7453.87936,1375.75166
