n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,40.9976206,20.3239125,20.6739794,12285.8323,13809.7861,13647.1255,61.6596182,61.3034174,0.395970616,6177.12181,5963.24908,8902.54638
0.02,1,40.8509983,20.2505291,20.6007409,12291.6135,13809.7886,13648.3382,61.4397478,61.0833873,0.396053734,6182.0341,5970.13788,8899.64105
0.03,1,40.7054075,20.1776621,20.5280177,12297.352,13809.791,13649.538,61.2214241,60.8649051,0.396135724,6186.9273,5976.98242,8896.75377
0.04,1,40.5608374,20.105306,20.4558042,12303.0483,13809.7934,13650.7252,61.0046309,60.6479547,0.3962166,6191.8014,5983.78308,8893.8844
0.05,1,40.4172774,20.0334555,20.3840952,12308.7028,13809.7958,13651.8999,60.7893525,60.4325203,0.396296376,6196.6564,5990.54026,8891.03277
0.06,1,40.2747172,19.9621054,20.3128854,12314.316,13809.7981,13653.0622,60.5755731,60.2185861,0.396375064,6201.4923,5997.25435,8888.19873
0.07,1,40.1331464,19.8912506,20.2421699,12319.8884,13809.8004,13654.2124,60.3632774,60.0061368,0.396452679,6206.30909,6003.92571,8885.38212
0.08,1,39.9925548,19.820886,20.1719434,12325.4202,13809.8026,13655.3506,60.1524501,59.7951572,0.396529234,6211.1068,6010.55473,8882.58278
0.09,1,39.8529325,19.7510065,20.1022011,12330.9121,13809.8048,13656.4769,59.9430763,59.5856321,0.39660474,6215.88542,6017.14177,8879.80058
0.1,1,39.7142696,19.6816072,20.0329379,12336.3643,13809.807,13657.5916,59.7351411,59.3775468,0.396679211,6220.64498,6023.68721,8877.03535
0.11,1,39.5765563,19.6126833,19.9641489,12341.7774,13809.8092,13658.6949,59.5286298,59.1708867,0.396752659,6225.38548,6030.1914,8874.28695
0.12,1,39.4397831,19.5442299,19.8958295,12347.1517,13809.8113,13659.7868,59.3235282,58.9656372,0.396825097,6230.10695,6036.65472,8871.55524
0.13,1,39.3039403,19.4762423,19.8279748,12352.4877,13809.8134,13660.8675,59.1198219,58.7617842,0.396896536,6234.80941,6043.07751,8868.84007
0.14,1,39.1690188,19.4087158,19.7605802,12357.7858,13809.8154,13661.9372,58.9174969,58.5593137,0.396966989,6239.49289,6049.46012,8866.14129
0.15,1,39.0350091,19.3416458,19.693641,12363.0463,13809.8174,13662.996,58.7165393,58.3582116,0.397036466,6244.1574,6055.80292,8863.45876
0.16,1,38.9019023,19.2750276,19.6271528,12368.2696,13809.8194,13664.0441,58.5169355,58.1584645,0.397104981,6248.80298,6062.10624,8860.79235
0.17,1,38.7696892,19.2088568,19.5611109,12373.4562,13809.8214,13665.0816,58.318672,57.9600586,0.397172543,6253.42966,6068.37043,8858.14191
0.18,1,38.6383611,19.143129,19.495511,12378.6063,13809.8233,13666.1087,58.1217355,57.7629808,0.397239164,6258.03748,6074.59582,8855.50731
0.19,1,38.5079091,19.0778398,19.4303488,12383.7205,13809.8252,13667.1255,57.9261128,57.5672179,0.397304856,6262.62646,6080.78275,8852.88841
0.2,1,38.3783247,19.0129847,19.3656198,12388.799,13809.8271,13668.1322,57.7317909,57.3727569,0.397369629,6267.19666,6086.93156,8850.28508
0.21,1,38.2495992,18.9485596,19.3013198,12393.8423,13809.8289,13669.1288,57.5387571,57.1795849,0.397433494,6271.7481,6093.04257,8847.69719
0.22,1,38.1217243,18.8845603,19.2374446,12398.8506,13809.8307,13670.1155,57.3469987,56.9876893,0.397496461,6276.28083,6099.11611,8845.1246
0.23,1,37.9946915,18.8209825,19.17399,12403.8244,13809.8325,13671.0925,57.1565032,56.7970577,0.397558541,6280.79489,6105.1525,8842.56719
0.24,1,37.8684928,18.7578222,19.1109521,12408.764,13809.8342,13672.0599,56.9672583,56.6076776,0.397619744,6285.29033,6111.15206,8840.02482
0.25,1,37.7431199,18.6950752,19.0483265,12413.6697,13809.836,13673.0177,56.7792519,56.419537,0.39768008,6289.76719,6117.11511,8837.49737
0.26,1,37.618565,18.6327376,18.9861095,12418.5419,13809.8377,13673.9662,56.5924719,56.2326238,0.39773956,6294.22553,6123.04195,8834.98471
0.27,1,37.49482,18.5708055,18.9242971,12423.3809,13809.8393,13674.9055,56.4069065,56.0469261,0.397798193,6298.66539,6128.9329,8832.48672
0.28,1,37.3718772,18.5092749,18.8628853,12428.187,13809.841,13675.8356,56.222544,55.8624323,0.397855988,6303.08683,6134.78826,8830.00328
0.29,1,37.2497289,18.448142,18.8018703,12432.9607,13809.8426,13676.7567,56.0393728,55.6791308,0.397912956,6307.48989,6140.60834,8827.53426
0.3,1,37.1283674,18.3874029,18.7412483,12437.7022,13809.8442,13677.6689,55.8573816,55.4970101,0.397969106,6311.87463,6146.39343,8825.07954
0.31,1,37.0077853,18.3270539,18.6810156,12442.4117,13809.8457,13678.5724,55.6765591,55.316059,0.398024447,6316.24111,6152.14384,8822.63901
0.32,1,36.8879751,18.2670913,18.6211684,12447.0898,13809.8472,13679.4671,55.496894,55.1362663,0.398078987,6320.58939,6157.85985,8820.21254
0.33,1,36.7689296,18.2075114,18.5617031,12451.7366,13809.8488,13680.3534,55.3183756,54.9576211,0.398132738,6324.91951,6163.54177,8817.80003
0.34,1,36.6506414,18.1483106,18.5026161,12456.3524,13809.8502,13681.2312,55.1409929,54.7801125,0.398185706,6329.23155,6169.18986,8815.40134
0.35,1,36.5331035,18.0894853,18.4439038,12460.9376,13809.8517,13682.1007,54.9647351,54.6037298,0.398237902,6333.52555,6174.80443,8813.01638
0.36,1,36.4163087,18.031032,18.3855627,12465.4925,13809.8531,13682.9619,54.7895918,54.4284624,0.398289333,6337.80158,6180.38575,8810.64503
0.37,1,36.3002501,17.9729472,18.3275892,12470.0174,13809.8545,13683.815,54.6155525,54.2542998,0.398340008,6342.05971,6185.93409,8808.28717
0.38,1,36.1849209,17.9152274,18.2699801,12474.5125,13809.8559,13684.6602,54.4426068,54.0812318,0.398389936,6346.29999,6191.44975,8805.94269
0.39,1,36.0703142,17.8578693,18.2127319,12478.9782,13809.8573,13685.4974,54.2707446,53.909248,0.398439125,6350.52249,6196.93299,8803.61149
0.4,1,35.9564233,17.8008695,18.1558411,12483.4147,13809.8586,13686.3267,54.0999558,53.7383384,0.398487584,6354.72728,6202.38408,8801.29345
0.41,1,35.8432416,17.7442247,18.0993046,12487.8223,13809.8599,13687.1484,53.9302304,53.5684932,0.398535319,6358.91441,6207.80329,8798.98847
0.42,1,35.7307626,17.6879315,18.043119,12492.2013,13809.8612,13687.9625,53.7615587,53.3997023,0.39858234,6363.08396,6213.19088,8796.69645
0.43,1,35.6189796,17.6319868,17.9872812,12496.5519,13809.8624,13688.769,53.5939308,53.2319562,0.398628654,6367.23598,6218.54712,8794.41727
0.44,1,35.5078865,17.5763873,17.9317878,12500.8746,13809.8637,13689.5681,53.4273374,53.0652453,0.398674269,6371.37056,6223.87227,8792.15084
0.45,1,35.3974768,17.52113,17.8766358,12505.1694,13809.8649,13690.3599,53.2617687,52.8995599,0.398719192,6375.48775,6229.16658,8789.89705
0.46,1,35.2877443,17.4662115,17.8218221,12509.4367,13809.8661,13691.1444,53.0972156,52.7348909,0.398763432,6379.58763,6234.43031,8787.6558
0.47,1,35.1786829,17.411629,17.7673435,12513.6767,13809.8673,13691.9218,52.9336688,52.5712289,0.398806995,6383.67026,6239.66371,8785.42699
0.48,1,35.0702864,17.3573793,17.713197,12517.8897,13809.8684,13692.6921,52.771119,52.4085648,0.39884989,6387.73571,6244.86704,8783.21051
0.49,1,34.9625489,17.3034594,17.6593797,12522.0759,13809.8695,13693.4554,52.6095574,52.2468895,0.398892122,6391.78405,6250.04053,8781.00628
0.5,1,34.8554643,17.2498663,17.6058885,12526.2357,13809.8706,13694.2118,52.448975,52.0861942,0.398933701,6395.81536,6255.18443,8778.81419
0.51,1,34.7490268,17.1965972,17.5527205,12530.3692,13809.8717,13694.9615,52.2893629,51.92647,0.398974631,6399.82971,6260.29898,8776.63414
0.52,1,34.6432307,17.143649,17.4998729,12534.4766,13809.8728,13695.7044,52.1307125,51.7677082,0.399014922,6403.82716,6265.38443,8774.46605
0.53,1,34.5380701,17.0910189,17.4473426,12538.5583,13809.8738,13696.4406,51.9730151,51.6099002,0.399054578,6407.80778,6270.44101,8772.3098
0.54,1,34.4335394,17.0387041,17.395127,12542.6145,13809.8749,13697.1703,51.8162623,51.4530375,0.399093608,6411.77166,6275.46895,8770.16533
0.55,1,34.329633,16.9867018,17.3432232,12546.6454,13809.8759,13697.8935,51.6604457,51.2971116,0.399132018,6415.71886,6280.46849,8768.03252
0.56,1,34.2263453,16.9350092,17.2916285,12550.6512,13809.8768,13698.6103,51.5055569,51.1421143,0.399169815,6419.64945,6285.43986,8765.91128
0.57,1,34.123671,16.8836235,17.2403401,12554.6322,13809.8778,13699.3208,51.3515877,50.9880373,0.399207004,6423.56351,6290.38328,8763.80153
0.58,1,34.0216044,16.8325421,17.1893553,12558.5886,13809.8787,13700.025,51.1985301,50.8348726,0.399243594,6427.46111,6295.29899,8761.70318
0.59,1,33.9201404,16.7817622,17.1386714,12562.5207,13809.8797,13700.723,51.046376,50.682612,0.399279589,6431.34232,6300.18719,8759.61614
0.6,1,33.8192737,16.7312813,17.0882858,12566.4286,13809.8806,13701.4149,50.8951174,50.5312477,0.399314997,6435.20722,6305.04813,8757.54031
0.61,1,33.7189989,16.6810967,17.0381959,12570.3125,13809.8814,13702.1008,50.7447466,50.3807718,0.399349823,6439.05588,6309.882,8755.47561
0.62,1,33.619311,16.6312058,16.9883992,12574.1727,13809.8823,13702.7808,50.5952558,50.2311766,0.399384074,6442.88837,6314.68903,8753.42196
0.63,1,33.5202049,16.5816061,16.938893,12578.0095,13809.8831,13703.4548,50.4466374,50.0824544,0.399417755,6446.70477,6319.46944,8751.37927
0.64,1,33.4216754,16.532295,16.8896749,12581.8229,13809.884,13704.123,50.2988838,49.9345976,0.399450873,6450.50516,6324.22344,8749.34745
0.65,1,33.3237176,16.4832701,16.8407423,12585.6133,13809.8848,13704.7855,50.1519874,49.7875988,0.399483434,6454.2896,6328.95123,8747.32642
0.66,1,33.2263266,16.4345288,16.7920928,12589.3808,13809.8856,13705.4423,50.005941,49.6414505,0.399515444,6458.05817,6333.65303,8745.3161
0.67,1,33.1294975,16.3860688,16.7437239,12593.1256,13809.8863,13706.0934,49.8607371,49.4961454,0.399546907,6461.81094,6338.32903,8743.31641
0.68,1,33.0332255,16.3378876,16.6956333,12596.848,13809.8871,13706.739,49.7163686,49.3516764,0.399577831,6465.548,6342.97945,8741.32726
0.69,1,32.9375057,16.2899828,16.6478186,12600.5481,13809.8878,13707.3792,49.5728284,49.2080362,0.39960822,6469.2694,6347.60449,8739.34857
0.7,1,32.8423336,16.2423522,16.6002774,12604.2261,13809.8885,13708.0139,49.4301092,49.0652177,0.39963808,6472.97524,6352.20434,8737.38026
0.71,1,32.7477044,16.1949932,16.5530074,12607.8823,13809.8892,13708.6432,49.2882043,48.923214,0.399667417,6476.66558,6356.77921,8735.42226
0.72,1,32.6536136,16.1479037,16.5060062,12611.5168,13809.8899,13709.2672,49.1471066,48.7820182,0.399696235,6480.34049,6361.32929,8733.47449
0.73,1,32.5600565,16.1010814,16.4592717,12615.1298,13809.8906,13709.886,49.0068094,48.6416234,0.399724541,6484.00006,6365.85477,8731.53686
0.74,1,32.4670287,16.054524,16.4128015,12618.7215,13809.8912,13710.4996,48.8673058,48.5020229,0.39975234,6487.64435,6370.35585,8729.6093
0.75,1,32.3745257,16.0082292,16.3665935,12622.2921,13809.8918,13711.1081,48.7285892,48.36321,0.399779637,6491.27344,6374.83271,8727.69174
0.76,1,32.2825431,15.962195,16.3206454,12625.8418,13809.8924,13711.7116,48.590653,48.225178,0.399806436,6494.8874,6379.28555,8725.7841
