n,tipoCurto,Ia_Trif_T2F,Ib_Trif_T2F,Ic_Trif_T2F,Vab_Trif_T2F,Vbc_Trif_T2F,Vca_Trif_T2F,Ia_T2F,Ib_T2F,Ic_T2F,Vab_T2F,Vbc_T2F,Vca_T2F
0.01,1,78.7533323,22.1212889,63.5442764,11404.3588,13125.6132,10528.1578,141.376908,96.6649606,53.3897045,55.8897653,5908.56262,5941.66518
0.02,1,78.468032,22.1931955,63.3130406,11403.0145,13125.5446,10549.992,140.839827,96.3850495,53.3199969,111.372264,5891.28878,5956.76935
0.03,1,78.1820193,22.2640879,63.0815417,11401.9781,13125.4794,10571.7551,140.301708,96.1041146,53.2504468,166.44819,5874.46969,5971.61167
0.04,1,77.8953622,22.3339601,62.8498292,11401.2429,13125.4175,10593.4421,139.762672,95.822229,53.1810537,221.116221,5858.10224,5986.19518
0.05,1,77.6081273,22.402807,62.617951,11400.8023,13125.3588,10615.0483,139.222839,95.5394641,53.1118173,275.375222,5842.1831,6000.523
0.06,1,77.3203799,22.4706245,62.3859543,11400.6499,13125.3035,10636.5691,138.682326,95.2558899,53.0427371,329.224244,5826.70872,6014.59823
0.07,1,77.0321836,22.5374093,62.1538847,11400.779,13125.2514,10658.0002,138.141245,94.971575,52.9738128,382.662512,5811.67536,6028.42402
0.08,1,76.7436008,22.6031589,61.9217872,11401.1832,13125.2024,10679.3375,137.59971,94.6865865,52.9050438,435.689426,5797.07911,6042.00353
0.09,1,76.4546922,22.6678716,61.6897051,11401.8558,13125.1567,10700.577,137.057828,94.4009901,52.8364298,488.304553,5782.91585,6055.33996
0.1,1,76.1655173,22.7315464,61.4576811,11402.7905,13125.1142,10721.715,136.515705,94.1148499,52.7679703,540.507622,5769.18132,6068.43651
0.11,1,75.8761339,22.7941831,61.2257564,11403.9807,13125.0748,10742.7478,135.973445,93.8282288,52.699665,592.298521,5755.87107,6081.29637
0.12,1,75.5865987,22.8557821,60.9939713,11405.4202,13125.0385,10763.6721,135.431148,93.5411881,52.6315133,643.677287,5742.98054,6093.92278
0.13,1,75.2969666,22.9163444,60.7623649,11407.1024,13125.0053,10784.4848,134.888912,93.2537875,52.563515,694.644108,5730.50498,6106.31895
0.14,1,75.0072914,22.9758718,60.5309753,11409.0211,13124.9751,10805.1826,134.346833,92.9660854,52.4956695,745.199312,5718.43953,6118.48812
0.15,1,74.7176253,23.0343665,60.2998393,11411.17,13124.948,10825.7629,133.805004,92.6781389,52.4279764,795.343364,5706.77922,6130.43351
0.16,1,74.4280192,23.0918313,60.0689928,11413.5429,13124.924,10846.2229,133.263515,92.3900033,52.3604354,845.076862,5695.51893,6142.15835
0.17,1,74.1385224,23.1482696,59.8384707,11416.1336,13124.9029,10866.56,132.722453,92.1017329,52.293046,894.400533,5684.65346,6153.66587
0.18,1,73.8491832,23.2036851,59.6083066,11418.9362,13124.8848,10886.772,132.181904,91.8133803,52.2258078,943.315226,5674.1775,6164.95928
0.19,1,73.5600482,23.2580823,59.3785334,11421.9445,13124.8697,10906.8564,131.64195,91.5249968,52.1587204,991.821906,5664.08563,6176.04178
0.2,1,73.2711629,23.3114657,59.1491826,11425.1526,13124.8575,10926.8114,131.102673,91.2366323,52.0917834,1039.92166,5654.37239,6186.91659
0.21,1,72.9825713,23.3638406,58.9202849,11428.5547,13124.8482,10946.6348,130.564149,90.9483352,52.0249964,1087.61566,5645.03221,6197.58688
0.22,1,72.6943162,23.4152125,58.6918701,11432.1449,13124.8418,10966.325,130.026454,90.6601529,51.9583589,1134.90522,5636.05946,6208.05582
