n,tipoCurto,Ia_Trif_Ent,Ib_Trif_Ent,Ic_Trif_Ent,Vab_Trif_Ent,Vbc_Trif_Ent,Vca_Trif_Ent,Ia_Trif_Saida,Ib_Trif_Saida,Ic_Trif_Saida,Vab_Trif_Saida,Vbc_Trif_Saida,Vca_Trif_Saida
0.01,1,78.7576298,39.3315543,39.426986,11128.4826,13810.1865,11237.0876,118.170702,118.089494,0.407007754,55.746272,6895.52897,6943.48245
0.02,1,78.4765512,39.1898442,39.2876179,11126.5185,13810.1864,11257.905,117.750203,117.666533,0.407018204,111.093483,6871.93952,6967.16067
0.03,1,78.1946862,39.0477511,39.1478464,11124.8715,13810.1863,11278.6609,117.328516,117.242403,0.407027494,166.04108,6848.72329,6990.52768
0.04,1,77.9121032,38.905309,39.0077058,11123.5355,13810.1862,11299.3502,116.905742,116.817207,0.40703563,220.587598,6825.88106,7013.58485
0.05,1,77.628869,38.7625515,38.8672295,11122.5044,13810.1861,11319.968,116.481983,116.391046,0.407042622,274.731757,6803.41336,7036.33365
0.06,1,77.345049,38.6195112,38.7264501,11121.7717,13810.1859,11340.5096,116.057335,115.964018,0.407048477,328.472464,6781.32053,7058.77565
0.07,1,77.0607073,38.4762201,38.5853997,11121.3315,13810.1857,11360.9706,115.631896,115.536218,0.407053204,381.808799,6759.60268,7080.91258
0.08,1,76.7759065,38.3327096,38.4441097,11121.1773,13810.1855,11381.3465,115.205758,115.107742,0.407056814,434.740021,6738.25971,7102.74622
0.09,1,76.4907078,38.1890101,38.3026107,11121.3029,13810.1852,11401.6332,114.779015,114.678679,0.407059316,487.265553,6717.29132,7124.27849
0.1,1,76.2051711,38.0451516,38.1609326,11121.7022,13810.185,11421.8269,114.351755,114.249121,0.407060719,539.384983,6696.69702,7145.51138
0.11,1,75.9193547,37.9011633,38.0191046,11122.3689,13810.1846,11441.9239,113.924066,113.819155,0.407061035,591.098056,6676.47612,7166.44699
0.12,1,75.6333156,37.7570736,37.8771554,11123.2968,13810.1843,11461.9204,113.496035,113.388865,0.407060273,642.404672,6656.62776,7187.08747
0.13,1,75.3471095,37.6129103,37.7351126,11124.4798,13810.1839,11481.8133,113.067743,112.958337,0.407058446,693.304878,6637.15086,7207.43507
0.14,1,75.0607905,37.4687005,37.5930035,11125.9116,13810.1835,11501.5991,112.639273,112.52765,0.407055564,743.798866,6618.04422,7227.49212
0.15,1,74.7744116,37.3244705,37.4508546,11127.5863,13810.1831,11521.2751,112.210704,112.096885,0.407051639,793.886964,6599.30643,7247.26099
0.16,1,74.4880241,37.1802461,37.3086915,11129.4977,13810.1827,11540.8381,111.782113,111.666117,0.407046682,843.569637,6580.93593,7266.74414
0.17,1,74.2016781,37.0360521,37.1665394,11131.6398,13810.1822,11560.2856,111.353575,111.235423,0.407040705,892.847477,6562.93102,7285.94407
0.18,1,73.9154224,36.8919131,37.0244227,11134.0067,13810.1817,11579.615,110.925164,110.804875,0.407033722,941.721202,6545.28981,7304.86333
0.19,1,73.6293045,36.7478525,36.8823651,11136.5925,13810.1811,11598.8239,110.49695,110.374545,0.407025743,990.191649,6528.01031,7323.50455
0.2,1,73.3433703,36.6038935,36.7403899,11139.3912,13810.1806,11617.9101,110.069003,109.944502,0.407016781,1038.25977,6511.09037,7341.87036
0.21,1,73.0576647,36.4600583,36.5985193,11142.397,13810.18,11636.8713,109.64139,109.514812,0.407006849,1085.92663,6494.52769,7359.96347
0.22,1,72.7722311,36.3163687,36.4567752,11145.6044,13810.1794,11655.7057,109.214177,109.08554,0.40699596,1133.19339,6478.31987,7377.78661
0.23,1,72.4871118,36.1728457,36.3151787,11149.0075,13810.1787,11674.4115,108.787425,108.656751,0.406984126,1180.06134,6462.46437,7395.34253
0.24,1,72.2023478,36.0295096,36.1737505,11152.6008,13810.1781,11692.9869,108.361198,108.228506,0.40697136,1226.53184,6446.95855,7412.63405
0.25,1,71.9179786,35.8863803,36.0325103,11156.3787,13810.1774,11711.4303,107.935555,107.800863,0.406957675,1272.60634,6431.79964,7429.66398
0.26,1,71.6340428,35.743477,35.8914775,11160.3359,13810.1767,11729.7404,107.510553,107.373881,0.406943085,1318.28642,6416.98478,7446.43517
0.27,1,71.3505776,35.6008183,35.7506708,11164.4669,13810.1759,11747.9158,107.086248,106.947615,0.406927601,1363.5737,6402.511,7462.95048
0.28,1,71.0676192,35.458422,35.6101082,11168.7664,13810.1752,11765.9552,106.662695,106.52212,0.406911239,1408.46991,6388.37524,7479.21279
0.29,1,70.7852023,35.3163057,35.4698074,11173.2292,13810.1744,11783.8575,106.239945,106.097447,0.406894009,1452.97685,6374.57435,7495.22502
0.3,1,70.5033608,35.174486,35.3297852,11177.8501,13810.1736,11801.6219,105.818051,105.673648,0.406875927,1497.09638,6361.1051,7510.99007
0.31,1,70.2221273,35.0329793,35.190058,11182.6242,13810.1727,11819.2473,105.39706,105.250771,0.406857004,1540.83046,6347.96418,7526.51085
0.32,1,69.9415333,34.8918012,35.0506416,11187.5464,13810.1719,11836.733,104.977019,104.828863,0.406837254,1584.18109,6335.14821,7541.7903
0.33,1,69.6616091,34.7509669,34.9115514,11192.6118,13810.171,11854.0783,104.557976,104.40797,0.406816691,1627.15034,6322.65372,7556.83135
0.34,1,69.3823842,34.6104909,34.7728019,11197.8157,13810.1701,11871.2825,104.139973,103.988135,0.406795326,1669.74036,6310.47721,7571.63693
0.35,1,69.1038867,34.4703874,34.6344075,11203.1533,13810.1692,11888.3453,103.723053,103.569402,0.406773174,1711.95333,6298.61509,7586.20997
0.36,1,68.826144,34.3306698,34.4963819,11208.6199,13810.1682,11905.266,103.307257,103.151811,0.406750247,1753.7915,6287.06374,7600.55342
0.37,1,68.5491824,34.1913513,34.3587382,11214.2111,13810.1673,11922.0445,102.892625,102.735401,0.406726559,1795.25716,6275.81947,7614.67018
0.38,1,68.2730269,34.0524444,34.2214891,11219.9224,13810.1663,11938.6804,102.479194,102.320209,0.406702122,1836.35266,6264.87856,7628.5632
0.39,1,67.997702,33.9139611,34.0846469,11225.7494,13810.1653,11955.1736,102.067,101.906274,0.406676948,1877.08038,6254.23724,7642.23538
0.4,1,67.7232309,33.7759131,33.9482232,11231.6879,13810.1642,11971.5239,101.65608,101.493628,0.406651052,1917.44275,6243.8917,7655.68963
0.41,1,67.449636,33.6383115,33.8122294,11237.7335,13810.1632,11987.7312,101.246467,101.082306,0.406624445,1957.44225,6233.83811,7668.92884
